create_time,destination_id,dist,dist_filetype,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.hard,parameters.matrix.__current_case__,parameters.matrix.dist.values,parameters.matrix.format,parameters.matrix.name.values,parameters.method,parameters.precision,parameters.sim,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-14 03:08:27.205954,slurm_normal,219021400,phylip,,main_w3_handler1,3028218,15287547,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9444626.roundup,slurm,,1254699,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""0.03""","""?""","""true""",1,"[{'src': 'hda', 'id': 28723169}]",phylip,"[{'src': 'hda', 'id': 28745411}]","""average""","""100""","""false""",,36576553,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_cluster/1.28.0,1.28.0,,2017-03-15 14:59:57.385251,,129090.17929700001
