create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.addition,parameters.addition2.__current_case__,parameters.addition2.addition2_select,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.io,parameters.k,parameters.mdb,parameters.strand,parameters.ties,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-30 18:07:28.661967,slurm_normal,,main_w4_handler1,3173380,16696621,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",267294347,bed,305240754,305240754,bed,bed,10768726.roundup,slurm,,corral-repl,,"""false""",0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31048048}]","[{'src': 'hda', 'id': 31048045}]","""false""","""1""","""each""","""""","""all""",,38945333,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.26.0.0,2.26.0.0,,2017-08-30 19:22:47.012516,108244,4518.350549000001
