create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bin_size,parameters.chromInfo,parameters.combine_strands,parameters.composite_smoothing_window,parameters.dbkey,parameters.input1.values,parameters.input2.values,parameters.output_heatmap,parameters.proper_pe,parameters.reads,parameters.tag_shift,parameters.tags_equal,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-21 10:57:40.400979,slurm_normal,,main_w3_handler1,2936266,16152352,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1963138663,bam,2990650819,bed,10231303.roundup,slurm,,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/mm10.len""","""0""","""0""","""mm10""","[{'src': 'hda', 'id': 28531261}]","[{'src': 'hda', 'id': 30109499}]","""true""","""false""","""0""","""10""","""false""",,38273787,error,toolshed.g2.bx.psu.edu/repos/iuc/tag_pileup_frequency/tag_pileup_frequency/1.0.1,1.0.1,,2017-06-21 11:35:37.954522,68782,2277.553543
2017-06-26 21:20:26.531938,slurm_normal,,main_w4_handler0,3172497,16192878,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22371563,bam,115040458,bed,10269121.roundup,slurm,,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/hg38.len""","""0""","""0""","""hg38""","[{'src': 'hda', 'id': 30167407}]","[{'src': 'hda', 'id': 30167555}]","""true""","""false""","""0""","""0""","""false""",,38927820,error,toolshed.g2.bx.psu.edu/repos/iuc/tag_pileup_frequency/tag_pileup_frequency/1.0.1,1.0.1,,2017-06-26 21:26:14.453524,66257,347.92158600000005
