create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.chromInfo,parameters.dbkey,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-12-21 17:27:00.940212,slurm_normal,,main_w2_handler0,2544799,11291511,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13455360,bam,5567897.roundup,slurm,,corral-repl,,1,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,"[{'__index__': 0, 'input_bam': 22601155}]",hg19,cached,,26646031,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1,2.1,,2015-12-21 17:29:33.421840,74967,152.481628
