create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-21 12:30:41.748890,slurm_normal,,4063703356,fasta,main_w1_handler2,2677438,12548512,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7295,bed,6736819.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b506601eed15ee0af1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b529f4c62018248aad'}]","""false""","""true""","""true""",,29539513,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-21 12:35:33.638949,76422,291.890059
2016-04-21 12:30:42.205011,slurm_normal,,4127412491,fasta,main_w1_handler1,2677438,12548513,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7295,bed,6736824.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5339647e0751b1fbe'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b529f4c62018248aad'}]","""false""","""true""","""true""",,29539513,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.22.0,2.22.0,,2016-04-21 12:35:38.464466,76422,296.259455
