chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.groupcol,parameters.groupcol.__class__,parameters.groupcol.value,parameters.ignorecase,parameters.ignorelines,parameters.input1,parameters.input1.values,parameters.operations,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-17 20:43:30.259580,slurm_normal,,main_w3_handler1,2970175,15327911,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8441832033,interval,9468753.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""5""",,,"""false""",,,"[{'src': 'hda', 'id': 28811994}]","[{""opcol"": ""2"", ""__index__"": 0, ""optype"": ""min"", ""opround"": ""no""}, {""opcol"": ""2"", ""__index__"": 1, ""optype"": ""max"", ""opround"": ""no""}, {""opcol"": ""4"", ""__index__"": 2, ""optype"": ""mean"", ""opround"": ""no""}]",,36687707,error,Grouping1,2.1.1,,2017-03-17 20:55:36.285422,98025,726.025842
,,2016-04-18 05:43:36.186467,slurm_normal,,main_w1_handler0,2673287,12500093,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",25130549582,bed,6691405.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""false""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563c83dbe5134e11a'}]",[],,29655905,error,Grouping1,2.1.0,,2016-04-18 05:45:02.342212,82655,86.15574500000001
,,2016-01-02 09:26:07.224601,slurm_normal,,main_w1_handler2,2538267,11359741,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3346978633,bed,5632804.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""True""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",22709475,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""yes""}]",,27049465,error,Grouping1,2.1.0,,2016-01-02 09:28:08.890696,31176,121.66609500000001
,,2017-03-17 21:14:13.828914,slurm_normal,,main_w3_handler1,2970175,15328140,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8441832033,interval,9468918.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""5""",,,"""false""",,,"[{'src': 'hda', 'id': 28811994}]","[{""opcol"": ""2"", ""__index__"": 0, ""optype"": ""min"", ""opround"": ""no""}, {""opcol"": ""3"", ""__index__"": 1, ""optype"": ""max"", ""opround"": ""no""}, {""opcol"": ""4"", ""__index__"": 2, ""optype"": ""mean"", ""opround"": ""no""}]",,36687707,error,Grouping1,2.1.1,,2017-03-17 21:25:52.289254,98025,698.4603400000001
,,2016-12-15 16:26:43.898270,slurm_normal,,main_w4_handler1,2929766,14585492,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",172269643570,sam,8764629.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""false""",,,"[{'src': 'hda', 'id': 27643965}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,34847981,error,Grouping1,2.1.1,,2016-12-15 20:49:25.077518,9209,15761.179248
,,2014-12-03 02:44:58.648357,rodeo_normal,,main_w2_handler0,2084055,8306969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9023891653,interval,2181740.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""17""",,,"""False""",,17758457,,"[{""opcol"": ""18"", ""__index__"": 0, ""optype"": ""random"", ""opround"": ""no""}, {""opcol"": ""19"", ""__index__"": 1, ""optype"": ""random"", ""opround"": ""no""}, {""opcol"": ""24"", ""__index__"": 2, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 3, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""17"", ""__index__"": 4, ""optype"": ""length"", ""opround"": ""no""}]",,17550571,error,Grouping1,2.1.0,,2014-12-03 03:00:49.370120,40922,950.721763
,,2017-02-24 22:14:03.590347,slurm_normal,,main_w4_handler1,2913837,15138139,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33732870204,sam,9291461.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""false""",,,"[{'src': 'hda', 'id': 28507308}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,36274257,error,Grouping1,2.1.1,,2017-02-24 22:41:11.152177,86257,1627.56183
,,2017-05-01 19:34:52.574321,slurm_normal,,main_w4_handler0,3091261,15718233,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",52440506762,tabular,9829353.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""false""",,,"[{'src': 'hda', 'id': 29419929}]","[{""opcol"": ""2"", ""__index__"": 0, ""optype"": ""max"", ""opround"": ""no""}, {""opcol"": ""3"", ""__index__"": 1, ""optype"": ""sum"", ""opround"": ""no""}]",,37635728,error,Grouping1,2.1.1,,2017-05-01 20:43:00.569683,104814,4087.995362
,,2016-03-15 17:04:56.520886,slurm_normal,,main_w1_handler0,2103600,12143941,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15356323759,sam,6361410.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,"""False""","[""64""]",23849524,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,28652023,error,Grouping1,2.1.0,,2016-03-15 17:06:52.380487,50209,115.85960100000001
,,2017-02-21 19:49:07.380550,slurm_normal,,main_w3_handler0,3003194,15098645,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",145474634009,sam,9253860.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,,"""false""",,,"[{'src': 'hda', 'id': 28449145}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,34847981,error,Grouping1,2.1.1,,2017-02-22 00:43:17.917512,9209,17650.536962000002
,,2016-09-07 02:58:15.434702,slurm_normal,,main_w3_handler1,2812654,13794023,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",122893497706,interval,8014614.roundup,slurm,,corral-repl,,"""ea711d0674a611e69c9d005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""4""",,,"""false""",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5425c8756a61e2d03'}]","[{""opcol"": ""4"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,32806444,error,Grouping1,2.1.1,,2016-09-07 09:40:22.066235,75964,24126.631533
,,2016-03-16 10:08:33.559197,slurm_normal,,main_w2_handler0,2103600,12151070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15623284236,bam,6369575.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,"""False""","[""64""]",23850302,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,28652023,error,Grouping1,2.1.0,,2016-03-16 10:10:20.047187,50209,106.48799000000001
,,2015-05-26 12:45:41.345869,slurm_normal,,main_w1_handler0,2315145,9535326,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9737739607,interval,3852128.roundup,slurm,,corral-repl,,"""18eb6f2a03a511e59cc9005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",19814239,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,23226824,error,Grouping1,2.1.0,,2015-05-26 19:17:23.593035,32285,23502.247166
,,2015-05-26 12:43:45.178732,slurm_normal,,main_w1_handler1,2315145,9535294,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9661292416,interval,3851706.roundup,slurm,,corral-repl,,"""d24aed7a03a411e587c3005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",19814190,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,23226824,error,Grouping1,2.1.0,,2015-05-26 17:59:28.350504,32285,18943.171772
,,2017-02-24 23:45:24.380769,slurm_normal,,main_w4_handler1,2913837,15138596,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22579155944,sam,9291859.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""false""",,,"[{'src': 'hda', 'id': 28509610}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,36274257,error,Grouping1,2.1.1,,2017-02-25 00:28:14.283883,86257,2569.903114
