chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.groupcol,parameters.groupcol.__class__,parameters.groupcol.value,parameters.ignorecase,parameters.ignorelines,parameters.input1,parameters.input1.values,parameters.operations,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-06 12:28:43.840049,slurm_normal,,main_w1_handler1,2722728,13084111,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",67674101603,tabular,7268201.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/droSim1.len""","""droSim1""","""4""",,,"""false""",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5674d810795e38936'}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 1, ""optype"": ""cat_uniq"", ""opround"": ""no""}]",,30663870,error,Grouping1,2.1.1,,2016-06-06 13:35:21.323731,84973,3997.483682
,,2016-04-29 20:21:15.195017,slurm_normal,,main_w1_handler0,2689965,12692080,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",94003430216,bed,6895170.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""false""",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed0141e0f692b63a'}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,29956920,error,Grouping1,2.1.1,,2016-04-29 22:27:18.706431,83637,7563.5114140000005
,,2015-05-26 12:45:42.284232,slurm_normal,,main_w2_handler0,2315145,9535327,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9488525333,interval,3850505.roundup,slurm,,corral-repl,,"""18eb6f2a03a511e59cc9005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",19814240,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,23226824,error,Grouping1,2.1.0,,2015-05-26 15:49:45.194543,32285,11042.910311000001
,,2016-01-02 12:17:33.581810,slurm_normal,,main_w1_handler2,2538267,11360070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3292183517,bed,5633164.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""True""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",22452998,,[],,27049465,error,Grouping1,2.1.0,,2016-01-02 12:19:04.793439,31176,91.211629
,,2015-07-21 18:19:26.480269,slurm_normal,,main_w2_handler0,2383883,9931387,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2582460407,tabular,4217848.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",20458269,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}]",,24227020,error,Grouping1,2.1.0,,2015-07-21 18:21:37.382538,31176,130.90226900000002
,,2015-01-15 01:25:18.357137,rodeo_normal,,main_w1_handler1,2173666,8549395,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2320478848,interval,2476751.roundup,slurm,,corral-repl,,"""5a6f7f489c5511e4ba71005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",18213619,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,20497612,error,Grouping1,2.1.0,,2015-01-15 01:39:56.183727,32285,877.82659
,,2015-10-15 01:18:42.478045,slurm_normal,,main_w1_handler1,2466661,10576772,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3133147929,tabular,4847631.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""16""",,,"""True""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",21526282,,"[{""opcol"": ""12"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""13"", ""__index__"": 1, ""optype"": ""min"", ""opround"": ""yes""}, {""opcol"": ""14"", ""__index__"": 2, ""optype"": ""max"", ""opround"": ""yes""}, {""opcol"": ""15"", ""__index__"": 3, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""4"", ""__index__"": 4, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""5"", ""__index__"": 5, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 6, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""7"", ""__index__"": 7, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 8, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""9"", ""__index__"": 9, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""10"", ""__index__"": 10, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""11"", ""__index__"": 11, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""12"", ""__index__"": 12, ""optype"": ""length"", ""opround"": ""yes""}]",,25197588,error,Grouping1,2.1.0,,2015-10-15 01:21:52.609674,31176,190.131629
,,2015-01-15 02:19:49.720992,rodeo_normal,,main_w2_handler1,2174146,8549616,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2584328184,interval,2477035.roundup,slurm,,corral-repl,,"""f8aeb4249c5c11e4b8bb005056a51846""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",18213886,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,20497612,error,Grouping1,2.1.0,,2015-01-15 02:36:25.198572,32285,995.4775800000001
,,2016-04-01 08:43:37.680994,slurm_normal,,main_w1_handler2,2652506,12308338,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3692680549,bed,6516160.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""12""",,,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",24096351,,"[{""opcol"": ""12"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}]",,29313441,error,Grouping1,2.1.0,,2016-04-01 08:46:39.665169,31176,181.98417500000002
,,2015-12-25 08:34:19.658618,slurm_normal,,main_w1_handler1,2538267,11324999,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3346978633,bed,5602483.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""12""",,,"""True""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",22649638,,"[{""opcol"": ""4"", ""__index__"": 0, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""5"", ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 2, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""7"", ""__index__"": 3, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 4, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""9"", ""__index__"": 5, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""10"", ""__index__"": 6, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""11"", ""__index__"": 7, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""1"", ""__index__"": 8, ""optype"": ""length"", ""opround"": ""yes""}]",,26635806,error,Grouping1,2.1.0,,2015-12-25 08:37:31.373451,31176,191.714833
11722.0,len,2015-04-17 09:30:37.005690,slurm_normal,,main_w2_handler0,2268347,9254055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4894023761,tabular,3538805.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/011/009/dataset_11009595.dat""","""?""","""1""",,,"""False""",,19327481,,"[{""opcol"": ""3"", ""__index__"": 0, ""optype"": ""sum"", ""opround"": ""no""}]",,20933346,error,Grouping1,2.1.0,,2015-04-17 09:50:10.550279,59071,1173.544589
,,2017-03-17 21:39:07.003558,slurm_normal,,main_w3_handler0,2970175,15328242,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8441832033,interval,9469018.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""5""",,,"""false""",,,"[{'src': 'hda', 'id': 28811994}]","[{""opcol"": ""2"", ""__index__"": 0, ""optype"": ""min"", ""opround"": ""no""}, {""opcol"": ""3"", ""__index__"": 1, ""optype"": ""max"", ""opround"": ""no""}]",,36687707,error,Grouping1,2.1.1,,2017-03-17 21:49:44.134837,98025,637.1312790000001
,,2016-06-06 11:01:57.525015,slurm_normal,,main_w2_handler0,2725397,13082504,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",80229149812,tabular,7266949.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/droSim1.len""","""droSim1""","""4""",,,"""false""",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5114f1de5b9fbff6b'}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 1, ""optype"": ""cat_uniq"", ""opround"": ""no""}]",,30661983,error,Grouping1,2.1.1,,2016-06-06 12:12:21.799318,84592,4224.274303
,,2015-02-18 02:49:59.630724,rodeo_normal,,main_w1_handler0,2200472,8750121,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3171326775,sam,2802577.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""True""","""64""",18549459,,[],,21181646,error,Grouping1,2.1.0,,2015-02-18 02:51:40.838462,59408,101.207738
,,2017-02-24 22:13:41.254474,slurm_normal,,main_w3_handler0,2913837,15138135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32314290085,sam,9291457.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""false""",,,"[{'src': 'hda', 'id': 28507306}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,36274257,error,Grouping1,2.1.1,,2017-02-24 22:56:19.123625,86257,2557.8691510000003
,,2016-04-13 19:08:24.795033,slurm_normal,,main_w2_handler0,2668728,12444969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",99706088442,bed,6642930.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""4""",,,"""false""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f034a9f002a9a43'}]","[{""opcol"": ""4"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,29583705,error,Grouping1,2.1.0,,2016-04-13 19:11:39.898971,82480,195.103938
,,2015-07-21 18:15:46.245849,slurm_normal,,main_w2_handler0,2383883,9931268,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2582460407,tabular,4217775.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",20458269,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""yes""}, {""opcol"": ""1"", ""__index__"": 1, ""optype"": ""length"", ""opround"": ""yes""}]",,24227020,error,Grouping1,2.1.0,,2015-07-21 18:17:54.464308,31176,128.218459
,,2016-04-13 19:14:54.658262,slurm_normal,,main_w2_handler1,2668728,12445004,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",99706088442,bed,6642965.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""4""",,,"""false""",[],,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f034a9f002a9a43'}]","[{""opcol"": ""4"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,29583705,error,Grouping1,2.1.0,,2016-04-13 19:20:14.980591,82480,320.322329
,,2015-10-15 00:55:27.698175,slurm_normal,,main_w1_handler1,2466661,10576652,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3247530773,tabular,4847452.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""16""",,,"""True""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",21524333,,"[{""opcol"": ""12"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""13"", ""__index__"": 1, ""optype"": ""min"", ""opround"": ""yes""}, {""opcol"": ""14"", ""__index__"": 2, ""optype"": ""max"", ""opround"": ""yes""}, {""opcol"": ""15"", ""__index__"": 3, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""4"", ""__index__"": 4, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""5"", ""__index__"": 5, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 6, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""7"", ""__index__"": 7, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 8, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""9"", ""__index__"": 9, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""10"", ""__index__"": 10, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""11"", ""__index__"": 11, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""12"", ""__index__"": 12, ""optype"": ""length"", ""opround"": ""yes""}]",,25197588,error,Grouping1,2.1.0,,2015-10-15 00:58:00.366056,31176,152.66788100000002
,,2014-12-02 20:14:35.728984,rodeo_normal,,main_w1_handler1,2084055,8304066,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9023891653,interval,2177465.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,UnvalidatedValue,17,"""False""",,17758457,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""18""}, ""__index__"": 0, ""optype"": ""random"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""19""}, ""__index__"": 1, ""optype"": ""random"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 2, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""8""}, ""__index__"": 3, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""17""}, ""__index__"": 4, ""optype"": ""length"", ""opround"": ""no""}]",,17580010,error,Grouping1,2.1.0,,2014-12-02 20:34:55.002923,40922,1219.2739390000002
