create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.minMatch,parameters.multiple.__current_case__,parameters.multiple.choice,parameters.multiple.minChainQ,parameters.multiple.minChainT,parameters.multiple.minSizeQ,parameters.to_dbkey,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-22 18:48:06.141810,slurm_normal,,main_w3_handler1,2886279,15369287,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17969069393,bed,9507790.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/panTro4.len""","""panTro4""","[{'src': 'hda', 'id': 28882462}]","""0.1""",1,1,500,500,300,"""/galaxy/data/panTro4/liftOver/panTro4ToHg19.over.chain""",,36776507,error,liftOver1,1.0.4,,2017-03-23 11:30:26.847907,94242,60140.706097
