create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_control_file,input_control_file1,input_control_file1_filetype,input_control_file2,input_control_file2_filetype,input_control_file3,input_control_file3_filetype,input_control_file4,input_control_file4_filetype,input_control_file_filetype,input_treatment_file,input_treatment_file1,input_treatment_file1_filetype,input_treatment_file2,input_treatment_file2_filetype,input_treatment_file3,input_treatment_file3_filetype,input_treatment_file4,input_treatment_file4_filetype,input_treatment_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.broad_options.__current_case__,parameters.advanced_options.broad_options.broad_cutoff,parameters.advanced_options.broad_options.broad_options_selector,parameters.advanced_options.broad_options.call_summits,parameters.advanced_options.keep_dup_options.__current_case__,parameters.advanced_options.keep_dup_options.keep_dup_options_selector,parameters.advanced_options.llocal,parameters.advanced_options.nolambda,parameters.advanced_options.ratio,parameters.advanced_options.slocal,parameters.advanced_options.to_large,parameters.bampe,parameters.band_width,parameters.chromInfo,parameters.cutoff_options.__current_case__,parameters.cutoff_options.cutoff_options_selector,parameters.cutoff_options.pvalue,parameters.cutoff_options.qvalue,parameters.dbkey,parameters.effective_genome_size_options.__current_case__,parameters.effective_genome_size_options.effective_genome_size_options_selector,parameters.effective_genome_size_options.gsize,parameters.input_control_file,parameters.input_control_file.values,parameters.input_treatment_file,parameters.input_treatment_file.values,parameters.nomodel_type.__current_case__,parameters.nomodel_type.extsize,parameters.nomodel_type.nomodel_type_selector,parameters.outputs,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-31 03:28:42.932378,slurm_normal,,main_w1_handler1,2006311,12292275,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2034327659.0,2034327659.0,bam,2064196335.0,bam,,,,,bam,530523594,530523594,bam,605500918.0,bam,,,,,bam,6498603.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""False""","""300""","""/galaxy-repl/localdata/chrom/bosTau7.len""",1,qvalue,,0.05,"""bosTau7""",0,2451960000,,"""24071946,24071947""",,"""24071974,24071975""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28464437.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-31 03:29:47.298096,42372.0,64.365718
2016-07-05 20:33:12.166377,slurm_normal,,main_w1_handler1,2755875,13338633,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2881572828.0,2881572828.0,bam,,,,,,,bam,1286697390,1286697390,bam,,,,,,,bam,7546634.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dcadb1f7f71cc9c6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518385f1dde5627c0'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,30383588.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-05 20:34:17.150848,80466.0,64.984471
2017-03-07 20:37:15.261227,slurm_normal,,main_w4_handler0,2967987,15235170,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",320785345.0,320785345.0,bam,204784230.0,bam,204400620.0,bam,192467653.0,bam,bam,294794702,294794702,bam,290794820.0,bam,284753474.0,bam,276156438.0,bam,bam,9383424.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3100000000,,"[{'src': 'hda', 'id': 28099645}, {'src': 'hda', 'id': 28099652}, {'src': 'hda', 'id': 28099653}, {'src': 'hda', 'id': 28099654}]",,"[{'src': 'hda', 'id': 28099655}, {'src': 'hda', 'id': 28099660}, {'src': 'hda', 'id': 28099667}, {'src': 'hda', 'id': 28099669}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35170344.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-07 20:38:23.738022,17286.0,68.47679500000001
2016-03-17 04:58:39.623611,slurm_normal,,main_w1_handler0,2633793,12162525,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4668101642.0,4668101642.0,bam,,,,,,,bam,3343835430,3343835430,bam,,,,,,,bam,6379571.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/mm10.len""",1,qvalue,,0.05,"""mm10""",1,2150570000,,"""23843081""",,"""23860096""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,29034895.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-17 05:00:01.396950,78551.0,81.773339
2017-01-26 18:42:01.684308,slurm_normal,,main_w4_handler0,2968155,14881190,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2874782892.0,2874782892.0,bam,,,,,,,bam,843193300,843193300,bam,,,,,,,bam,9043586.roundup,slurm,,corral-repl,,"""1d075004e3f711e6912f005056a52a46""",0,on,1.0,,nobroad,false,1.0,1,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,2765436605,,"[{'src': 'hda', 'id': 28098733}]",,"[{'src': 'hda', 'id': 28098731}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-27 00:30:25.672482,80466.0,20903.988174000002
2016-05-24 10:15:18.448319,slurm_normal,,main_w2_handler0,2704880,12973020,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1150566178.0,1150566178.0,bed,,,,,,,bed,710144377,710144377,bed,,,,,,,bed,7162243.roundup,slurm,,corral-repl,,,0,on,1.0,,nobroad,false,1.0,1,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.1,"""?""",4,user_defined,34000000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e748119b357b16c7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b503dfc698d468e8ee'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,30399853.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-24 17:01:44.073162,83270.0,24385.624843
2016-03-10 03:36:30.588555,slurm_normal,,main_w1_handler1,2598998,12092018,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6316582.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28895701.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-10 03:37:09.732292,78551.0,39.143737
2016-09-29 18:10:53.945467,slurm_normal,,main_w3_handler0,2837516,13976962,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,43344875,43344875,sam,,,,,,,sam,8196319.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/mm9.len""",1,qvalue,,0.05,"""mm9""",4,user_defined,61430000,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532c5fa12cbe0c00a'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,33331160.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-09-29 18:15:20.055855,91208.0,266.110388
2016-03-09 11:26:59.531972,slurm_normal,,main_w2_handler0,2598998,12082022,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6307110.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28895701.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-09 11:27:35.305326,78551.0,35.773354000000005
2016-03-09 12:04:14.569758,slurm_normal,,main_w2_handler0,2598998,12082234,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6307358.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""False""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28895701.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-09 12:04:59.410966,78551.0,44.841208
2016-10-25 19:24:25.695311,slurm_normal,,main_w4_handler0,661172,14172538,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",284205935.0,284205935.0,bam,,,,,,,bam,468415741,468415741,bam,,,,,,,bam,8385239.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",3,93260000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6f24cbae2de885e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba338e95e8cfb1d8'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,33877454.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-25 19:25:03.800014,15171.0,38.104703
2017-01-08 05:47:49.224688,slurm_normal,,main_w3_handler0,2949254,14711243,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,4535119317,4535119317,bam,,,,,,,bam,8880414.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""500""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27841217}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35257360.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-08 05:48:31.662540,97436.0,42.437852
2017-02-24 00:38:20.388457,slurm_normal,,main_w3_handler0,3008423,15125269,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1810336977.0,1810336977.0,bam,,,,,,,bam,1593735591,1593735591,bam,,,,,,,bam,9279264.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/galGal4.len""",1,qvalue,,0.05,"""galGal4""",4,user_defined,1200000000,,"[{'src': 'hda', 'id': 28490551}]",,"[{'src': 'hda', 'id': 28490554}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,36255961.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-24 00:46:30.764240,82950.0,490.375783
2017-01-20 17:21:29.431592,slurm_normal,,main_w3_handler1,2960108,14830645,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1201751346.0,1201751346.0,sam,,,,,,,sam,1263648910,1263648910,sam,,,,,,,sam,8990886.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3100000000,,"[{'src': 'hda', 'id': 27985144}]",,"[{'src': 'hda', 'id': 27985148}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35170344.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-20 17:21:52.672248,17286.0,23.240656
2016-03-11 05:09:00.948901,slurm_normal,,main_w2_handler1,2598998,12102914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6327026.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28895701.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-11 05:09:45.366197,78551.0,44.417296
2016-10-02 15:51:42.808105,slurm_normal,,main_w3_handler0,2839190,13990975,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7620160568.0,7620160568.0,bam,,,,,,,bam,12617217160,12617217160,bam,,,,,,,bam,8210391.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",0,pvalue,0.0001,,"""hg19""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e411ae8fe912607f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e4d6c4c7edb0d7b'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,32866886.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-02 15:53:57.624690,60415.0,134.816585
2016-03-17 04:41:24.782364,slurm_normal,,main_w2_handler0,2633793,12162470,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4668101642.0,4668101642.0,bam,,,,,,,bam,3343835430,3343835430,bam,,,,,,,bam,6379464.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/mm10.len""",1,qvalue,,0.05,"""mm10""",1,2150570000,,"""23843081""",,"""23860096""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,29034895.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-17 04:43:03.392725,78551.0,98.61036100000001
2016-04-01 18:46:59.263969,slurm_normal,,main_w1_handler0,2006311,12314290,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3549055505.0,3549055505.0,bam,,,,,,,bam,1159613895,1159613895,bam,,,,,,,bam,6521600.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""False""","""300""","""/galaxy-repl/localdata/chrom/bosTau7.len""",1,qvalue,,0.05,"""bosTau7""",0,2451960000,,"""24106490""",,"""24106489""",,1,100,nomodel,"[""peaks_tabular"", ""summits"", ""bdg""]",,28464437.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-01 18:48:29.252640,42372.0,89.98867100000001
2016-03-31 01:26:03.212468,slurm_normal,,main_w2_handler1,2006311,12291561,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2034327659.0,2034327659.0,bam,2064196335.0,bam,,,,,bam,530523594,530523594,bam,605500918.0,bam,,,,,bam,6497599.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""False""","""300""","""/galaxy-repl/localdata/chrom/bosTau7.len""",1,qvalue,,0.05,"""bosTau7""",0,2451960000,,"""24071946,24071947""",,"""24071974,24071975""",,1,100,nomodel,"[""peaks_tabular"", ""summits"", ""bdg""]",,28464437.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-31 02:54:05.018099,42372.0,5281.805631
2017-04-05 15:08:03.363395,slurm_normal,,main_w3_handler1,3058695,15495619,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",113263005.0,113263005.0,bam,,,,,,,bam,34536330,34536330,bam,,,,,,,bam,9623143.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",0,pvalue,0.02,,"""?""",4,user_defined,12495682,,"[{'src': 'hda', 'id': 29084050}]",,"[{'src': 'hda', 'id': 29084026}]",0,,create_model,"[""peaks_tabular"", ""pdf""]",,37095394.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-04-05 15:10:00.125944,,116.762549
2017-01-12 15:43:18.803575,slurm_normal,,main_w4_handler1,2953969,14750420,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,825569254,825569254,bam,,,,,,,bam,8914795.roundup,slurm,,corral-repl,,,0,on,1.0,,nobroad,false,3.0,auto,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg18.len""",1,qvalue,,0.05,"""hg18""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27906381}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,34041039.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-12 15:44:48.837395,93619.0,90.03382
2016-03-16 10:17:32.331778,slurm_normal,,main_w1_handler1,2633793,12151137,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4668101642.0,4668101642.0,bam,,,,,,,bam,3343835430,3343835430,bam,,,,,,,bam,6369634.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/mm10.len""",1,qvalue,,0.05,"""mm10""",1,2150570000,,"""23843081""",,"""23860096""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28995236.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-16 10:18:15.821683,78551.0,43.489905
2016-03-23 15:17:12.601894,slurm_normal,,main_w1_handler2,2633793,12236274,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4668101642.0,4668101642.0,bam,,,,,,,bam,3343835430,3343835430,bam,,,,,,,bam,6450210.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/mm10.len""",1,qvalue,,0.05,"""mm10""",1,2150570000,,"""23843081""",,"""23860096""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,29089320.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-23 15:19:57.773187,78551.0,165.17129300000002
2017-02-11 00:26:40.468428,slurm_normal,,main_w4_handler0,2949679,15009294,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6351435966.0,6351435966.0,bam,,,,,,,bam,7028269839,7028269839,bam,,,,,,,bam,9165492.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""true""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3100000000,,"[{'src': 'hda', 'id': 28277580}]",,"[{'src': 'hda', 'id': 27851580}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,35913898.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-11 00:35:48.531328,97753.0,548.0629
2016-07-05 20:32:11.001658,slurm_normal,,main_w1_handler0,2755875,13338628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3188740500.0,3188740500.0,bam,,,,,,,bam,2972435145,2972435145,bam,,,,,,,bam,7546629.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efad0cfb127b327c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538808326880fbece'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,30383588.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-05 20:33:33.448388,80466.0,82.44673
2016-10-01 20:04:19.842050,slurm_normal,,main_w4_handler0,2839190,13988814,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7620160568.0,7620160568.0,bam,,,,,,,bam,12617217160,12617217160,bam,,,,,,,bam,8208339.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",0,pvalue,0.0001,,"""hg19""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e411ae8fe912607f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e4d6c4c7edb0d7b'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,32866886.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-01 20:07:19.077565,60415.0,179.23551500000002
2017-01-08 05:09:13.887340,slurm_normal,,main_w3_handler0,2949254,14711140,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,4535119317,4535119317,bam,,,,,,,bam,8880334.roundup,slurm,,corral-repl,,,0,on,0.0,0.1,broad,,1.0,1,10000,false,1.0,1000,false,"""false""","""500""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27841217}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35257360.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-08 05:09:56.023614,97436.0,42.136274
2016-10-20 14:54:27.960267,slurm_normal,,main_w4_handler1,2777419,14131457,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",616828753.0,616828753.0,bam,,,,,,,bam,840757785,840757785,bam,,,,,,,bam,8345709.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d22905ee9807f77a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfb7425b06423ace'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,33810564.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-20 14:55:33.472542,80466.0,65.512275
2016-07-06 00:02:50.279546,slurm_normal,,main_w2_handler1,2755875,13339860,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3188740500.0,3188740500.0,bam,,,,,,,bam,2254902256,2254902256,bam,,,,,,,bam,7548233.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,2325000000,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efad0cfb127b327c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565c02a539000e0fe'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,31295116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-06 00:04:09.793045,80466.0,79.51349900000001
2017-01-26 16:33:27.482641,slurm_normal,,main_w3_handler1,2968105,14879883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",320835882.0,320835882.0,bam,204834168.0,bam,204450599.0,bam,192517637.0,bam,bam,294844723,294844723,bam,290844807.0,bam,284803481.0,bam,276206424.0,bam,bam,9039277.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3100000000,,"[{'src': 'hda', 'id': 28095307}, {'src': 'hda', 'id': 28095451}, {'src': 'hda', 'id': 28095455}, {'src': 'hda', 'id': 28095457}]",,"[{'src': 'hda', 'id': 28095462}, {'src': 'hda', 'id': 28095466}, {'src': 'hda', 'id': 28095472}, {'src': 'hda', 'id': 28095473}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,35170344.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-26 16:34:22.888773,17286.0,55.40613200000001
2017-01-07 11:26:19.122641,slurm_normal,,main_w3_handler0,2949226,14708443,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,4535110490,4535110490,bam,,,,,,,bam,8877962.roundup,slurm,,corral-repl,,,0,on,0.0,0.1,broad,,1.0,1,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27840793}]",0,,create_model,"[""summits"", ""bdg""]",,35086785.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-07 11:27:01.620485,97436.0,42.497844
