bed_infile,bed_infile_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bed_infile,parameters.bed_infile.values,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.winsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
3524555007,bed,2016-04-03 23:12:06.944261,slurm_normal,,main_w1_handler0,2407180,12329070,False,2566650099,bed,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6535432.roundup,slurm,,corral-repl,,24126130,,"""/galaxy-repl/localdata/chrom/mm9.len""","""5.0""","""mm9""",24126129,,"""200""",,29360549,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-03 23:16:06.761397,64607.0,239.817136
1887696129,bed,2017-01-05 19:14:00.150928,slurm_normal,,main_w3_handler1,2947774,14698188,False,1887696129,bed,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8868578.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 27824784}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 27824784}]","""200""",,35216311,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-05 23:58:07.118887,,17046.967959
1283584,bed,2016-07-13 19:42:18.162596,slurm_normal,,main_w1_handler0,2006311,13399699,False,848700930,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7611615.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee3361597bb3dd51'}]","""/galaxy-repl/localdata/chrom/bosTau7.len""","""5.0""","""bosTau7""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55496560201d6cff2'}]","""200""",,29753732,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-13 19:44:54.163282,42372.0,156.000686
1642843775,bed,2016-11-21 14:11:28.082384,slurm_normal,,main_w3_handler1,1631134,14398674,False,2434930607,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8603963.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc4a9c6d4b2fb547'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""5.0""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9814cb5323ca817'}]","""200""",,34360382,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-22 02:12:41.928489,17093.0,43273.846105000004
