create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.mapq,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-07 08:07:03.492903,slurm_normal,,3561045135,bed,main_w3_handler0,1812316,14505572,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3561045135,bed,8687722.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 27525038}]","[{'src': 'hda', 'id': 27525038}]","""255""",,34691909,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-12-07 08:12:14.188063,42527.0,310.69516000000004
2016-12-17 20:47:53.315586,slurm_normal,,570783661,bed,main_w4_handler0,2932177,14600076,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",570783661,bed,8778261.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27671973}]","[{'src': 'hda', 'id': 27671973}]","""255""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-12-17 20:54:57.496518,86671.0,424.18093200000004
2016-12-16 16:56:38.088887,slurm_normal,,570783661,bed,main_w3_handler0,2932177,14594604,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",570783661,bed,8773077.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 27662997}]","[{'src': 'hda', 'id': 27662997}]","""255""",,34879291,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-12-16 17:01:48.447841,86671.0,310.35895400000004
2016-07-27 11:27:09.756418,slurm_normal,,23139409869,vcf,main_w2_handler1,2210340,13506645,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",82719381007,bed,7722111.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b541221dd890cb1165'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51cfec87120b9b059'}]","""255""",,31750661,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-07-27 11:52:53.559196,59804.0,1543.802778
2017-02-15 07:39:50.583807,slurm_normal,,526133177,bed,main_w3_handler0,2974230,15042867,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",526133177,bed,9198606.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""","[{'src': 'hda', 'id': 28357692}]","[{'src': 'hda', 'id': 28357692}]","""255""",,35736265,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2017-02-15 07:48:12.020825,99076.0,501.437018
2016-10-04 09:28:07.543162,slurm_normal,,4637914797,bed,main_w3_handler0,2826140,14003160,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4637914797,bed,8221933.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b560bdc45660664306'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b560bdc45660664306'}]","""255""",,33054968,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-10-04 09:43:41.102410,79607.0,933.559248
2016-07-20 18:50:57.622775,slurm_normal,,883416745,bed,main_w2_handler1,2633775,13454530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",883416745,bed,7668615.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aee63b71e963ff56'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aee63b71e963ff56'}]","""255""",,31593539,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-07-20 18:57:17.072664,46988.0,379.44988900000004
2017-04-04 17:19:05.848686,slurm_normal,,687769112,bed,main_w4_handler1,2876152,15486252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",0,bed,9612948.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29063623}]","[{'src': 'hda', 'id': 29066992}]","""255""",,37102186,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2017-04-04 17:23:05.290368,88348.0,239.44168200000001
2017-02-12 10:57:42.031731,slurm_normal,,527753936,bed,main_w4_handler0,2929698,15015996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",527753936,bed,9172557.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28310209}]","[{'src': 'hda', 'id': 28310209}]","""255""",,35274406,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2017-02-12 11:01:49.665984,96862.0,247.63425300000003
2016-11-21 04:26:12.099516,slurm_normal,,1594303613,bed,main_w3_handler1,2901704,14394705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1594303613,bed,8600007.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5270730ef94fa8b6a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5270730ef94fa8b6a'}]","""255""",,34110049,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-11-21 04:34:15.819897,93964.0,483.72038100000003
