BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.BED.values,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.orderMatters,parameters.outFileFormat,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
926212419,926212419,bed,918429972.0,bed,755858916.0,bed,756554801.0,bed,bed,737957543,737957543,bam,792038167,bam,740218544.0,bam,787894812.0,bam,bam,2018-03-09 01:24:56.256345,slurm_normal,,main_w3_handler0,3457124,18666262,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12762408,slurm,,corral-repl,,"[{'src': 'hda', 'id': 34311023}, {'src': 'hda', 'id': 34311024}, {'src': 'hda', 'id': 34311025}, {'src': 'hda', 'id': 34311026}]",0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 34298327}, {'src': 'hda', 'id': 34298328}, {'src': 'hda', 'id': 34298333}, {'src': 'hda', 'id': 34298335}]",No,"""png""","""false""","""""",,44480084,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-03-09 01:49:43.600130,123659,1487.343785
2562975587,2562975587,bed,,,,,,,bed,8750742163,8750742163,bam,10748354386,bam,,,,,bam,2018-02-07 07:12:38.586596,slurm_normal,,main_w4_handler0,3387452,18283163,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12366090,slurm,,corral-repl,,"[{'src': 'hda', 'id': 33711188}]",0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 33344910}, {'src': 'hda', 'id': 33365256}]",No,"""png""","""false""","""""",,43711553,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2018-02-07 07:52:22.762243,119628,2384.175647
