create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-26 04:25:34.764387,slurm_normal,,main_w4_handler1,2867584,14175318,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12814141379,bed6,8388013.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5313798ec9ca25953'}]",,33817109,error,CONVERTER_bed_to_gff_0,2.0.0,,2016-10-26 04:26:09.671372,32188,34.906985
