create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.mapq,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-20 02:37:47.648849,slurm_normal,,5227007897,bed,main_w3_handler0,3293352,17151223,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5227007897,bed,11209309,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31769519}]","[{'src': 'hda', 'id': 31769519}]","""255""",,41409869,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-10-20 02:41:15.432574,114042.0,207.783725
2017-08-01 15:00:58.979855,slurm_normal,,530314126,bed,main_w3_handler0,3209205,16478912,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",530314126,bed,10547620.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 30713649}]","[{'src': 'hda', 'id': 30713649}]","""255""",,39638471,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-08-01 15:06:10.543086,,311.56323100000003
2017-05-13 03:11:18.503839,slurm_normal,,619099464,bed,main_w3_handler0,3089961,15829140,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",619099464,bed,9931162.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29588133}]","[{'src': 'hda', 'id': 29588133}]","""255""",,37866305,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-05-13 03:14:11.372422,104790.0,172.868583
2017-06-01 22:05:00.828906,slurm_normal,,1149329134,bed,main_w4_handler0,3115227,15993528,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1149329134,bed,10088198.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{'src': 'hda', 'id': 29651712}]","[{'src': 'hda', 'id': 29651712}]","""255""",,38028455,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-06-01 22:19:59.759544,106112.0,898.930638
2018-01-09 18:49:45.431041,slurm_normal,,4478564435,bed,main_w4_handler0,3117064,17984940,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4478564435,bed,12061282,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33233319}]","[{'src': 'hda', 'id': 33233319}]","""255""",,43090941,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2018-01-09 19:02:19.025832,106195.0,753.5947910000001
2017-04-09 23:52:10.339173,slurm_normal,,2993392697,bed,main_w3_handler0,3014467,15536477,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2993392697,bed,9662118.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 29143478}]","[{'src': 'hda', 'id': 29143478}]","""255""",,37195883,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-04-09 23:59:15.121392,99151.0,424.78221900000005
2017-08-01 15:01:12.702914,slurm_normal,,626869347,bed,main_w4_handler0,3209205,16478914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",626869347,bed,10547678.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 30713527}]","[{'src': 'hda', 'id': 30713527}]","""255""",,39638471,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-08-01 15:10:16.217584,,543.51467
2018-01-31 05:49:36.696220,slurm_normal,,1089535092,bed,main_w3_handler0,3411330,18208356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1089535092,bed,12289304,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33583859}]","[{'src': 'hda', 'id': 33583859}]","""255""",,43568204,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2018-01-31 06:03:57.627193,,860.9309730000001
2018-01-09 18:37:35.627555,slurm_normal,,4478564435,bed,main_w4_handler0,3117064,17984854,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4478564435,bed,12061195,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33233319}]","[{'src': 'hda', 'id': 33233319}]","""255""",,43090941,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2018-01-09 18:46:34.880627,106195.0,539.2530720000001
2017-11-08 23:18:59.413087,slurm_normal,,144281691578,bed,main_w4_handler0,3291639,17388475,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",144281691578,bed,11450184,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32013959}]","[{'src': 'hda', 'id': 32013959}]","""255""",,41374287,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.26.0.0,2.26.0.0,,2017-11-08 23:23:56.649277,113913.0,297.23619
