chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-18 08:08:53.741815,slurm_normal,,main_w4_handler0,2961255,15876708,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3482923538,bed,9976625.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 29666552}]",,38025726,error,CONVERTER_bed_to_fli_0,1.0.0,,2017-05-18 08:10:29.893742,97201,96.151927
,,2015-01-23 12:26:43.086519,rodeo_normal,,main_w1_handler1,2182660,8593548,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",534088927,bed,2544736.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18278641,,,19764527,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-01-23 12:29:16.277408,26716,153.190889
,,2016-11-09 17:39:57.127965,slurm_normal,,main_w3_handler1,2883328,14297813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2025353206,bed,8505802.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba94331f5068973a'}]",,34170783,error,CONVERTER_bed_to_fli_0,1.0.0,,2016-11-09 17:41:34.936529,86398,97.808564
,,2014-11-21 02:40:32.064590,rodeo_normal,,main_w2_handler0,2125151,8216070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",624901825,bed,2073126.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17626621,,,17517232,error,CONVERTER_bed_to_fli_0,1.0.0,,2014-11-21 02:46:07.467372,53800,335.402782
,,2016-01-30 12:09:59.688809,slurm_normal,,main_w1_handler0,2572433,11637376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3111040959,bed,5901028.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23090147,,,27862559,error,CONVERTER_bed_to_fli_0,1.0.0,,2016-01-30 12:11:29.459746,77194,89.770937
,,2015-02-11 11:42:49.978856,rodeo_normal,,main_w2_handler1,2173736,8703321,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1784421486,bed,2718881.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18453222,,,21139332,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-02-11 11:44:39.917855,18528,109.93899900000001
,,2016-12-28 10:53:39.717707,slurm_normal,,main_w3_handler1,2196193,14656672,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6856548984,bedstrict,8830069.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 27500473}]",,34702936,error,CONVERTER_bed_to_fli_0,1.0.0,,2016-12-28 10:54:46.964213,37892,67.24650600000001
,,2015-01-26 14:19:51.834074,rodeo_normal,,main_w1_handler1,2184679,8607132,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",534088927,bed,837341.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18300889,,,20654713,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-01-26 15:43:10.769893,58771,4998.935819
,,2015-01-26 12:29:31.519295,rodeo_normal,,main_w2_handler1,2184623,8606487,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2421974100,bed,2566677.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18300317,,,20651558,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-01-26 12:35:26.648080,58771,355.12878500000005
,,2017-11-10 04:25:35.227902,slurm_normal,,main_w4_handler0,2641038,17406480,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2294453396,bed,11468276,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32211797}]",,41801116,error,CONVERTER_bed_to_fli_0,1.0.0,,2017-11-10 04:27:12.745104,81070,97.51720200000001
,,2015-12-08 01:59:08.226100,slurm_normal,,main_w1_handler2,2519370,11115588,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2119742428,bed,5381611.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/013/195/dataset_13195165.dat""","""Arabidopsis_v1""",22345578,,,26553607,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-12-08 02:01:56.742484,73455,168.51638400000002
,,2015-05-19 22:15:01.339673,slurm_normal,,main_w1_handler0,2303476,9499403,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3454411171,bed,3821158.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19747818,,,22692849,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-05-19 22:50:41.770426,62686,2140.430753
,,2015-04-14 22:31:13.106993,slurm_normal,,main_w1_handler0,2100231,9232604,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1438075630,bed,3513774.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/178.len""","""178""",19290397,,,22463708,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-04-14 22:33:00.736164,30192,107.62917100000001
,,2015-05-27 13:17:49.317273,slurm_normal,,main_w2_handler0,2248947,9544444,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5732463434,bed,3858328.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19827952,,,23275466,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-05-27 13:20:22.829673,57381,153.5124
,,2016-01-30 12:58:16.091314,slurm_normal,,main_w2_handler1,2572433,11637445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3290410431,bed,5901100.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23090273,,,27862559,error,CONVERTER_bed_to_fli_0,1.0.0,,2016-01-30 12:59:50.655683,77194,94.564369
,,2015-04-01 11:31:10.944065,rodeo_normal,,main_w1_handler1,1392633,9112701,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",561164065,bed,3398316.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19102487,,,22191758,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-04-01 11:33:39.888485,33299,148.94442
,,2015-01-07 13:08:59.331097,rodeo_normal,,main_w1_handler1,2164580,8509556,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9577938463,bed,2428387.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18142531,,,20362680,error,CONVERTER_bed_to_fli_0,1.0.0,,2015-01-07 13:18:59.798238,52980,600.4671410000001
,,2017-11-10 04:25:35.319793,slurm_normal,,main_w4_handler0,2641038,17406481,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2294453396,bed,11468297,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32211797}]",,41801116,error,CONVERTER_bed_to_fli_0,1.0.0,,2017-11-10 04:28:34.224384,81070,178.904591
