create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-09 09:51:49.795461,slurm_normal,,main_w2_handler1,2726385,13117865,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7302638.roundup,slurm,,508531197,deeptools_compute_matrix_archive,corral-repl,,,1,mean,Purples,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,heatmap and colorbar,distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a9807231850c0dc'}]",1,pdf,false,false,yes,,30598208,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-09 09:55:40.484047,38685,230.68858600000002
2016-06-09 09:47:54.158700,slurm_normal,,main_w1_handler1,2726385,13117838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7302604.roundup,slurm,,508531197,deeptools_compute_matrix_archive,corral-repl,,,1,mean,Purples,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,heatmap and colorbar,distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a9807231850c0dc'}]",1,pdf,false,false,yes,,30598208,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-09 09:51:13.673828,38685,199.515128
2016-07-12 16:24:12.140802,slurm_normal,,main_w2_handler1,2764281,13388022,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7631729.roundup,slurm,,61424067,deeptools_compute_matrix_archive,corral-repl,,"""0e3bcaaa484d11e6b0be005056a52a46""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a991a0787c82ef48'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-15 11:59:18.085647,29338,243305.94484500002
2016-07-11 16:04:32.359130,slurm_normal,,main_w1_handler1,2763128,13376025,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7598503.roundup,slurm,,93737715,deeptools_compute_matrix_archive,corral-repl,,"""186cfe08478111e680bb005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b560d64a8485334c08'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-12 16:14:38.702638,29338,87006.343508
2016-07-23 14:23:59.618207,slurm_normal,,main_w2_handler0,2773980,13476626,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7694360.roundup,slurm,,41414398,deeptools_compute_matrix_archive,corral-repl,,"""17366efc50e111e698d2005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57a891257bc592c71'}]",1,png,true,true,yes,,31533916,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-23 23:21:34.514307,29338,32254.8961
2016-07-08 14:24:19.428075,slurm_normal,,main_w2_handler0,2761097,13362204,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7575954.roundup,slurm,,176312976,deeptools_compute_matrix_archive,corral-repl,,"""a485b39c451711e6903a005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c847d279d0dd3f74'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-09 05:29:48.755235,29338,54329.32716
2016-07-18 15:16:12.287404,slurm_normal,,main_w2_handler0,2738336,13432778,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7644203.roundup,slurm,,94940818,deeptools_compute_matrix_archive,corral-repl,,,1,mean,Reds,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b566b71693c8bfcc85'}]",0,,,,no,,31516860,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-18 15:20:49.086025,85504,276.798621
2016-07-23 03:17:39.598727,slurm_normal,,main_w1_handler0,2773716,13475282,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7693006.roundup,slurm,,30045958,deeptools_compute_matrix_archive,corral-repl,,"""013d2490508411e6a78e005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b578efc821217cc86f'}]",1,png,true,true,yes,,31533916,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-23 18:39:34.912017,29338,55315.313290000006
2016-08-30 22:46:01.383459,slurm_normal,,main_w3_handler0,2806470,13751425,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7972154.roundup,slurm,,474040,deeptools_compute_matrix_archive,corral-repl,,,1,mean,BuGn,TSS+500bp,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS-500bp,0.0,1.0,hclust,,2,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcb1abc903f4f519'}]",1,png,false,false,yes,,32088976,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-08-30 22:49:49.312135,67966,227.92867600000002
2016-07-18 02:15:01.331772,slurm_normal,,main_w1_handler1,2738336,13427892,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7639415.roundup,slurm,,81672088,deeptools_compute_matrix_archive,corral-repl,,,1,mean,Reds,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd69da806b05529e'}]",1,png,false,false,yes,,31516860,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-18 02:18:24.483912,85504,203.15214
2016-07-17 14:54:38.597536,slurm_normal,,main_w2_handler0,2768106,13425253,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7652526.roundup,slurm,,401423465,deeptools_compute_matrix_archive,corral-repl,,"""5fd4781e4c2e11e6b67d005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b525020dcd35d67f3d'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-19 06:07:45.094228,29338,141186.49669200002
2016-06-09 06:09:04.963479,slurm_normal,,main_w2_handler1,2732792,13116488,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7301305.roundup,slurm,,313770272,deeptools_compute_matrix_archive,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b514b839b94b823862'}]",0,,,,no,,30734841,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-09 06:12:48.995860,85746,224.03238100000002
2016-07-07 02:36:20.986676,slurm_normal,,main_w2_handler1,2759632,13349680,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7562636.roundup,slurm,,5765230,deeptools_compute_matrix_archive,corral-repl,,"""9477cac643eb11e68835005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1bad7b43b5efc15'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-07 13:26:18.354419,29338,38997.367743
2016-06-16 18:12:28.869061,slurm_normal,,main_w2_handler1,2738729,13186468,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7371254.roundup,slurm,,64190289,deeptools_compute_matrix_archive,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53f3c5eff4d674629'}]",0,,,,no,,30828865,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-16 18:27:24.699695,34777,895.830634
2016-07-20 12:52:35.764135,slurm_normal,,main_w2_handler0,2761047,13451884,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7665769.roundup,slurm,,107345786,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b0884269736c331'}]",0,,,,no,,31343093,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-20 12:56:09.216179,87138,213.452044
2016-09-21 14:38:08.153517,slurm_normal,,main_w4_handler1,2827832,13906747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8134075.roundup,slurm,,99122794,deeptools_compute_matrix_archive,corral-repl,,"""020f2080800911e699b5005056a52a46""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea2f2a5946f7435f'}]",1,png,true,true,yes,,33070697,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-21 23:35:18.406873,29338,32230.253356
2016-06-23 22:51:47.341032,slurm_normal,,main_w1_handler0,2742555,13250550,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7437607.roundup,slurm,,54520252,deeptools_compute_matrix_archive,corral-repl,,,1,mean,autumn,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56cf2acdc3d37a009'}]",1,pdf,false,false,yes,,30935867,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 23:12:36.684352,86275,1249.3433200000002
2016-07-11 14:35:02.374309,slurm_normal,,main_w1_handler0,2763047,13375264,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7596532.roundup,slurm,,64169061,deeptools_compute_matrix_archive,corral-repl,,"""a3a75b7e477411e6903a005056a51846""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53a731a168b3a0e26'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-12 12:53:56.393242,29338,80334.018933
2016-07-11 14:40:21.920635,slurm_normal,,main_w2_handler0,2763055,13375322,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7602888.roundup,slurm,,50883326,deeptools_compute_matrix_archive,corral-repl,,"""6301cdce477511e68cd6005056a52a46""",1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55c553078598603a5'}]",1,png,true,true,yes,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-13 00:00:00.607217,29338,119978.68658200001
2016-07-18 19:01:32.174064,slurm_normal,,main_w1_handler0,2768603,13434966,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7646374.roundup,slurm,,62459221,deeptools_compute_matrix_archive,corral-repl,,,1,mean,RdYlBu,TES,50.0,25.0,black,false,,TSS,,,yes,no,mean,TSS,0.0,0.0,kmeans,1,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53e3c540169dbd5ce'}]",0,,,,no,,30672253,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-07-18 19:09:11.328835,49703,459.15477100000004
