conditions_0|samples_0|sample,conditions_0|samples_0|sample_filetype,conditions_0|samples_10|sample,conditions_0|samples_10|sample_filetype,conditions_0|samples_11|sample,conditions_0|samples_11|sample_filetype,conditions_0|samples_12|sample,conditions_0|samples_12|sample_filetype,conditions_0|samples_13|sample,conditions_0|samples_13|sample_filetype,conditions_0|samples_1|sample,conditions_0|samples_1|sample_filetype,conditions_0|samples_2|sample,conditions_0|samples_2|sample_filetype,conditions_0|samples_3|sample,conditions_0|samples_3|sample_filetype,conditions_0|samples_4|sample,conditions_0|samples_4|sample_filetype,conditions_0|samples_5|sample,conditions_0|samples_5|sample_filetype,conditions_0|samples_6|sample,conditions_0|samples_6|sample_filetype,conditions_0|samples_7|sample,conditions_0|samples_7|sample_filetype,conditions_0|samples_8|sample,conditions_0|samples_8|sample_filetype,conditions_0|samples_9|sample,conditions_0|samples_9|sample_filetype,conditions_1|samples_0|sample,conditions_1|samples_0|sample_filetype,conditions_1|samples_10|sample,conditions_1|samples_10|sample_filetype,conditions_1|samples_11|sample,conditions_1|samples_11|sample_filetype,conditions_1|samples_12|sample,conditions_1|samples_12|sample_filetype,conditions_1|samples_13|sample,conditions_1|samples_13|sample_filetype,conditions_1|samples_14|sample,conditions_1|samples_14|sample_filetype,conditions_1|samples_15|sample,conditions_1|samples_15|sample_filetype,conditions_1|samples_16|sample,conditions_1|samples_16|sample_filetype,conditions_1|samples_17|sample,conditions_1|samples_17|sample_filetype,conditions_1|samples_18|sample,conditions_1|samples_18|sample_filetype,conditions_1|samples_19|sample,conditions_1|samples_19|sample_filetype,conditions_1|samples_1|sample,conditions_1|samples_1|sample_filetype,conditions_1|samples_20|sample,conditions_1|samples_20|sample_filetype,conditions_1|samples_21|sample,conditions_1|samples_21|sample_filetype,conditions_1|samples_22|sample,conditions_1|samples_22|sample_filetype,conditions_1|samples_2|sample,conditions_1|samples_2|sample_filetype,conditions_1|samples_3|sample,conditions_1|samples_3|sample_filetype,conditions_1|samples_4|sample,conditions_1|samples_4|sample_filetype,conditions_1|samples_5|sample,conditions_1|samples_5|sample_filetype,conditions_1|samples_6|sample,conditions_1|samples_6|sample_filetype,conditions_1|samples_7|sample,conditions_1|samples_7|sample_filetype,conditions_1|samples_8|sample,conditions_1|samples_8|sample_filetype,conditions_1|samples_9|sample,conditions_1|samples_9|sample_filetype,conditions_2|samples_0|sample,conditions_2|samples_0|sample_filetype,conditions_2|samples_10|sample,conditions_2|samples_10|sample_filetype,conditions_2|samples_11|sample,conditions_2|samples_11|sample_filetype,conditions_2|samples_12|sample,conditions_2|samples_12|sample_filetype,conditions_2|samples_13|sample,conditions_2|samples_13|sample_filetype,conditions_2|samples_14|sample,conditions_2|samples_14|sample_filetype,conditions_2|samples_15|sample,conditions_2|samples_15|sample_filetype,conditions_2|samples_16|sample,conditions_2|samples_16|sample_filetype,conditions_2|samples_17|sample,conditions_2|samples_17|sample_filetype,conditions_2|samples_18|sample,conditions_2|samples_18|sample_filetype,conditions_2|samples_19|sample,conditions_2|samples_19|sample_filetype,conditions_2|samples_1|sample,conditions_2|samples_1|sample_filetype,conditions_2|samples_20|sample,conditions_2|samples_20|sample_filetype,conditions_2|samples_21|sample,conditions_2|samples_21|sample_filetype,conditions_2|samples_22|sample,conditions_2|samples_22|sample_filetype,conditions_2|samples_2|sample,conditions_2|samples_2|sample_filetype,conditions_2|samples_3|sample,conditions_2|samples_3|sample_filetype,conditions_2|samples_4|sample,conditions_2|samples_4|sample_filetype,conditions_2|samples_5|sample,conditions_2|samples_5|sample_filetype,conditions_2|samples_6|sample,conditions_2|samples_6|sample_filetype,conditions_2|samples_7|sample,conditions_2|samples_7|sample_filetype,conditions_2|samples_8|sample,conditions_2|samples_8|sample_filetype,conditions_2|samples_9|sample,conditions_2|samples_9|sample_filetype,conditions_3|samples_0|sample,conditions_3|samples_0|sample_filetype,conditions_3|samples_10|sample,conditions_3|samples_10|sample_filetype,conditions_3|samples_1|sample,conditions_3|samples_1|sample_filetype,conditions_3|samples_2|sample,conditions_3|samples_2|sample_filetype,conditions_3|samples_3|sample,conditions_3|samples_3|sample_filetype,conditions_3|samples_4|sample,conditions_3|samples_4|sample_filetype,conditions_3|samples_5|sample,conditions_3|samples_5|sample_filetype,conditions_3|samples_6|sample,conditions_3|samples_6|sample_filetype,conditions_3|samples_7|sample,conditions_3|samples_7|sample_filetype,conditions_3|samples_8|sample,conditions_3|samples_8|sample_filetype,conditions_3|samples_9|sample,conditions_3|samples_9|sample_filetype,conditions_4|samples_0|sample,conditions_4|samples_0|sample_filetype,conditions_4|samples_10|sample,conditions_4|samples_10|sample_filetype,conditions_4|samples_11|sample,conditions_4|samples_11|sample_filetype,conditions_4|samples_12|sample,conditions_4|samples_12|sample_filetype,conditions_4|samples_13|sample,conditions_4|samples_13|sample_filetype,conditions_4|samples_14|sample,conditions_4|samples_14|sample_filetype,conditions_4|samples_15|sample,conditions_4|samples_15|sample_filetype,conditions_4|samples_16|sample,conditions_4|samples_16|sample_filetype,conditions_4|samples_17|sample,conditions_4|samples_17|sample_filetype,conditions_4|samples_18|sample,conditions_4|samples_18|sample_filetype,conditions_4|samples_19|sample,conditions_4|samples_19|sample_filetype,conditions_4|samples_1|sample,conditions_4|samples_1|sample_filetype,conditions_4|samples_20|sample,conditions_4|samples_20|sample_filetype,conditions_4|samples_21|sample,conditions_4|samples_21|sample_filetype,conditions_4|samples_22|sample,conditions_4|samples_22|sample_filetype,conditions_4|samples_23|sample,conditions_4|samples_23|sample_filetype,conditions_4|samples_24|sample,conditions_4|samples_24|sample_filetype,conditions_4|samples_25|sample,conditions_4|samples_25|sample_filetype,conditions_4|samples_26|sample,conditions_4|samples_26|sample_filetype,conditions_4|samples_27|sample,conditions_4|samples_27|sample_filetype,conditions_4|samples_28|sample,conditions_4|samples_28|sample_filetype,conditions_4|samples_29|sample,conditions_4|samples_29|sample_filetype,conditions_4|samples_2|sample,conditions_4|samples_2|sample_filetype,conditions_4|samples_3|sample,conditions_4|samples_3|sample_filetype,conditions_4|samples_4|sample,conditions_4|samples_4|sample_filetype,conditions_4|samples_5|sample,conditions_4|samples_5|sample_filetype,conditions_4|samples_6|sample,conditions_4|samples_6|sample_filetype,conditions_4|samples_7|sample,conditions_4|samples_7|sample_filetype,conditions_4|samples_8|sample,conditions_4|samples_8|sample_filetype,conditions_4|samples_9|sample,conditions_4|samples_9|sample_filetype,conditions_5|samples_0|sample,conditions_5|samples_0|sample_filetype,conditions_5|samples_1|sample,conditions_5|samples_1|sample_filetype,conditions_6|samples_0|sample,conditions_6|samples_0|sample_filetype,conditions_6|samples_1|sample,conditions_6|samples_1|sample_filetype,conditions_6|samples_2|sample,conditions_6|samples_2|sample_filetype,conditions_6|samples_3|sample,conditions_6|samples_3|sample_filetype,conditions_6|samples_4|sample,conditions_6|samples_4|sample_filetype,conditions_6|samples_5|sample,conditions_6|samples_5|sample_filetype,conditions_7|samples_0|sample,conditions_7|samples_0|sample_filetype,conditions_7|samples_1|sample,conditions_7|samples_1|sample_filetype,conditions_7|samples_2|sample,conditions_7|samples_2|sample_filetype,conditions_7|samples_3|sample,conditions_7|samples_3|sample_filetype,conditions_7|samples_4|sample,conditions_7|samples_4|sample_filetype,conditions_7|samples_5|sample,conditions_7|samples_5|sample_filetype,conditions_7|samples_6|sample,conditions_7|samples_6|sample_filetype,conditions_7|samples_7|sample,conditions_7|samples_7|sample_filetype,conditions_8|samples_0|sample,conditions_8|samples_0|sample_filetype,conditions_8|samples_1|sample,conditions_8|samples_1|sample_filetype,conditions_9|samples_0|sample,conditions_9|samples_0|sample_filetype,conditions_9|samples_1|sample,conditions_9|samples_1|sample_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.gtf_input,parameters.gtf_input.values,parameters.include_read_group_files,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2781430884,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,2713985477,bam,2422517379.0,bam,2707908835.0,bam,2845659472.0,bam,2742847772.0,bam,2697869653.0,bam,,,,,,,,,,,2686990990.0,bam,,,,,,,2689952826.0,bam,2652943525.0,bam,2660383147.0,bam,2641396089.0,bam,2533189477.0,bam,2668655481.0,bam,2257947397.0,bam,2731392706.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-27 09:25:06.897797,roundup_multi,,343177510,gtf,main_w2_handler2,2205129,8827033,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2942449,slurm,,corral-repl,,,,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": """", ""samples"": [{""sample"": 18654911, ""__index__"": 0}]}, {""__index__"": 1, ""name"": """", ""samples"": [{""sample"": 18654910, ""__index__"": 0}, {""sample"": 18654909, ""__index__"": 1}, {""sample"": 18654908, ""__index__"": 2}, {""sample"": 18654907, ""__index__"": 3}, {""sample"": 18654906, ""__index__"": 4}, {""sample"": 18654905, ""__index__"": 5}, {""sample"": 18654904, ""__index__"": 6}, {""sample"": 18654903, ""__index__"": 7}, {""sample"": 18654902, ""__index__"": 8}, {""sample"": 18654901, ""__index__"": 9}, {""sample"": 18654900, ""__index__"": 10}, {""sample"": 18654899, ""__index__"": 11}, {""sample"": 18654898, ""__index__"": 12}, {""sample"": 18654897, ""__index__"": 13}, {""sample"": 18641523, ""__index__"": 14}]}]","""hg19""","""pooled""","""0.05""",18666973,,"""No""","""classic-fpkm""","""10""","""No""",,,,21480976,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-02-27 18:36:46.216116,16545,33099.318319000005
1697303217,bam,,,,,,,,,1711109136.0,bam,,,,,,,,,,,,,,,,,1651757474,bam,,,,,,,,,,,,,,,,,,,,,1899171254.0,bam,,,,,,,,,,,,,,,,,,,,,,,1599887538.0,bam,,,,,,,,,,,,,,,,,,,,,1322960567.0,bam,,,,,,,,,,,,,,,,,,,,,,,1667473413.0,bam,,,1451565061.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-31 13:27:34.226950,slurm_multi_dynamic_walltime,,388085176,gtf,main_w2_handler2,2650831,12299608,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6507497,slurm,,corral-repl,,0.0,no,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""6Dox8"", ""samples"": [{""sample"": 24055564, ""__index__"": 0}, {""sample"": 24055569, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""6NoD8"", ""samples"": [{""sample"": 24055574, ""__index__"": 0}, {""sample"": 24055579, ""__index__"": 1}]}, {""__index__"": 2, ""name"": ""7Dox8"", ""samples"": [{""sample"": 24055586, ""__index__"": 0}, {""sample"": 24055591, ""__index__"": 1}]}, {""__index__"": 3, ""name"": ""7NoD8"", ""samples"": [{""sample"": 24055596, ""__index__"": 0}, {""sample"": 24055601, ""__index__"": 1}]}]","""mm10""","""pooled""","""0.05""",24055788,,"""No""","""geometric""","""10""","""No""",,,,28267592,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2016-03-31 18:10:51.710229,78197,16997.483279
373779764,bam,,,,,,,,,395543139.0,bam,407621043.0,bam,363526446.0,bam,,,,,,,,,,,,,374592268,bam,,,,,,,,,,,,,,,,,,,,,400903820.0,bam,,,,,,,320553910.0,bam,416415702.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-27 13:28:30.939775,roundup_multi,,35950786,gtf,main_w2_handler2,2220934,8828362,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2944842,slurm,,corral-repl,,,,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903"", ""samples"": [{""sample"": 18659977, ""__index__"": 0}, {""sample"": 18659993, ""__index__"": 1}, {""sample"": 18660005, ""__index__"": 2}, {""sample"": 18660029, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""AGP22"", ""samples"": [{""sample"": 18659987, ""__index__"": 0}, {""sample"": 18659998, ""__index__"": 1}, {""sample"": 18660024, ""__index__"": 2}, {""sample"": 18660038, ""__index__"": 3}]}]","""ce10""","""pooled""","""0.05""",18662189,,"""No""","""geometric""","""10""","""No""",,,,21498062,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-02-27 14:26:47.056808,24867,3496.117033
352966844,bam,,,,,,,,,373331766.0,bam,384870482.0,bam,342972525.0,bam,,,,,,,,,,,,,400201705,bam,,,,,,,,,,,,,,,,,,,,,378224382.0,bam,,,,,,,302715105.0,bam,392934228.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-30 14:50:48.365126,roundup_multi,,40839610,gtf,main_w2_handler2,2185094,8638741,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2596705,slurm,,corral-repl,,,,,0,,,No,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903"", ""samples"": [{""sample"": 18305010, ""__index__"": 0}, {""sample"": 18305028, ""__index__"": 1}, {""sample"": 18305040, ""__index__"": 2}, {""sample"": 18305051, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""AGP22"", ""samples"": [{""sample"": 18305022, ""__index__"": 0}, {""sample"": 18305033, ""__index__"": 1}, {""sample"": 18305047, ""__index__"": 2}, {""sample"": 18305063, ""__index__"": 3}]}]","""ce10""","""pooled""","""0.05""",18306329,,"""No""","""geometric""","""100""","""No""",,,,20610567,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-01-30 15:31:18.314453,24867,2429.9493270000003
1081126893,bam,,,,,,,,,907069678.0,bam,954590465.0,bam,,,,,,,,,,,,,,,980415900,bam,,,,,,,,,,,,,,,,,,,,,949044847.0,bam,,,,,,,992483134.0,bam,,,,,,,,,,,,,,,1020485451.0,bam,,,,,,,,,,,,,,,,,,,,,921297334.0,bam,,,,,,,1052623404.0,bam,,,,,,,,,,,,,,,877558564.0,bam,,,877558564.0,bam,884735181.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-16 02:38:28.490794,roundup_multi,,373827378,gtf,main_w2_handler2,1718088,8176733,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2024521,slurm,,corral-repl,,0.0,no,,0,,,No,0,Yes,0.0,mm9,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{""__index__"": 0, ""name"": ""Male"", ""samples"": [{""sample"": 12903976, ""__index__"": 0}, {""sample"": 12922406, ""__index__"": 1}, {""sample"": 12902050, ""__index__"": 2}]}, {""__index__"": 1, ""name"": ""Malemut"", ""samples"": [{""sample"": 12902035, ""__index__"": 0}, {""sample"": 12902040, ""__index__"": 1}, {""sample"": 12903960, ""__index__"": 2}]}, {""__index__"": 2, ""name"": ""Female"", ""samples"": [{""sample"": 12902029, ""__index__"": 0}, {""sample"": 13099215, ""__index__"": 1}, {""sample"": 13099208, ""__index__"": 2}]}, {""__index__"": 3, ""name"": ""Femalemut"", ""samples"": [{""sample"": 12902045, ""__index__"": 0}, {""sample"": 12902045, ""__index__"": 1}, {""sample"": 13099197, ""__index__"": 2}]}]","""mm9""","""pooled""","""0.05""",15500837,,"""Yes""","""geometric""","""10""","""No""",,,,17174170,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2014-11-16 03:41:00.857301,34556,3752.366507
373779764,bam,,,,,,,,,395543139.0,bam,407621043.0,bam,363526446.0,bam,,,,,,,,,,,,,374592268,bam,,,,,,,,,,,,,,,,,,,,,400903820.0,bam,,,,,,,320553910.0,bam,416415702.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-26 21:07:20.532779,roundup_multi,,35950786,gtf,main_w2_handler2,2220934,8823816,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2935732,slurm,,corral-repl,,,,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903"", ""samples"": [{""sample"": 18659977, ""__index__"": 0}, {""sample"": 18659993, ""__index__"": 1}, {""sample"": 18660005, ""__index__"": 2}, {""sample"": 18660029, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""AGP22"", ""samples"": [{""sample"": 18659987, ""__index__"": 0}, {""sample"": 18659998, ""__index__"": 1}, {""sample"": 18660024, ""__index__"": 2}, {""sample"": 18660038, ""__index__"": 3}]}]","""ce10""","""pooled""","""0.05""",18662189,,"""No""","""geometric""","""10""","""No""",,,,20610567,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-02-26 21:43:32.985640,24867,2172.452861
2576393880,bam,,,,,,,,,1515656981.0,bam,,,,,,,,,,,,,,,,,1286555973,bam,,,,,,,,,,,,,,,,,,,,,2475492244.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-16 06:18:36.706685,roundup_multi,,379014817,gtf,main_w2_handler2,2136954,8422755,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2323068,slurm,,corral-repl,,0.0,no,,1,80,200,Yes,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""MM-401"", ""samples"": [{""sample"": 17936646, ""__index__"": 0}, {""sample"": 17936738, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""MM-MN-401"", ""samples"": [{""sample"": 17936739, ""__index__"": 0}, {""sample"": 17936740, ""__index__"": 1}]}]","""mm10""","""pooled""","""0.05""",17951025,,"""No""","""geometric""","""10""","""No""",,,,20056330,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2014-12-16 12:15:17.563398,56850,21400.856713
2585250410,bam,,,,,,,,,1492242293.0,bam,,,,,,,,,,,,,,,,,1266657504,bam,,,,,,,,,,,,,,,,,,,,,1829388508.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-17 19:41:39.609297,roundup_multi,,384606122,gtf,main_w2_handler2,2136954,8434496,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2336413,slurm,,corral-repl,,0.0,no,,1,80,200,Yes,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""MM-401"", ""samples"": [{""sample"": 17982350, ""__index__"": 0}, {""sample"": 17982358, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""MM-MN-401"", ""samples"": [{""sample"": 17982379, ""__index__"": 0}, {""sample"": 17982389, ""__index__"": 1}]}]","""mm10""","""pooled""","""0.05""",18010918,,"""No""","""geometric""","""10""","""No""",,,,20093219,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2014-12-17 23:25:38.487450,56850,13438.878153000001
352966844,bam,,,,,,,,,373331766.0,bam,,,,,,,,,,,,,,,,,400201705,bam,,,,,,,,,,,,,,,,,,,,,378224382.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-27 04:00:09.042466,roundup_multi,,45117839,gtf,main_w2_handler2,2185094,8611175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2573745,slurm,,corral-repl,,,,,0,,,No,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903-1&2"", ""samples"": [{""sample"": 18305010, ""__index__"": 0}, {""sample"": 18305028, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""AGP22-1&2"", ""samples"": [{""sample"": 18305022, ""__index__"": 0}, {""sample"": 18305033, ""__index__"": 1}]}]","""ce10""","""pooled""","""0.05""",18307028,,"""No""","""geometric""","""100""","""No""",,,,20598800,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-01-27 06:22:33.964760,24867,8544.922294
889819445,bam,,,,,,,,,988318741.0,bam,1060735810.0,bam,,,,,,,,,,,,,,,959142338,bam,,,,,,,,,,,,,,,,,,,,,1302396048.0,bam,,,,,,,1042017023.0,bam,,,,,,,,,,,,,,,991597075.0,bam,,,,,,,,,,,,,,,,,,,,,1036157785.0,bam,,,,,,,946005639.0,bam,,,,,,,,,,,,,,,1001792154.0,bam,,,1094683103.0,bam,982018365.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-27 03:47:01.035143,slurm_multi_dynamic_walltime,,149849920,gtf,main_w2_handler2,1709514,10003232,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4285690,slurm,,corral-repl,,0.0,no,,0,,,No,0,Yes,0.0,mm9,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{""__index__"": 0, ""name"": ""Male"", ""samples"": [{""sample"": 12797960, ""__index__"": 0}, {""sample"": 12864769, ""__index__"": 1}, {""sample"": 12896780, ""__index__"": 2}]}, {""__index__"": 1, ""name"": ""Female"", ""samples"": [{""sample"": 17416038, ""__index__"": 0}, {""sample"": 12864759, ""__index__"": 1}, {""sample"": 12864754, ""__index__"": 2}]}, {""__index__"": 2, ""name"": ""Female Mut"", ""samples"": [{""sample"": 12809104, ""__index__"": 0}, {""sample"": 12864749, ""__index__"": 1}, {""sample"": 12864764, ""__index__"": 2}]}, {""__index__"": 3, ""name"": ""Male MUt"", ""samples"": [{""sample"": 12878862, ""__index__"": 0}, {""sample"": 12797967, ""__index__"": 1}, {""sample"": 12895154, ""__index__"": 2}]}]","""mm9""","""pooled""","""0.05""",17598685,,"""Yes""","""geometric""","""10""","""No""",,,,24332209,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-07-27 07:29:51.744597,34556,13370.709454000002
352966844,bam,,,,,,,,,373331766.0,bam,,,,,,,,,,,,,,,,,400201705,bam,,,,,,,,,,,,,,,,,,,,,378224382.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-28 15:33:14.773700,roundup_multi,,45117839,gtf,main_w2_handler2,2185094,8622811,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2588692,slurm,,corral-repl,,,,,0,,,No,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903#1#2"", ""samples"": [{""sample"": 18305010, ""__index__"": 0}, {""sample"": 18305028, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""AGP22#1#2"", ""samples"": [{""sample"": 18305022, ""__index__"": 0}, {""sample"": 18305033, ""__index__"": 1}]}]","""ce10""","""pooled""","""0.05""",18307028,,"""No""","""geometric""","""100""","""No""",,,,20610567,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-01-28 16:38:58.218755,24867,3943.445055
