create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.settings.__current_case__,parameters.settings.blockSize,parameters.settings.clip,parameters.settings.itemsPerSlot,parameters.settings.settingsType,parameters.settings.unc,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-06 09:59:11.111849,slurm_normal_single_64gb,,main_w1_handler0,2214283,8878581,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",58309866,wig,3038767,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18738927,1,100,True,0,full,False,,21353410,error,wig_to_bigWig,1.1.0,,2015-03-06 11:40:35.576640,,6084.464791
