beds,beds1,beds1_filetype,beds_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
408309,408309,bed,bed,2016-02-26 12:42:37.868689,slurm_normal,,main_w1_handler2,2480912,11950381,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1487827794,gff3,6183448.roundup,slurm,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""",23185679,,1,23515464,,no,"""""",,28183578,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-02-26 12:44:36.566739,71005,118.69805000000001
441373505,441373505,bed,bed,2016-06-06 22:12:23.129793,slurm_normal,,main_w2_handler1,2729092,13090030,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1249402843,gtf,7274225.roundup,slurm,,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/hg38.len""","""true""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5082f4af56c775c00'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f59bacdf0240376'}]",no,"""""",,30663303,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-06-06 22:15:15.240708,72800,172.110915
3379,3379,bed,bed,2015-12-22 18:27:13.109479,slurm_normal,,main_w1_handler2,2516081,11312261,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11086771641,vcf,5590894.roundup,slurm,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""False""","""hg19Patch10""",22600716,,1,22628205,,no,"""""",,26956492,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2015-12-22 18:29:01.680106,30192,108.570627
21632,21632,bed,bed,2016-05-17 11:28:05.749224,slurm_normal,,main_w2_handler0,2707584,12917144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",674389799,bed,7112000.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4ebb99e4398130b'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548abd64eaec15b25'}]",no,"""""",,29445865,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-05-17 11:40:35.959592,81993,750.210368
17176,17176,bed,bed,2016-02-14 02:02:40.931772,slurm_normal,,main_w2_handler0,2558317,11818747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",568656900,bed,6068244.roundup,slurm,,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""",23333283,,1,23333191,,no,"""""",,27270870,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-02-14 02:11:01.724813,76356,500.793041
6061445972,6061445972,bed,bed,2016-05-06 10:31:57.285116,slurm_normal,,main_w2_handler0,2304532,12803635,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6061445972,bed,7004445.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c44eb5815aa69de'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c44eb5815aa69de'}]",no,"""""",,28706081,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-05-06 11:34:09.277748,52728,3731.9926320000004
1358887025,1358887025,bed,bed,2016-06-09 11:52:02.708303,slurm_normal,,main_w1_handler1,2708861,13119333,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1358887025,bed,7303734.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5338e864809ae5091'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5338e864809ae5091'}]",no,"""""",,30694005,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.22.0,2.22.0,,2016-06-09 11:53:23.955969,63554,81.24766600000001
