create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.reads.__current_case__,parameters.reads.input1_file.values,parameters.reads.input2_file.values,parameters.reads.reads_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-08 16:31:29.075816,slurm_normal,,main_w4_handler0,3299681,17382544,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26470484022,fastqsanger,26115806882,fastqsanger,11444291,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31879451}]","[{'src': 'hda', 'id': 31879441}]",paired,,40682261,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-11-08 16:40:37.063491,111963,547.9876750000001
2018-01-30 11:07:29.543705,slurm_normal,,main_w4_handler0,3408855,18199078,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20756206444,fastqsanger,19212606594,fastqsanger,12279939,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33568367}]","[{'src': 'hda', 'id': 33568369}]",paired,,43542013,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2018-01-30 11:15:44.334768,120836,494.791063
2017-12-18 14:50:57.050405,slurm_normal,,main_w3_handler1,3360977,17838079,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13032923978,fastqsanger,12983407552,fastqsanger,11912090,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 32980987}]","[{'src': 'hda', 'id': 32980991}]",paired,,42550487,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-12-18 14:59:41.064314,26920,524.013909
2017-12-19 14:08:54.618971,slurm_normal,,main_w3_handler0,3360977,17849699,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13032923978,fastqsanger,12983407552,fastqsanger,11922727,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 32980987}]","[{'src': 'hda', 'id': 32980991}]",paired,,42550487,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-12-19 14:17:37.915501,26920,523.2965300000001
