chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.analysis_type.__current_case__,parameters.analysis_type.algorithmic_options.D,parameters.analysis_type.algorithmic_options.P,parameters.analysis_type.algorithmic_options.S,parameters.analysis_type.algorithmic_options.W,parameters.analysis_type.algorithmic_options.__current_case__,parameters.analysis_type.algorithmic_options.algorithmic_options_selector,parameters.analysis_type.algorithmic_options.c,parameters.analysis_type.algorithmic_options.d,parameters.analysis_type.algorithmic_options.e,parameters.analysis_type.algorithmic_options.k,parameters.analysis_type.algorithmic_options.m,parameters.analysis_type.algorithmic_options.r,parameters.analysis_type.algorithmic_options.w,parameters.analysis_type.algorithmic_options.y,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.io_options.C,parameters.analysis_type.io_options.M,parameters.analysis_type.io_options.T,parameters.analysis_type.io_options.V,parameters.analysis_type.io_options.Y,parameters.analysis_type.io_options.__current_case__,parameters.analysis_type.io_options.a,parameters.analysis_type.io_options.h,parameters.analysis_type.io_options.io_options_selector,parameters.analysis_type.scoring_options.A,parameters.analysis_type.scoring_options.B,parameters.analysis_type.scoring_options.E,parameters.analysis_type.scoring_options.L,parameters.analysis_type.scoring_options.O,parameters.analysis_type.scoring_options.U,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.fastq_input.__current_case__,parameters.fastq_input.fastq_input1.values,parameters.fastq_input.fastq_input_selector,parameters.reference_source.__current_case__,parameters.reference_source.index_a,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rg.__current_case__,parameters.rg.rg_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-07 14:08:36.029368,slurm_multi,,29793086516,fastqsanger,main_w3_handler2,3345901,17736012,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11802650,slurm,,corral-repl,,1,yes,slurm_multi,4,0.5,false,false,0,0,set,10000,100,false,19,50,1.5,100,20,full,false,false,30,false,false,0,false,5,set,1,4,"1,1","5,5","6,6",17,0,set,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,"[{'src': 'hda', 'id': 32638187}]",single,0,,mm10,,cached,3,do_not_set,,,,41722357,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1,0.7.15.1,,2017-12-07 16:10:05.567440,108490,7289.538072
99572.0,len,2017-08-09 22:31:05.748223,slurm_multi_dynamic_walltime,,1746516573,fastqsanger,main_w3_handler2,3185703,16544874,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10615492,slurm,,corral-repl,,0,no,,4,0.5,false,false,0,0,set,500,100,false,10,50,1.5,100,20,full,,,,,,1,,,do_not_set,,,,,,,1,do_not_set,"""/galaxy-repl/main/files/020/675/dataset_20675149.dat""","""?""",1,"[{'src': 'hda', 'id': 30380509}]",single,1,auto,,"[{'src': 'hda', 'id': 30377719}]",history,3,do_not_set,1401803064.0,fasta,,39167650,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1,0.7.15.1,,2017-08-09 23:10:22.413176,108059,2356.664953
,,2017-12-07 14:08:36.508317,slurm_multi,,16220939765,fastqsanger,main_w4_handler2,3345901,17736013,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11802651,slurm,,corral-repl,,1,yes,slurm_multi,4,0.5,false,false,0,0,set,10000,100,false,19,50,1.5,100,20,full,false,false,30,false,false,0,false,5,set,1,4,"1,1","5,5","6,6",17,0,set,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,"[{'src': 'hda', 'id': 32638188}]",single,0,,mm10,,cached,3,do_not_set,,,,41722357,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1,0.7.15.1,,2017-12-07 15:23:06.390707,108490,4469.882390000001
99572.0,len,2017-08-09 21:41:28.056550,slurm_multi_dynamic_walltime,,1746516573,fastqsanger,main_w3_handler2,3185703,16544584,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10615163,slurm,,corral-repl,,0,no,,4,0.5,false,false,0,0,set,500,100,false,8,50,1.5,100,20,full,,,,,,1,,,do_not_set,,,,,,,1,do_not_set,"""/galaxy-repl/main/files/020/675/dataset_20675149.dat""","""?""",1,"[{'src': 'hda', 'id': 30380509}]",single,1,auto,,"[{'src': 'hda', 'id': 30377719}]",history,3,do_not_set,1401803064.0,fasta,,39167650,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1,0.7.15.1,,2017-08-09 22:24:45.850949,108059,2597.7943990000003
