create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coverage_dtype,parameters.advanced_options.safe,parameters.chromInfo,parameters.coverage_dtype,parameters.dbkey,parameters.min_base_quality,parameters.min_mapping_quality,parameters.min_support_depth,parameters.ploidy,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.reference_source_selector,parameters.regions,parameters.use_strand,parameters.variants_only,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-11 16:02:55.813293,slurm_normal_16gb,,main_w1_handler2,2434418,10303637,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4890042.0,bam,,,,,,,,,,,4590986.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21080988}]",hg19,,,cached,[],"""False""","""False""",,,,,,25104196,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-12 03:51:13.257339,68990.0,42497.444046000004
2015-02-11 13:41:19.501724,slurm_normal_single_16gb,,main_w1_handler1,2202727,8703948,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",94020996.0,bam,,,,,,,,,,,2719747.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18475652}]",hg19,,,cached,[],"""False""","""False""",,,,,,21194580,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-11 15:33:02.651097,,6703.149373
2015-05-21 04:05:50.569405,slurm_normal_16gb,,main_w2_handler1,2313607,9510306,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",220285392.0,bam,,,,,,,,,,,3831585.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 19768577}]",12931,,,cached,[],"""False""","""False""",,,,,,23206540,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-05-21 04:15:33.781234,,583.2118290000001
2015-07-26 20:20:54.682008,slurm_normal_16gb,,main_w1_handler0,2390883,9999508,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20071957.0,bam,,,,,,,,,,,4282282.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""10""","""1""",1.0,"[{'__index__': 0, 'input_bam': 20565396}]",20568805,,,history,[],"""False""","""False""",3157608038.0,fasta,,,,24328363,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-26 20:37:33.385773,66516.0,998.7037650000001
2015-07-26 05:37:47.782077,slurm_normal_16gb,,main_w2_handler1,2390244,9990427,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20071957.0,bam,,,,,,,,,,,4274699.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20555474}]",hg19,,,cached,[],"""False""","""False""",,,,,,24315105,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-26 12:40:00.031919,66516.0,25332.249842
2015-09-09 10:16:19.403695,slurm_normal_16gb,,main_w1_handler0,2432889,10283911,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17783566.0,bam,,,,,,,,,,,4569577.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21053574}]",hg19,,,cached,[],"""False""","""False""",,,,,,24887549,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-09 10:29:22.197057,54854.0,782.793362
2015-09-17 12:16:51.626745,slurm_normal_16gb,,main_w2_handler0,2441556,10343435,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30946946.0,bam,,,,,,,,,,,4626569.roundup,slurm,,corral-repl,,,1,advanced,uint64,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""40""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21142276}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 12:19:46.847140,68906.0,175.22039500000002
2015-08-23 17:10:04.503874,slurm_normal_16gb,,main_w1_handler2,2415999,10180563,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33515526.0,bam,,,,,,,,,,,4450131.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20867378}]",hg19,,,cached,[],"""True""","""False""",,,,,,24796109,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-23 17:14:42.015036,68042.0,277.511162
2015-03-18 14:06:03.988340,slurm_normal_single_16gb,,main_w2_handler0,2241044,8977384,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27992194.0,bam,,,,,,,,,,,3220972.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18899282}]",12931,,,cached,[],"""False""","""True""",,,,,,21243267,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-18 14:20:49.629204,54238.0,885.6408640000001
2015-09-16 11:42:54.164582,slurm_normal_16gb,,main_w1_handler0,2437764,10332348,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31220877.0,bam,,,,,,,,,,,4615865.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""30""","""20""","""20""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21130107}]",hg38,,,cached,[],"""False""","""False""",,,,,,25202942,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-16 11:52:51.254467,69129.0,597.089885
2015-06-18 15:08:14.178202,slurm_normal_16gb,,main_w1_handler2,2309421,9683113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",98913971.0,bam,,,,,,,,,,,3992489.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",,"""hg_g1k_v37""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20054852}]",12931,,,cached,[],"""False""","""False""",,,,,,23332666,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-06-18 16:07:21.783950,39242.0,3547.6057480000004
2015-02-03 20:40:55.059555,slurm_normal_single_16gb,,main_w1_handler0,2194103,8659096,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7195.0,bam,,,,,,,,,,,2635228.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""uint16""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18401646}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,20606300,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-03 20:45:28.542959,1224.0,273.483404
2015-09-21 19:40:08.632093,reserved_16gb,,main_w1_handler2,2446594,10375762,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31583915.0,bam,,,,,,,,,,,4656843.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21197917}]",hg38,,,cached,[],"""False""","""False""",,,,,,25309584,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-21 19:42:34.906475,5254.0,146.274382
2015-02-03 15:35:57.357346,slurm_normal_single_16gb,,main_w2_handler0,2193500,8656888,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",307926570.0,bam,,,,,,,,,,,2631088.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",,"""hg_g1k_v37""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18394080}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""False""","""False""",,,,,,20955230,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-03 15:55:04.706477,37404.0,1147.3491310000002
2015-09-26 12:17:21.490788,slurm_normal_16gb,,main_w1_handler0,2447306,10433197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12752307.0,bam,9633960.0,bam,9805107.0,bam,,,,,,,4711227.roundup,slurm,,corral-repl,,,1,advanced,guess,False,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21280728}, {'__index__': 1, 'input_bam': 21280761}, {'__index__': 2, 'input_bam': 21280763}]",hg38,,,cached,[],"""False""","""False""",,,,,,25320602,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-26 12:26:41.274173,18705.0,559.7833850000001
2015-07-24 19:31:40.622129,slurm_normal_16gb,,main_w1_handler2,2388792,9970657,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12893485.0,bam,9919312.0,bam,9775293.0,bam,,,,,,,4254688.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""40""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20523149}, {'__index__': 1, 'input_bam': 20523147}, {'__index__': 2, 'input_bam': 20523145}]",hg19,,,cached,[],"""False""","""False""",,,,,,24298164,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-25 01:49:07.982987,66017.0,22647.360858
2015-07-30 13:30:19.479423,slurm_normal_16gb,,main_w1_handler0,2370233,10033041,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33759730.0,bam,,,,,,,,,,,4314047.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20629061}]",hg19,,,cached,[],"""True""","""True""",,,,,,24352525,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-30 17:11:41.197606,67063.0,13281.718183
2015-08-08 07:21:35.549869,slurm_normal_16gb,,main_w1_handler0,2403919,10082844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12762857.0,bam,,,,,,,,,,,4359766.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""5""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20719465}]",hg19,,,cached,[],"""True""","""True""",,,,,,24254914,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-08 09:35:03.102615,45381.0,8007.552746
2015-07-23 19:53:50.341681,slurm_normal_16gb,,main_w2_handler1,2380182,9958380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8991087.0,bam,,,,,,,,,,,4243047.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""40""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20504521}]",hg19,,,cached,[],"""True""","""True""",,,,,,24225379,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-23 23:33:33.866646,64170.0,13183.524965
2015-09-17 14:45:04.113874,slurm_normal_16gb,,main_w2_handler1,2441556,10344942,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1345463.0,bam,,,,,,,,,,,4628081.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21149934}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 14:49:40.687963,68906.0,276.574089
2015-02-24 10:00:12.642947,slurm_normal_single_16gb,,main_w2_handler0,2205360,8801437,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13905318.0,bam,,,,,,,,,,,2939220.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18625255}]",hg19,,,cached,[],"""False""","""False""",,,,,,21240481,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-27 03:30:42.225494,59612.0,235829.58254700003
2015-08-18 21:53:42.085871,slurm_normal_16gb,,main_w2_handler0,2388832,10144280,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16296731.0,bam,,,,,,,,,,,4415148.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20567726}]",12931,,,cached,[],"""False""","""False""",,,,,,24738000,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-19 07:20:16.733029,66844.0,33994.647158
2015-03-29 19:17:53.609222,slurm_normal_single_16gb,,main_w2_handler1,2253360,9077446,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8206803.0,bam,,,,,,,,,,,3364174.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""30""","""""","""10""","""2""",,,,,,,[],"""True""","""True""",,,,,,20500030,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-29 19:20:27.075047,54238.0,153.46582500000002
2015-08-24 23:35:44.962728,slurm_normal_16gb,,main_w1_handler2,2417668,10192914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29753929.0,bam,,,,,,,,,,,4463647.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""",,"""hg19Patch10""","""30""","""20""","""100""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20894766}]",hg19,,,cached,[],"""False""","""True""",,,,,,24137153,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-25 11:42:19.700884,5254.0,43594.738156
2015-09-17 14:45:01.348825,slurm_normal_16gb,,main_w1_handler0,2441556,10344941,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1345460.0,bam,,,,,,,,,,,4628048.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21149923}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 14:48:19.459985,68906.0,198.11116
2015-07-24 08:10:46.184785,slurm_normal_16gb,,main_w1_handler2,2387889,9963087,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33613249.0,bam,,,,,,,,,,,4247540.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20511576}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""False""","""False""",,,,,,24025127,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-24 08:16:44.642533,28811.0,358.45774800000004
2015-01-30 19:28:10.904478,rodeo_normal,,main_w2_handler0,2189007,8640364,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2467090556.0,bam,,,,,,,,,,,2599500.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18346471}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,20606300,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-01-30 19:30:59.095573,1224.0,168.19109500000002
2015-08-24 23:34:29.212653,slurm_normal_16gb,,main_w1_handler1,2417668,10192899,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29753929.0,bam,,,,,,,,,,,4462008.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""",,"""hg19Patch10""","""30""","""20""","""100""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20894766}]",hg19,,,cached,[],"""True""","""True""",,,,,,24137153,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-24 23:39:29.243766,5254.0,300.031113
2015-07-26 14:30:07.441435,slurm_normal_16gb,,main_w1_handler0,2390416,9994156,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4890041.0,bam,,,,,,,,,,,4280280.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""20""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20558295}]",hg19,,,cached,[],"""True""","""True""",,,,,,24321829,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-26 20:08:51.395180,39654.0,20323.953745000003
2014-12-27 18:15:58.845342,rodeo_normal,,main_w2_handler0,2119817,8472286,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5154547193.0,bam,,,,,,,,,,,2382164.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18079362}]",12931,,,cached,[],"""True""","""False""",,,,,,20246679,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2014-12-27 18:45:51.111404,55954.0,1792.2660620000001
2015-08-23 21:32:05.588036,slurm_normal_16gb,,main_w2_handler0,2416523,10184467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33037696.0,bam,,,,,,,,,,,4453120.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20882105}]",hg19,,,cached,[],"""True""","""True""",,,,,,24459419,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-23 21:33:53.718707,67373.0,108.130671
2015-09-17 01:50:23.744311,slurm_normal_16gb,,main_w2_handler0,2441556,10340404,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9506904.0,bam,,,,,,,,,,,4624186.roundup,slurm,,corral-repl,,,1,advanced,guess,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""40""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21142011}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 05:17:00.407872,68906.0,12396.663561000001
2015-09-23 17:19:45.688704,slurm_normal_16gb,,main_w1_handler0,2447838,10398113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13538137.0,bam,10201702.0,bam,10234377.0,bam,,,,,,,4677216.roundup,slurm,,corral-repl,,,1,advanced,guess,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21213412}, {'__index__': 1, 'input_bam': 21213404}, {'__index__': 2, 'input_bam': 21213380}]",hg19,,,cached,[],"""False""","""False""",,,,,,24657852,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-24 00:17:14.352377,67702.0,25048.663673000003
2015-02-24 09:58:59.054496,slurm_normal_single_16gb,,main_w2_handler1,2205360,8801353,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14139317.0,bam,,,,,,,,,,,2897177.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18625171}]",hg19,,,cached,[],"""False""","""False""",,,,,,21240481,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-24 18:25:52.661869,59612.0,30413.607373000003
2015-09-17 01:39:13.357664,slurm_normal_16gb,,main_w1_handler2,2441556,10340356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18862735.0,bam,,,,,,,,,,,4623628.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""40""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21142183}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 01:53:48.899199,68906.0,875.5415350000001
2015-09-21 01:14:39.995223,slurm_normal_16gb,,main_w1_handler1,2445533,10369043,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31583915.0,bam,,,,,,,,,,,4650301.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21187438}]",hg38,,,cached,[],"""True""","""True""",,,,,,25095372,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-21 01:19:08.771218,68953.0,268.775995
2015-08-24 23:35:20.042394,slurm_normal_16gb,,main_w1_handler2,2417668,10192903,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29753929.0,bam,,,,,,,,,,,4462034.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""",,"""hg19Patch10""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20894766}]",hg19,,,cached,[],"""False""","""True""",,,,,,24137153,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-25 05:40:52.872884,5254.0,21932.83049
2015-05-28 19:39:01.133930,slurm_normal_16gb,,main_w1_handler1,2320931,9556214,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1054679227.0,bam,,,,,,,,,,,3869674.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""20""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 19830838}]",hg19,,,cached,[],"""True""","""False""",,,,,,23313916,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-05-29 12:30:11.520127,64212.0,60670.38619700001
