create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.metric,parameters.phylip.values,phylip,phylip_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-13 11:47:19.628956,slurm_normal,,main_w3_handler0,3028823,15280996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9425213.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28730529}]",5028139581,lower.dist,,36588811,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pcoa/1.20.0,1.20.0,,2017-03-13 11:47:45.453122,101903,25.824166
2017-03-13 11:43:24.733902,slurm_normal,,main_w4_handler0,3028823,15280968,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9425185.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28730529}]",5028139581,lower.dist,,36588811,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pcoa/1.20.0,1.20.0,,2017-03-13 11:43:46.950000,101903,22.216098000000002
2017-03-13 11:53:38.904144,slurm_normal,,main_w4_handler1,3028823,15281037,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9425271.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28730529}]",5028139581,lower.dist,,36588811,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pcoa/1.20.0,1.20.0,,2017-03-13 11:55:08.098768,101903,89.194624
2017-03-13 16:45:37.634183,reserved,,main_w3_handler1,3029344,15283440,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9427526.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28736304}]",10055896315,square.dist,,36196859,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pcoa/1.20.0,1.20.0,,2017-03-13 16:46:14.759994,5254,37.125811
2017-03-13 13:26:00.481788,reserved,,main_w4_handler1,3029344,15281674,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9426416.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28736304}]",10055896315,square.dist,,36196859,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pcoa/1.20.0,1.20.0,,2017-03-13 14:28:14.329501,5254,3733.847713
2017-03-13 11:48:12.799650,slurm_normal,,main_w4_handler0,3028823,15281002,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9425225.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28730529}]",5028139581,lower.dist,,36588811,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pcoa/1.20.0,1.20.0,,2017-03-13 11:48:41.782263,101903,28.982613
