create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.blast_type,parameters.chromInfo,parameters.db_opts.__current_case__,parameters.db_opts.database,parameters.db_opts.db_opts_selector,parameters.db_opts.histdb,parameters.db_opts.subject.values,parameters.dbkey,parameters.evalue_cutoff,parameters.output.__current_case__,parameters.output.out_format,parameters.query.values,query,query_filetype,runner_name,session_id,state,subject,subject_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-23 19:50:33.928532,slurm_normal,,main_w4_handler1,3417870,18501733,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12597328,slurm,,corral-repl,,0,basic,"""blastp""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",2,,file,,"[{'src': 'hda', 'id': 34039982}]","""?""","""0.001""",5,0 -html,"[{'src': 'hda', 'id': 34040047}]",390,fasta,,43698470,error,697025440,fasta,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.2.01,0.2.01,,2018-02-23 19:52:35.640102,121354,121.71157000000001
