create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.sort_mode,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-08 07:16:34.747910,slurm_normal,,main_w1_handler0,2617934,12379616,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",289244768,bam,6579245.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",24176776,"""""",,28741691,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0,2.0,,2016-04-08 07:19:34.492638,,179.744728
