create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.block_size,parameters.chromInfo,parameters.dbkey,parameters.filter_score.__current_case__,parameters.filter_score.evalue,parameters.filter_score.filter_score_select,parameters.gapextend,parameters.gapopen,parameters.hit_filter.__current_case__,parameters.hit_filter.hit_filter_select,parameters.hit_filter.max_target_seqs,parameters.id,parameters.matrix,parameters.method_select,parameters.more_sensitive,parameters.output.__current_case__,parameters.output.fields,parameters.output.outfmt,parameters.output.salltitles,parameters.query.values,parameters.query_cover,parameters.query_gencode,parameters.ref_db_source.__current_case__,parameters.ref_db_source.db_source,parameters.ref_db_source.reference_database.values,parameters.seg,parameters.sensitive,query,query_filetype,reference_database,reference_database_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-23 08:50:41.214024,slurm_normal,,main_w3_handler0,1964723,18494356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12589690,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,1,"""0""","""BLOSUM62""","""blastx""","""true""",1,"['qseqid', 'sseqid', 'sallseqid', 'qlen', 'slen', 'pident', 'length', 'nident', 'mismatch', 'positive', 'gapopen', 'gaps', 'ppos', 'qstart', 'qend', 'sstart', 'send', 'qseq', 'sseq', 'evalue', 'bitscore', 'score', 'qframe', 'stitle', 'salltitles', 'qcovhsp']",6,,"[{'src': 'hda', 'id': 34029205}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 34029209}]","""true""","""true""",232195115,fasta,2198200378,dmnd,,44112715,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2018-02-23 22:23:40.439692,50820,48779.22566800001
2017-09-11 12:07:20.338855,slurm_normal,,main_w4_handler1,3247063,16786628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10855048.roundup,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,10,"""0""","""BLOSUM62""","""blastx""","""false""",1,"['qseqid', 'sseqid', 'pident', 'length', 'mismatch', 'gapopen', 'qstart', 'qend', 'sstart', 'send', 'evalue', 'bitscore']",6,,"[{'src': 'hda', 'id': 31162442}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 31182012}]","""true""","""true""",42605820,fasta,81397134961,dmnd,,40360697,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2017-09-11 12:12:01.324540,100375,280.985685
2018-02-09 21:29:16.753265,slurm_normal,,main_w3_handler1,3422641,18333530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12417929,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,15,"""0""","""BLOSUM62""","""blastx""","""false""",1,"['qseqid', 'sseqid', 'pident', 'length', 'mismatch', 'gapopen', 'qstart', 'qend', 'sstart', 'send', 'evalue', 'bitscore']",6,,"[{'src': 'hda', 'id': 33780789}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 33764596}]","""true""","""false""",3995140096,fastqsanger,90333132000,dmnd,,43814370,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2018-02-09 21:48:44.451687,121564,1167.6984220000002
2017-09-11 11:58:45.732796,slurm_normal,,main_w3_handler1,3247063,16786612,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10855027.roundup,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,10,"""0""","""BLOSUM62""","""blastx""","""false""",1,"['qseqid', 'sseqid', 'pident', 'length', 'mismatch', 'gapopen', 'qstart', 'qend', 'sstart', 'send', 'evalue', 'bitscore']",6,,"[{'src': 'hda', 'id': 31162442}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 31182012}]","""true""","""true""",42605820,fasta,81397134961,dmnd,,40360697,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2017-09-11 12:04:46.628638,100375,360.895842
2018-02-10 04:31:11.543615,slurm_normal,,main_w3_handler1,3422641,18335466,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12419888,slurm,,corral-repl,,"""1.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,15,"""0""","""BLOSUM62""","""blastx""","""false""",0,,5,true,"[{'src': 'hda', 'id': 33780789}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 33764596}]","""true""","""false""",3995140096,fastqsanger,90333132000,dmnd,,43773018,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2018-02-10 04:43:05.139158,121564,713.595543
2017-12-10 23:09:18.401963,slurm_normal,,main_w3_handler1,3359000,17767012,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11835741,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,25,"""0""","""BLOSUM62""","""blastp""","""false""",0,,5,true,"[{'src': 'hda', 'id': 32849998}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 32849994}]","""true""","""false""",14872303878,fastq,2533569484,dmnd,,42552045,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2017-12-10 23:45:30.096927,118155,2171.6949640000003
2018-02-10 04:11:00.690102,slurm_normal,,main_w3_handler0,3422641,18335379,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12419821,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,15,"""0""","""BLOSUM62""","""blastx""","""false""",1,"['qseqid', 'sseqid', 'pident', 'length', 'mismatch', 'gapopen', 'qstart', 'qend', 'sstart', 'send', 'evalue', 'bitscore']",6,,"[{'src': 'hda', 'id': 33780789}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 33764596}]","""true""","""false""",3995140096,fastqsanger,90333132000,dmnd,,43773018,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2018-02-10 04:29:13.186487,121564,1092.4963850000001
2018-02-20 21:05:29.049842,slurm_normal,,main_w4_handler1,3433695,18452748,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12547702,slurm,,corral-repl,,"""2.0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,0.001,evalue,"""1""","""11""",0,max,5,"""0""","""BLOSUM62""","""blastx""","""false""",0,,5,true,"[{'src': 'hda', 'id': 33968190}]","""0""","""1""",1,history,"[{'src': 'hda', 'id': 33928213}]","""true""","""false""",890021,fasta,90333132000,dmnd,,43814370,error,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.8.24,0.8.24,,2018-02-20 21:07:58.549407,121564,149.49956500000002
