bias_correction|ref_file,bias_correction|ref_file_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advanced_settings.__current_case__,parameters.advanced_settings.inner_dist_std_dev,parameters.advanced_settings.inner_mean_dist,parameters.advanced_settings.junc_alpha,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_bundle_length,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_intron_length,parameters.advanced_settings.overhang_tolerance,parameters.advanced_settings.small_anchor_fraction,parameters.advanced_settings.trim_three_avgcov_thresh,parameters.advanced_settings.trim_three_dropoff_frac,parameters.advanced_settings.use_advanced_settings,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.length_correction,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.compatible_hits_norm,parameters.reference_annotation.intron_overhang_tolerance,parameters.reference_annotation.no_faux_reads,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_file.values,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.reference_annotation_guide_file.values,parameters.reference_annotation.three_overhang_tolerance,parameters.reference_annotation.use_ref,ref_file,ref_file_filetype,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2015-12-15 09:41:47.441751,slurm_multi_dynamic_walltime,,main_w2_handler2,2456432,11182144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13017075979,bam,5451612,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22406332,,"""""","""300000""","""0.1""","""Yes""","""0.15""",0,,,,,,,,,No,,,,,,,,26814812.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-12-16 06:47:49.550382,65645,75962.10863100001
,,,,2017-02-11 20:28:56.765609,slurm_multi_dynamic_walltime,,main_w3_handler2,2976507,15012926,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4436302165,bam,9200699,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28256605}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 28307102}]",600,Use reference annotation guide,,,,,186259942.0,gtf,,35875834.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-02-15 12:51:54.490508,34111,318177.724899
,,,,2016-10-24 16:56:54.260639,slurm_multi_dynamic_walltime,,main_w4_handler2,2839648,14159896,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4809881195,bam,8372893,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f624883edeba84e7'}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5919eee9def649bfe'}]",600,Use reference annotation guide,,,,,101976.0,gff3,,33761121.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-10-24 21:22:45.182818,22857,15950.922179000001
,,,,2016-07-24 19:47:07.889913,slurm_multi_dynamic_walltime,,main_w2_handler2,2715675,13480821,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3500334117,bam,7696651,slurm,,,,corral-repl,,1,yes,slurm_multi,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a49028ece4e10d82'}]","""""","""600000""","""0.2""","""Yes""","""0.2""",2,,20,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51984d5f87a945671'}]",600,Use reference annotation guide,,,,,78934032.0,gtf,,31671393.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-07-24 21:27:05.802500,36816,5997.912587000001
,,,,2015-08-25 01:29:53.447033,slurm_multi_dynamic_walltime,,main_w2_handler2,2417726,10193299,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2570845322,bam,4462992,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,galGal4,cached,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",20895358,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,20895356.0,,600,Use reference annotation guide,,,,,571515420.0,gtf,,24799894.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-08-25 07:54:41.784182,40165,23088.337149000003
,,,,2016-11-22 09:41:18.125720,slurm_multi_dynamic_walltime,,main_w3_handler2,2855883,14402780,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10304408524,bam,8607670,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27279419}]","""""","""300000""","""0.1""","""Yes""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 26864224}]",600,Use reference annotation guide,,,,,164961139.0,gff3,,34360138.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-11-22 09:59:45.601329,91022,1107.475609
,,,,2016-10-14 21:35:45.044649,slurm_multi_dynamic_walltime,,main_w3_handler2,2853742,14085751,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1693002405,bam,8302823,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a98d00b7d572e32b'}]","""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522f94344ace901e0'}]",,,,Use reference annotation,,,1182765351.0,gtf,,,,33667169.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-10-14 22:47:05.723495,92172,4280.678846000001
,,,,2018-01-01 06:23:17.170421,slurm_multi,,main_w4_handler2,3379010,17923293,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47598572,bam,11998547,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33133062}]","""""","""300000""","""0.1""","""No""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 33133339}]",,,,Use reference annotation,,,1249781814.0,gtf,,,,42929128.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2018-01-01 06:57:53.013300,60358,2075.8428790000003
,,,,2017-03-21 05:38:40.065958,slurm_multi_dynamic_walltime,,main_w4_handler2,3039245,15350051,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2603898722,bam,9489605,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,Homo_sapiens_nuHg19_mtrCRS,cached,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 28852200}]","""""","""300000""","""0.0571""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,36594469.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-03-21 10:13:25.790601,101937,16485.724643
,,,,2015-08-20 01:09:18.525941,slurm_multi_dynamic_walltime,,main_w2_handler2,2411812,10153965,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2668933100,bam,4423797,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg19,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20818309,,"""""","""300000""","""0.1""","""Yes""","""0.15""",1,--compatible-hits-norm,,,20827974.0,,,,,Use reference annotation,,,4172969872.0,gtf,,,,24688809.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-08-20 04:28:31.912265,51666,11953.386324000001
,,109291.0,len,2015-11-05 19:37:49.206681,slurm_multi_dynamic_walltime,,main_w2_handler2,2493696,10829895,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",669459394,bam,5085027,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/main/files/013/103/dataset_13103098.dat""","""?""",21890533,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,21889609.0,,600,Use reference annotation guide,,,,,100321087.0,gff3,,26126677.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-11-05 20:46:20.578266,72366,4111.371585
,,,,2015-07-12 20:43:13.055806,slurm_multi_dynamic_walltime,,main_w2_handler2,2018204,9845066,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2732112748,bam,4147064,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20305723,,"""""","""600000""","""0.1""","""Yes""","""0.15""",2,,50,,,,19767155.0,,600,Use reference annotation guide,,,,,65899846.0,gtf,,23253688.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-13 17:38:43.995366,36816,75330.93956
,,,,2015-12-05 22:42:21.018972,slurm_multi_dynamic_walltime,,main_w2_handler2,2528830,11098778,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",34973555605,bam,5358015,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22321691,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,22313684.0,,600,Use reference annotation guide,,,,,384529435.0,gtf,,26602315.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-12-06 23:49:46.867880,74790,90445.848908
,,,,2017-12-27 14:57:03.224676,slurm_multi,,main_w3_handler2,3376831,17903744,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",836988,bam,11978358,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 33096292}]","""""","""300000""","""0.1""","""No""","""0.15""",1,--compatible-hits-norm,,,,"[{'src': 'hda', 'id': 33096590}]",,,,Use reference annotation,,,1249781814.0,gtf,,,,42874713.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-12-27 15:10:44.649610,119161,821.424934
,,,,2017-07-20 17:35:09.658951,slurm_multi_dynamic_walltime,,main_w4_handler2,3197716,16377575,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6545706576,bam,10444805,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30542976}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 30543005}]",600,Use reference annotation guide,,,,,401706329.0,gtf,,38468965.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-07-21 07:04:13.501402,99095,48543.842451000004
,,,,2017-08-16 20:44:41.179137,slurm_multi_dynamic_walltime,,main_w3_handler2,3208272,16597092,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",73611339,bam,10669500,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30888066}]","""""","""300000""","""0.1""","""No""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 30883682}]",,,,Use reference annotation,,,1248409563.0,gtf,,,,39896244.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-08-16 22:15:43.170618,108975,5461.991481
,,,,2017-08-16 20:44:37.907122,slurm_multi_dynamic_walltime,,main_w4_handler2,3208272,16597087,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",575488717,bam,10669308,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30888053}]","""""","""300000""","""0.1""","""No""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 30883682}]",,,,Use reference annotation,,,1248409563.0,gtf,,,,39896244.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-08-16 21:49:34.547075,108975,3896.6399530000003
,,,,2015-11-20 15:35:26.775746,slurm_multi_dynamic_walltime,,main_w2_handler2,2487154,10962008,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23315123178,bam,5223114,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",21917911,,"""""","""300000""","""0.1""","""Yes""","""0.15""",0,,,,,,,,,No,,,,,,,,25926448.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-11-21 21:55:30.232447,72203,109203.456701
,,,,2015-07-12 21:00:37.047648,slurm_multi_dynamic_walltime,,main_w2_handler2,2018204,9845115,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2739308875,bam,4153741,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20256337,,"""""","""600000""","""0.1""","""Yes""","""0.15""",2,,50,,,,19767155.0,,600,Use reference annotation guide,,,,,65899846.0,gtf,,23253688.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-14 12:28:10.899430,36816,142053.851782
,,,,2015-10-25 07:21:53.264416,slurm_multi_dynamic_walltime,,main_w2_handler2,2467478,10722212,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4001801714,bam,4984057,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/main/files/012/754/dataset_12754615.dat""","""AM1_NCBI""",21502190,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,25877845.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-10-25 07:34:01.516164,70887,728.251748
,,,,2017-08-16 20:44:43.947732,slurm_multi_dynamic_walltime,,main_w4_handler2,3208272,16597096,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",90963827,bam,10669884,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30888078}]","""""","""300000""","""0.1""","""No""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 30883682}]",,,,Use reference annotation,,,1248409563.0,gtf,,,,39896244.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-08-16 23:46:41.859386,108975,10917.911654000001
,,,,2015-12-15 09:41:44.786138,slurm_multi_dynamic_walltime,,main_w2_handler2,2456432,11182143,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20531302147,bam,5451609,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22406327,,"""""","""300000""","""0.1""","""Yes""","""0.15""",0,,,,,,,,,No,,,,,,,,26814812.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-12-16 09:20:05.224837,65645,85100.438699
,,,,2016-06-19 10:50:25.152442,slurm_multi_dynamic_walltime,,main_w1_handler2,2715675,13203054,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2823977843,bam,7391992,slurm,,,,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599061b2feb872944'}]","""""","""600000""","""0.05""","""Yes""","""0.1""",2,,20,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51984d5f87a945671'}]",600,Use reference annotation guide,,,,,78934032.0,gtf,,30043145.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-06-20 10:18:52.388893,36816,84507.236451
,,,,2017-06-09 19:45:46.544152,slurm_multi_dynamic_walltime,,main_w4_handler2,3061224,16067919,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3857449831,bam,10157133,slurm,,,,corral-repl,,1,yes,slurm_multi,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 29973958}]","""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 29974006}]",,,,Use reference annotation,,,1770427955.0,gtf,,,,38551174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-06-09 22:40:09.329766,103660,10462.785614
,,,,2015-11-30 08:41:51.964599,slurm_multi_dynamic_walltime,,main_w2_handler2,2512451,11040443,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8686874191,bam,5295966,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22184885,,"""""","""300000""","""0.1""","""Yes""","""0.15""",2,,50,,,,22087047.0,,600,Use reference annotation guide,,,,,151467494.0,gtf,,25368750.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-11-30 12:11:32.201090,46197,12580.236491000001
,,,,2015-09-29 11:33:35.346826,slurm_multi_dynamic_walltime,,main_w2_handler2,2451789,10458236,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3804926628,bam,4735472,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,1.0,,history,21320703.0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21313206,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,21319989.0,,,,,Use reference annotation,155546911.0,fasta,1156125733.0,gtf,,,,25375251.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-09-29 11:48:26.950098,70073,891.6032720000001
,,,,2015-07-12 21:01:22.538551,slurm_multi_dynamic_walltime,,main_w2_handler2,2018204,9845119,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3556207660,bam,4154111,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20305631,,"""""","""600000""","""0.1""","""Yes""","""0.15""",2,,50,,,,19767155.0,,600,Use reference annotation guide,,,,,65899846.0,gtf,,23253688.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-14 13:57:22.955762,36816,147360.41721100002
,,,,2017-02-11 20:28:40.867237,slurm_multi_dynamic_walltime,,main_w3_handler2,2976507,15012911,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3192219848,bam,9185730,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28256069}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 28307102}]",600,Use reference annotation guide,,,,,186259942.0,gtf,,35875834.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-02-14 05:14:13.546541,34111,204332.67930400002
,,,,2015-07-24 07:16:14.918269,slurm_multi_dynamic_walltime,,main_w2_handler2,2018204,9962747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2965272748,bam,4247227,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20238703,,"""""","""600000""","""0.1""","""Yes""","""0.15""",2,,50,,,,19767155.0,,600,Use reference annotation guide,,,,,65899846.0,gtf,,23253688.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-24 09:13:33.921803,36816,7039.003534
,,,,2017-07-22 08:17:37.564422,slurm_multi_dynamic_walltime,,main_w3_handler2,3197716,16393802,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6498020916,bam,10457913,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30542962}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 30543005}]",600,Use reference annotation guide,,,,,401706329.0,gtf,,39325002.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-07-22 13:09:20.049385,99095,17502.484963000003
,,,,2015-08-13 11:12:32.306583,slurm_multi_dynamic_walltime,,main_w2_handler2,2407621,10108639,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13508754623,bam,4382508,slurm,,,,corral-repl,,0,no,,"""2c17819841ac11e595de005056a51846""",0.0,,,,,,,,,,,,,,No,0,Yes,1.0,,history,20758311.0,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",20758305,,"""""","""300000""","""0.1""","""Yes""","""0.15""",0,,,,,,,,,No,1440727708.0,fasta,,,,,,23223219.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-08-13 17:13:24.156116,58875,21651.849533
,,,,2015-08-16 14:41:17.078987,slurm_multi_dynamic_walltime,,main_w2_handler2,2407621,10128544,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13508754623,bam,4400870,slurm,,,,corral-repl,,0,no,,"""d2b3198e442411e5b678005056a51846""",0.0,,,,,,,,,,,,,,No,0,Yes,1.0,,history,20758311.0,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",20758305,,"""""","""300000""","""0.1""","""Yes""","""0.15""",0,,,,,,,,,No,1440727708.0,fasta,,,,,,24122983.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-08-16 20:16:49.933122,58875,20132.854135
,,,,2015-09-29 09:34:28.766155,slurm_multi_dynamic_walltime,,main_w2_handler2,2451789,10457641,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3804926628,bam,4734874,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21313206,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,21319989.0,,,,,Use reference annotation,,,1156125733.0,gtf,,,,25375251.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-09-29 10:09:51.207351,70073,2122.441196
,,,,2015-07-19 11:20:36.081801,slurm_multi_dynamic_walltime,,main_w2_handler2,2378919,9906492,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15358439255,bam,4195124,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,dm3,cached,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20412284,,"""""","""300000""","""0.1""","""Yes""","""0.15""",2,,50,,,,20384194.0,,600,Use reference annotation guide,,,,,52437654.0,gtf,,24209828.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-19 11:51:33.110666,66102,1857.0288650000002
