create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-16 15:36:41.211607,slurm_normal,,main_w1_handler1,2643388,12485505,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6678967.roundup,slurm,,2938731,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1180e528e381326'}]",0,,,,no,,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-16 21:47:36.473340,40656,22255.261733000003
2016-03-31 01:32:24.260230,slurm_normal,,main_w1_handler0,1639242,12291593,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6500315.roundup,slurm,,15874353,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24073284,,1,pdf,False,False,yes,,29083295,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-31 04:57:57.522539,31997,12333.262309000002
2017-07-13 14:45:24.419760,slurm_normal,,main_w4_handler0,3190982,16332393,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10399038.roundup,slurm,,69643662,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 30464331}]",0,,,,no,,38837274,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2017-07-13 14:50:25.906740,38813,301.48698
2016-04-03 21:21:05.069365,slurm_normal,,main_w1_handler2,2502735,12327677,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6534256.roundup,slurm,,11651499,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,4,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24127034,,0,,,,no,,28797629,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-03 21:23:44.365111,55649,159.295746
2016-04-02 03:29:11.194407,slurm_normal,,main_w1_handler0,1639242,12318992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6526982.roundup,slurm,,188116773,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24113722,,1,pdf,False,False,yes,,29083295,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-02 13:32:31.441656,31997,36200.247249
2016-04-01 02:03:31.262563,slurm_normal,,main_w2_handler0,1639242,12306336,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6514212.roundup,slurm,,23056914,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24087517,,1,pdf,False,False,yes,,28626146,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-01 02:06:59.807871,31997,208.545308
2017-07-13 14:45:24.736904,slurm_normal,,main_w3_handler0,3190982,16332394,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10398958.roundup,slurm,,48084476,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 30464332}]",0,,,,no,,38837274,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2017-07-13 14:48:30.509803,38813,185.77289900000002
2016-04-03 22:20:59.714503,slurm_normal,,main_w2_handler0,2502735,12328710,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6534779.roundup,slurm,,53903502,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24126954,,1,png,False,True,yes,,28797629,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-03 22:27:14.076752,55649,374.362249
2016-03-31 08:58:00.168749,slurm_normal,,main_w1_handler0,2652350,12296439,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6507406.roundup,slurm,,69100291,deeptools_compute_matrix_archive,corral-repl,,1,mean,Reds,TES,25.0,7.5,black,True,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24081182,,0,,,,no,,28026402,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-31 14:05:27.603708,64236,18447.434959000002
2017-07-13 14:45:23.409922,slurm_normal,,main_w4_handler1,3190982,16332389,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10398956.roundup,slurm,,88533587,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 30464327}]",0,,,,no,,38837274,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2017-07-13 14:48:46.116681,38813,202.706759
2016-03-21 12:07:57.655552,slurm_normal,,main_w2_handler0,2564476,12211661,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6424397.roundup,slurm,,109314997,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23946033,,0,,,,no,,27407964,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-21 12:13:10.167144,76755,312.511592
2016-03-21 11:41:14.302920,slurm_normal,,main_w1_handler2,2564476,12211467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6424111.roundup,slurm,,411788756,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,True,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,10,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23950588,,0,,,,no,,27407964,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-21 11:45:55.851519,76755,281.548599
2016-03-31 08:58:33.207084,slurm_normal,,main_w1_handler0,2652350,12296445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6507407.roundup,slurm,,69100291,deeptools_compute_matrix_archive,corral-repl,,1,mean,Reds,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24081182,,0,,,,no,,28026402,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-31 13:52:41.592672,64236,17648.385588
2016-04-17 14:42:18.492676,slurm_normal,,main_w1_handler0,2672416,12491833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6685329.roundup,slurm,,789303,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56265dfedb2ff1ec3'}]",0,,,,no,,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-17 16:41:01.937841,40656,7123.445165
2016-04-16 22:01:13.674615,slurm_normal,,main_w2_handler0,2643388,12487569,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6679143.roundup,slurm,,2938731,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1180e528e381326'}]",0,,,,no,,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-16 22:03:48.500030,40656,154.82541500000002
2016-04-03 21:13:41.443890,slurm_normal,,main_w1_handler1,2502735,12327640,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6534217.roundup,slurm,,11651499,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,5,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24127034,,0,,,,no,,28797629,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-03 21:17:07.442174,55649,205.998284
2016-04-03 22:06:40.616791,slurm_normal,,main_w1_handler1,2502735,12328669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6534620.roundup,slurm,,11651499,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24127034,,0,,,,no,,28797629,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-03 22:08:54.719798,55649,134.10300700000002
2016-03-28 21:47:59.021682,slurm_normal,,main_w1_handler0,1639242,12265027,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6477774.roundup,slurm,,169860716,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24035571,,0,,,,no,,28626146,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-29 06:13:10.519178,31997,30311.497496000004
2016-03-21 11:13:58.632647,slurm_normal,,main_w1_handler2,2564476,12211257,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6423870.roundup,slurm,,411788756,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23950588,,0,,,,no,,27407964,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-21 11:18:40.840394,76755,282.20774700000004
2016-05-01 07:23:20.457588,slurm_normal,,main_w1_handler0,2688226,12706183,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6912517.roundup,slurm,,106515549,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b15cc7bf67022515'}]",1,png,false,false,yes,,29741372,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-05-01 07:27:08.594918,57113,228.13733000000002
2016-04-03 21:38:53.989561,slurm_normal,,main_w1_handler2,2502735,12327818,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6534386.roundup,slurm,,11651499,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24127034,,0,,,,no,,28797629,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-03 21:42:25.942559,55649,211.952998
2016-03-31 01:32:26.057560,slurm_normal,,main_w2_handler0,1639242,12291594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6502164.roundup,slurm,,38880936,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24073285,,1,pdf,False,False,yes,,29083295,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-31 06:57:25.026492,31997,19498.968932
2016-04-30 00:25:05.384841,slurm_normal,,main_w1_handler2,2679206,12694688,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6897411.roundup,slurm,,57619822,deeptools_compute_matrix_archive,corral-repl,,1,mean,Blues,TES,25.0,7.5,white,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,0.0,,0.0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563818d62a97db4c7'}]",0,,,,no,,29183917,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-30 00:27:19.157570,81363,133.772729
2016-04-16 22:30:26.056606,slurm_normal,,main_w1_handler0,2643388,12487764,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6679606.roundup,slurm,,2938731,deeptools_compute_matrix_archive,corral-repl,,1,std,RdYlBu,TES,25.0,7.5,1,true,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1180e528e381326'}]",0,,,,no,,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-16 22:32:14.502080,40656,108.445474
2016-03-31 14:00:44.948863,slurm_normal,,main_w1_handler1,2652350,12299932,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6507991.roundup,slurm,,69100291,deeptools_compute_matrix_archive,corral-repl,,1,mean,Reds,TES,25.0,7.5,black,False,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24081182,,0,,,,no,,28375977,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-03-31 14:26:05.887673,64236,1520.93881
2016-04-16 22:24:59.577582,slurm_normal,,main_w1_handler0,2643388,12487760,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6679549.roundup,slurm,,2938731,deeptools_compute_matrix_archive,corral-repl,,1,mean,RdYlBu,TES,25.0,7.5,1,true,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1180e528e381326'}]",1,png,false,false,yes,,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.2.0,2.2.2.0,,2016-04-16 22:27:41.616077,40656,162.038495
