create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.reference_source.__current_case__,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-16 08:25:52.103518,slurm_normal,,main_w4_handler0,2997658,15053750,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1788476165,bed,9209305.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","[{'src': 'hda', 'id': 28376835}]",1,"[{'src': 'hda', 'id': 28376856}]",history,102291840,fasta,,35709015,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.136.0,1.136.0,,2017-02-16 08:28:56.631312,76171,184.527794
