create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.out_format1,parameters.wordsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-30 17:06:54.255598,slurm_normal,,main_w4_handler1,3303847,17266992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4778960604,fasta,11326198,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31963825}]","""match""","""24""",,41459965,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-10-30 17:10:53.515084,114191,239.259486
