create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_optional_id_files_opts.__current_case__,parameters.adv_opts.adv_optional_id_files_opts.adv_optional_id_files_opts_selector,parameters.adv_opts.adv_opts_selector,parameters.adv_opts.db_gencode,parameters.adv_opts.filter_query,parameters.adv_opts.matrix,parameters.adv_opts.max_hits,parameters.adv_opts.max_hsps,parameters.adv_opts.parse_deflines,parameters.adv_opts.qcov_hsp_perc,parameters.adv_opts.word_size,parameters.blast_type,parameters.chromInfo,parameters.db_opts.__current_case__,parameters.db_opts.database,parameters.db_opts.db_opts_selector,parameters.db_opts.histdb,parameters.db_opts.subject,parameters.db_opts.subject.values,parameters.dbkey,parameters.evalue_cutoff,parameters.output.__current_case__,parameters.output.out_format,parameters.query.values,query,query_filetype,runner_name,session_id,state,subject,subject_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-09 13:07:38.307991,slurm_normal,,main_w3_handler1,3457454,18671684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12768171,slurm,,corral-repl,,1,0.0,none,advanced,1,true,BLOSUM62,1,1,false,100.0,0,"""tblastn-fast""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""",2,,file,,,"[{'src': 'hda', 'id': 34323214}]","""hg38""","""0.0001""",,,"[{'src': 'hda', 'id': 34322844}]",269067,fasta,,43957928,error,3273481150.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.2.01,0.2.01,,2018-03-09 13:12:25.960382,86263,287.652391
2018-02-23 02:58:48.666756,slurm_normal,,main_w4_handler0,2036840,18492218,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12588241,slurm,,corral-repl,,0,,,basic,,,,,,,,,"""tblastn""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,"['13apr2014-htgs', '17apr2014-nt', '20apr2014-wgs', '/galaxy/data/blastdb/phiX/phiX']",db,,,,"""?""","""0.001""",1.0,ext,"[{'src': 'hda', 'id': 34022986}]",742153,fasta,,43945103,error,,,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.2.01,0.2.01,,2018-02-23 05:45:01.379885,52619,9972.713129
2018-03-09 13:43:06.416514,slurm_normal,,main_w4_handler0,3457454,18672294,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12768524,slurm,,corral-repl,,1,0.0,none,advanced,1,true,BLOSUM62,1,1,false,100.0,0,"""tblastn-fast""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""",2,,file,,,"[{'src': 'hda', 'id': 34323447}]","""hg38""","""0.0001""",,,"[{'src': 'hda', 'id': 34322844}]",269067,fasta,,43957928,error,3273481150.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.2.01,0.2.01,,2018-03-09 13:53:51.431679,86263,645.015165
2018-03-09 12:46:12.031389,slurm_normal,,main_w4_handler0,3457454,18671471,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12767957,slurm,,corral-repl,,1,0.0,none,advanced,1,true,BLOSUM62,1,1,false,100.0,0,"""tblastn-fast""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,['17apr2014-nt'],db,,,,"""?""","""0.0001""",,,"[{'src': 'hda', 'id': 34322844}]",269067,fasta,,43957928,error,,,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/0.2.01,0.2.01,,2018-03-09 13:31:23.072968,86263,2711.041579
