bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput,parameters.bamInput.values,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
12882142590,bam,2016-03-29 08:12:37.812513,slurm_normal,,main_w1_handler2,2611748,12267806,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6478588.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,24038261,,"""20""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,28021890,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-03-29 08:46:46.794189,42951,2048.9816760000003
3919908018,bam,2016-05-10 22:14:18.153582,slurm_normal,,main_w1_handler1,2595678,12848984,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7049102.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584ac62410df40011'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-10 22:51:42.392591,48080,2244.2390090000004
20437267824,bam,2016-04-15 05:43:27.343733,slurm_normal,,main_w1_handler0,1550125,12461652,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6656576.roundup,slurm,,corral-repl,,false,1,false,0.0,no,reverse,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ccd6b3e194ad46a'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,28971447,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-15 05:44:36.515378,29919,69.171645
2684667178,bam,2016-04-09 07:21:17.095673,slurm_normal,,main_w2_handler0,2661725,12398607,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6598149.roundup,slurm,,corral-repl,,False,1,False,0.0,no,no,False,,1,,,yes,False,,24226800,,"""1""","""/galaxy-repl/main/files/014/978/dataset_14978812.dat""","""Arabidopsis_v1""","""bigwig""","""""",1,,,,no,,27646062,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-09 07:35:18.282873,73455,841.1872000000001
6788342711,bam,2016-04-06 00:35:58.793639,slurm_normal,,main_w1_handler0,2551023,12349457,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6554462.roundup,slurm,,corral-repl,,False,1,False,0.0,no,no,False,,1,,,yes,False,,24155558,,"""200""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-06 01:39:54.156438,44552,3835.3627990000005
3454612247,bam,2016-05-02 21:07:03.031079,slurm_normal,,main_w2_handler1,2595678,12738817,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6939281.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515cdf207efc2e680'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 22:17:06.602830,48080,4203.571751
19464971397,bam,2016-04-19 13:31:21.295274,slurm_normal,,main_w1_handler1,2632353,12521898,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6709825.roundup,slurm,,corral-repl,,false,1,false,0.0,no,no,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c786d0b641cf293'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,29591805,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-19 14:36:47.842485,43569,3926.547211
19883983338,bam,2016-04-21 23:44:23.078271,slurm_normal,,main_w2_handler0,2632353,12555813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6744875.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586809a735c0617b0'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,29591805,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-22 00:36:50.791881,43569,3147.7136100000002
13082767661,bam,2016-04-06 00:36:01.693022,slurm_normal,,main_w1_handler0,2551023,12349462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6554560.roundup,slurm,,corral-repl,,False,1,False,0.0,no,no,False,,1,,,yes,False,,24160149,,"""200""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-06 01:48:35.341041,44552,4353.648019
3919908018,bam,2016-05-02 23:29:55.915876,slurm_normal,,main_w1_handler2,2595678,12741687,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6941906.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584ac62410df40011'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-03 00:06:40.726040,48080,2204.810164
3454612247,bam,2016-05-02 18:18:46.632874,slurm_normal,,main_w2_handler1,2595678,12736941,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6936346.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515cdf207efc2e680'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 19:40:53.789651,48080,4927.156777
3935639236,bam,2016-04-23 11:28:56.191463,slurm_normal,,main_w2_handler0,2677465,12581296,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6783151.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59667ee298c38e04c'}]","""2""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29565737,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-23 13:00:07.351158,69385,5471.159695
3919908018,bam,2016-05-07 01:19:04.946361,slurm_normal,,main_w1_handler2,2595678,12812283,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7013841.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b5e66ba6dc743'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-07 01:54:49.756799,48080,2144.810438
19883983338,bam,2016-04-22 18:02:46.694055,slurm_normal,,main_w2_handler0,2632353,12573135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6758731.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586809a735c0617b0'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,29591805,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-22 18:56:23.597722,43569,3216.903667
2462314467,bam,2016-04-16 21:54:17.866507,slurm_normal,,main_w1_handler1,2671234,12487510,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6679106.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576ecaa0db7ae9b01'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-16 22:06:47.907960,44552,750.041453
9788772629,bam,2016-04-06 00:35:59.457422,slurm_normal,,main_w1_handler2,2551023,12349458,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6554266.roundup,slurm,,corral-repl,,False,1,False,0.0,no,no,False,,1,,,yes,False,,24155560,,"""200""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-06 00:45:05.324167,44552,545.866745
724756284,bam,2016-04-12 22:56:37.038792,slurm_normal,,main_w1_handler2,2536209,12434788,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6634844.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55785eb85d05e24a6'}]","""50""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",2,3.0,121400000,1.0,1x,,29568754,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-12 22:57:26.630085,64633,49.591293
3935639236,bam,2016-04-23 16:08:21.413145,slurm_normal,,main_w1_handler1,2677465,12582287,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6784653.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59667ee298c38e04c'}]","""2""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29565737,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-23 17:42:24.007763,69385,5642.594618
4584264448,bam,2016-05-11 06:55:55.076852,slurm_normal,,main_w2_handler1,2697685,12852705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7053101.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d65ce27d315343a'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,30154784,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-11 07:21:31.471664,79463,1536.394812
4584079872,bam,2016-05-12 11:14:27.385403,slurm_normal,,main_w1_handler1,2697685,12867220,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7067930.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a752aafac1b4cb9'}]","""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,1.0,rpkm,,30154784,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-12 11:34:55.968734,79463,1228.583331
3919908024,bam,2016-05-11 17:08:59.047489,slurm_normal,,main_w2_handler1,2595678,12858961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7059630.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2e02ad930ee03de'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-11 17:45:15.079618,48080,2176.032129
3725109688,bam,2016-05-10 22:12:04.165233,slurm_normal,,main_w1_handler2,2595678,12848932,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7049091.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ebced10c3fec8da'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-10 22:51:54.321310,48080,2390.156077
4185980060,bam,2016-05-03 00:31:56.781585,slurm_normal,,main_w2_handler0,2595678,12742216,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6943194.roundup,slurm,,corral-repl,,false,1,true,0.0,no,no,true,chrX ChrY,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8df2b0f8fd4c388'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-03 01:01:42.326047,48080,1785.544462
3935639236,bam,2016-04-23 13:17:56.236250,slurm_normal,,main_w2_handler0,2677465,12581672,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6783702.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59667ee298c38e04c'}]","""2""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29565737,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-23 14:49:57.864052,69385,5521.627802
3725109688,bam,2016-05-02 18:18:45.280620,slurm_normal,,main_w1_handler2,2595678,12736939,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6935660.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e22972e1909e123'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 18:52:58.612906,48080,2053.3322860000003
19883983338,bam,2016-04-21 17:01:33.131398,slurm_normal,,main_w1_handler2,2632353,12552454,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6744512.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586809a735c0617b0'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,29591805,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-21 23:41:45.671642,43569,24012.540244
3271269866,bam,2016-04-16 21:54:25.441677,slurm_normal,,main_w2_handler0,2671234,12487518,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6679265.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f9a96b599bd3b84'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-16 22:12:43.328483,44552,1097.886806
3454612247,bam,2016-05-03 16:44:22.576709,slurm_normal,,main_w1_handler1,2595678,12759842,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6956467.roundup,slurm,,corral-repl,,false,1,false,0.0,no,no,false,chrM chrY,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515cdf207efc2e680'}]","""1""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-03 19:05:31.107960,48080,8468.531251
4894952686,bam,2016-03-22 08:37:55.134259,slurm_normal,,main_w2_handler1,2614976,12223170,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6436553.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,23539302,,"""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29132729,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-03-22 08:59:48.696803,49259,1313.5625440000001
1392864295,bam,2016-04-16 21:54:21.756165,slurm_normal,,main_w1_handler1,2671234,12487513,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6679141.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56868f04e09a31144'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-16 22:05:10.161529,44552,648.4053640000001
19464971397,bam,2016-04-19 05:20:07.306835,slurm_normal,,main_w1_handler0,2632353,12516592,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6706471.roundup,slurm,,corral-repl,,false,1,false,0.0,no,no,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c786d0b641cf293'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,29591805,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-19 06:09:34.534376,43569,2967.227541
3919841367,bam,2016-05-05 19:54:47.009566,slurm_normal,,main_w1_handler2,2595678,12798082,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6998104.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7aa526280aff24e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,2.0,2451960000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-05 20:30:39.878739,48080,2152.869173
3260598363,bam,2016-04-26 20:28:52.963022,slurm_normal,,main_w2_handler1,2671234,12630594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6832220.roundup,slurm,,corral-repl,,false,1,false,0.0,no,no,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569ede0e8fd819c13'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bedgraph""","""""",2,2.0,2451960000,1.0,1x,,29409137,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-26 20:37:04.698759,44552,491.73573700000003
4584264448,bam,2016-05-11 09:25:34.790474,slurm_normal,,main_w1_handler0,2697685,12853632,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7054111.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d65ce27d315343a'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,30154784,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-11 10:05:07.666516,79463,2372.8760420000003
3919841367,bam,2016-05-05 06:23:43.684314,slurm_normal,,main_w1_handler1,2595678,12788992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6986640.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7aa526280aff24e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-05 06:59:34.582728,48080,2150.8984140000002
