bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.advancedOpt.MNase,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.filterRNAstrand,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamInput,parameters.bamInput.values,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.scaleFactor,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
3919908018,bam,2016-05-03 16:35:59.242385,slurm_normal,,main_w1_handler1,2595678,12759803,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6956354.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b5e66ba6dc743'}]","""1""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-03 19:00:03.481005,48080,8644.23862
2338771856,bam,2016-05-12 07:00:05.621479,slurm_normal,,main_w2_handler1,2661554,12864612,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7065424.roundup,slurm,,corral-repl,,false,1,false,0.0,no,no,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5250fa1176c832aee'}]","""1""","""/galaxy-repl/main/files/014/978/dataset_14978812.dat""","""Arabidopsis_v1""","""bigwig""","""""",1,,,,no,,29798093,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-12 07:14:36.968481,73455,871.3470020000001
20437267824,bam,2016-04-15 05:42:58.849675,slurm_normal,,main_w1_handler2,1550125,12461650,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6656572.roundup,slurm,,corral-repl,,false,1,false,0.0,no,forward,false,,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ccd6b3e194ad46a'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",0,,,1.0,rpkm,,28971447,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-15 05:43:54.322636,29919,55.472961000000005
5945036856,bam,2016-04-01 02:29:38.086329,slurm_normal,,main_w2_handler0,2652776,12306578,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6514355.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,24095106,,"""20""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,28021890,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-01 03:37:01.849540,42951,4043.7632110000004
3725109688,bam,2016-05-02 21:07:12.739586,slurm_normal,,main_w1_handler2,2595678,12738820,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6938553.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e22972e1909e123'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 21:45:24.824905,48080,2292.0853190000003
3725109688,bam,2016-05-02 23:29:42.104148,slurm_normal,,main_w1_handler0,2595678,12741681,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6941898.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ebced10c3fec8da'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-03 00:02:35.839932,48080,1973.7357840000002
2645200017,bam,2016-04-09 07:21:16.661265,slurm_normal,,main_w1_handler0,2661725,12398606,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6598150.roundup,slurm,,corral-repl,,False,1,False,0.0,no,no,False,,1,,,yes,False,,24226795,,"""1""","""/galaxy-repl/main/files/014/978/dataset_14978812.dat""","""Arabidopsis_v1""","""bigwig""","""""",1,,,,no,,27646062,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-04-09 07:38:50.160946,73455,1053.499681
3725109688,bam,2016-05-03 04:21:48.179686,slurm_normal,,main_w1_handler1,2595678,12743143,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6946406.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e22972e1909e123'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-03 04:54:27.219497,48080,1959.039811
3919841364,bam,2016-05-11 13:07:15.729251,slurm_normal,,main_w2_handler0,2595678,12855429,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7056020.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58991b9ea046d5f14'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-11 13:44:00.456839,48080,2204.727588
3919908024,bam,2016-05-11 16:13:56.580499,slurm_normal,,main_w1_handler0,2595678,12858346,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7058812.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2e02ad930ee03de'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-11 16:52:58.290153,48080,2341.7096540000002
3919841367,bam,2016-05-05 20:38:04.987211,slurm_normal,,main_w2_handler0,2595678,12798733,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6998909.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7aa526280aff24e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-06 03:51:05.392965,48080,25980.405754000003
4584694103,bam,2016-05-09 04:56:51.080120,slurm_normal,,main_w2_handler1,2697685,12827584,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7028594.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5165f9f702fbec542'}]","""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,28673878,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-09 05:20:37.572437,79463,1426.4923170000002
3919908018,bam,2016-05-02 18:18:47.272085,slurm_normal,,main_w2_handler1,2595678,12736942,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6936421.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b5e66ba6dc743'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 19:48:01.320079,48080,5354.0479940000005
3725109688,bam,2016-05-10 23:08:29.593786,slurm_normal,,main_w1_handler0,2595678,12849766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7049690.roundup,slurm,,corral-repl,,false,1,false,0.0,no,no,false,chrM,1,,,yes,false,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ebced10c3fec8da'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-10 23:45:21.408565,48080,2211.8147790000003
3919841367,bam,2016-05-05 18:32:33.228913,slurm_normal,,main_w2_handler1,2595678,12797495,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6997143.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7aa526280aff24e'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-05 19:11:30.512809,48080,2337.2838960000004
3919841367,bam,2016-05-05 15:01:09.218883,slurm_normal,,main_w2_handler0,2595678,12794768,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6994359.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7aa526280aff24e'}]","""100""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-05 15:42:40.124663,48080,2490.90578
3919908018,bam,2016-05-02 21:06:52.102671,slurm_normal,,main_w2_handler1,2595678,12738815,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6938548.roundup,slurm,,corral-repl,,,0,,,,,,,,,,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b5e66ba6dc743'}]","""50""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bigwig""","""""",2,1.0,2150570000,1.0,1x,,29538637,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.2.2.0,2.2.2.0,,2016-05-02 21:47:55.441208,48080,2463.338537
