create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-02 13:15:23.964930,slurm_normal,,main_w4_handler1,3414483,18234781,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1712412582,bed,12315390,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33630791}]","""""",,43157292,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-02-02 13:17:19.399667,108456,115.43473700000001
2017-06-20 10:01:15.752230,slurm_normal,,main_w4_handler0,457021,16141030,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1309732105,bed,10220482.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30092715}]","""""",,37288649,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-20 10:02:38.199542,3657,82.44731200000001
2017-11-05 17:41:07.520886,slurm_normal,,main_w3_handler1,3289843,17337039,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1716722691,bed,11399445,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32067824}]","""""",,40909239,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-11-05 17:42:47.495182,49587,99.97429600000001
2017-06-21 13:33:33.331661,slurm_normal,,main_w3_handler1,3141657,16153589,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",901693413,bed,10232160.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 30110045}]","""""",,38461193,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-21 13:36:11.996293,75605,158.664632
2017-06-22 04:12:32.622859,slurm_normal,,main_w3_handler0,3141657,16160382,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",765509006,bed,10238356.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 30110047}]","""""",,38623847,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-22 04:15:36.963898,75605,184.34103900000002
2017-07-25 07:13:05.062619,slurm_normal,,main_w4_handler1,3198404,16410475,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",809340445,bed,10475405.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30599305}]","""""",,39241080,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-07-25 07:14:34.472122,108823,89.409503
2017-11-28 02:29:11.631447,slurm_normal,,main_w3_handler0,3342245,17613065,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1228075614,bed,11673845,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32575217}]","""""",,42294544,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-11-28 02:42:58.624848,108066,826.9934010000001
2017-09-25 09:38:16.108384,slurm_normal,,main_w3_handler0,3191575,16919842,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1998885484,bed,10989042.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617142}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:40:30.042995,108826,133.93461100000002
2017-11-28 02:43:24.537317,slurm_normal,,main_w4_handler0,3342245,17613131,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1228075614,bed,11673856,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32575217}]","""""",,42294544,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-11-28 02:44:49.872893,108066,85.335576
2018-02-02 12:38:07.574942,slurm_normal,,main_w3_handler0,3414483,18234476,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1466743131,bed,12315091,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33630576}]","""""",,43157292,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-02-02 12:40:19.111267,108456,131.536325
2018-01-04 21:56:12.867155,slurm_normal,,main_w3_handler1,3359375,17949179,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",889563885,bed,12025543,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33179048}]","""""",,42568494,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-01-04 21:58:31.795489,55887,138.928334
2017-05-23 16:52:28.608234,slurm_normal,,main_w3_handler1,3114391,15919132,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6156790661,bed,10016773.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29734863}]","""""",,38015286,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-23 16:54:29.012280,106060,120.40404600000001
2018-01-22 17:41:41.388012,slurm_normal,,main_w3_handler0,2922150,18121237,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2440922701,bed,12200960,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29223591}]","""""",,41648724,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-01-22 17:43:19.535681,46988,98.14766900000001
2017-07-25 07:12:53.069241,slurm_normal,,main_w4_handler1,3198404,16410471,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",842888225,bed,10475401.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30599304}]","""""",,39241080,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-07-25 07:15:19.666432,108823,146.597191
2017-12-11 13:58:10.718224,slurm_normal,,main_w3_handler1,3341412,17772949,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4373051953,bed,11841754,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32859059}]","""""",,42177140,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-12-11 14:00:00.007333,91720,109.28910900000001
2017-05-26 18:03:32.277631,slurm_normal,,main_w3_handler0,3128789,15947724,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3569072037,bed,10046274.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29786502}]","""""",,38082973,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-26 18:11:37.127599,1228,484.84996800000005
2017-11-28 02:47:48.374816,slurm_normal,,main_w4_handler1,3342245,17613149,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1228075614,bed,11673880,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32575217}]","""""",,42294872,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-11-28 02:48:56.215379,108066,67.840563
2017-05-21 15:59:29.746769,slurm_normal,,main_w3_handler1,3118498,15900467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",816600268,bed,9999498.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29692659}]","""""",,36283865,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-21 16:00:45.396341,1228,75.649572
2017-06-21 11:52:56.802912,slurm_normal,,main_w4_handler1,3141657,16152769,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1124637841,bed,10231660.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 30110049}]","""""",,38679261,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-21 12:21:37.174673,75605,1720.371761
2017-05-23 16:44:37.778756,slurm_normal,,main_w3_handler1,3114391,15919078,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6156790661,bed,10016723.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29734863}]","""""",,38015286,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-23 16:47:10.331117,106060,152.55236100000002
2017-05-23 16:44:25.692530,slurm_normal,,main_w3_handler1,3114391,15919074,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6653537845,bed,10016718.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29734926}]","""""",,38015286,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-23 16:46:28.562953,106060,122.870423
2017-09-25 09:39:39.543811,slurm_normal,,main_w4_handler1,3191575,16919873,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2581764923,bed,10989066.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617329}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:41:17.530890,108826,97.98707900000001
2018-01-04 21:51:16.742482,slurm_normal,,main_w4_handler0,3359375,17949136,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",889563885,bed,12025495,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33179048}]","""""",,42568494,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-01-04 21:54:20.688586,55887,183.94610400000002
2017-11-05 17:47:01.824555,slurm_normal,,main_w4_handler1,3289843,17337120,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1716722691,bed,11399509,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32067757}]","""""",,40909239,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-11-05 17:48:33.047467,49587,91.22291200000001
2017-08-31 09:00:01.382679,slurm_normal,,main_w3_handler1,3172658,16701051,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1542769431,bed,10773676.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31056183}]","""""",,38978439,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-08-31 09:06:09.770615,108204,368.387936
2017-09-25 09:38:17.897946,slurm_normal,,main_w3_handler0,3191575,16919844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1323462026,bed,10989043.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617326}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:39:45.654465,108826,87.75651900000001
2018-01-01 23:20:00.387686,slurm_normal,,main_w3_handler0,3359375,17926658,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",889563885,bed,12002182,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33125865}]","""""",,42568494,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-01-01 23:21:04.731218,55887,64.34353200000001
2017-09-25 09:39:43.105869,slurm_normal,,main_w4_handler0,3191575,16919878,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1193358399,bed,10989241.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617357}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:56:31.742837,108826,1008.636968
2017-12-11 14:13:21.163626,slurm_normal,,main_w4_handler0,3341412,17773058,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4373051953,bed,11841864,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32859059}]","""""",,42177140,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-12-11 14:15:03.099288,91720,101.93566200000001
2017-09-25 09:39:40.650847,slurm_normal,,main_w3_handler1,3191575,16919875,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2512901332,bed,10989077.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617338}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:41:32.112953,108826,111.462106
2018-02-02 13:02:16.053561,slurm_normal,,main_w4_handler1,3414483,18234683,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1466743131,bed,12315298,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33630576}]","""""",,43157292,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-02-02 13:04:14.139223,108456,118.08566200000001
2017-05-21 15:55:05.128060,slurm_normal,,main_w4_handler0,3118498,15900463,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",816600268,bed,9999495.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29692659}]","""""",,36283865,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-21 15:57:05.802153,1228,120.67409300000001
2017-12-11 14:44:57.219873,slurm_normal,,main_w3_handler1,3341412,17773230,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4022447159,bed,11842070,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32859579}]","""""",,42177140,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-12-11 14:46:26.307142,91720,89.087269
2017-12-12 15:50:18.449354,slurm_normal,,main_w4_handler1,3356722,17785950,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1493922149,bed,11854190,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 32879746}]","""""",,42605665,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-12-12 15:51:48.445111,118215,89.99575700000001
2017-10-27 16:04:48.109322,slurm_normal,,main_w3_handler0,3290654,17241697,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29885388011,vcf,11302271,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31905233}]","""""",,41507951,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-10-27 16:06:08.317367,77417,80.208045
2017-09-27 15:31:02.338506,slurm_normal,,main_w3_handler0,2996992,16948340,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3167403322,bed,11017596.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","[{'src': 'hda', 'id': 31426457}]","""""",,40818609,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-27 15:33:06.539898,75600,124.20139200000001
2017-06-20 09:49:49.457735,slurm_normal,,main_w3_handler1,457021,16140939,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1309732105,bed,10220379.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30092715}]","""""",,37288649,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-20 09:51:10.668197,3657,81.210462
2018-02-20 19:49:02.907693,slurm_normal,,main_w4_handler1,3394334,18451766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1456082521,bed,12546760,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33962570}]","""""",,42944333,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-02-20 19:50:46.122358,117711,103.21466500000001
2018-02-02 13:01:55.535430,slurm_normal,,main_w3_handler1,3414483,18234679,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1712412582,bed,12315295,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33630791}]","""""",,43157292,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2018-02-02 13:04:21.300911,108456,145.76548100000002
2017-06-21 13:23:37.651875,slurm_normal,,main_w4_handler1,3141657,16153522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",901693413,bed,10232070.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 30110045}]","""""",,38461193,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-21 13:26:40.734014,75605,183.082139
2017-06-21 11:52:57.502942,slurm_normal,,main_w3_handler1,3141657,16152770,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",858037021,bed,10231752.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 30110051}]","""""",,38679261,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-21 12:31:51.638089,75605,2334.135147
2017-07-25 07:12:33.373599,slurm_normal,,main_w3_handler1,3198404,16410470,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",803342185,bed,10475400.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30599303}]","""""",,39241080,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-07-25 07:14:57.364300,108823,143.990701
