chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-11 19:19:16.689474,slurm_normal,,main_w2_handler1,2763076,13377401,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",264952390,gtf,7588462.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56a1eb0dcbc66e387'}]",,31395272,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-07-11 19:23:28.786526,,252.09705200000002
,,2016-04-07 12:48:19.862591,slurm_normal,,main_w1_handler1,2660747,12363680,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",428719079,gff,6567232.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24182424,,,29445865,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-04-07 12:52:48.826312,81993.0,268.963721
,,2016-01-13 00:48:27.291428,slurm_normal,,main_w2_handler1,2562386,11485439,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6641096,gtf,5747823.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22872695,,,27348780,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-01-13 00:58:00.889812,68816.0,573.598384
,,2016-09-08 17:15:42.961334,slurm_normal,,main_w4_handler0,2803888,13809087,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5225325358,gff,8029987.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a11be297547e2ec'}]",,32693561,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-09-08 17:22:43.413289,89300.0,420.451955
,,2015-10-19 08:34:19.772473,slurm_normal,,main_w1_handler0,2437863,10636748,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",597255348,gff3,4900651.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21610864,,,25767795,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-10-19 08:37:04.180671,62952.0,164.408198
,,2017-05-31 12:50:47.508857,slurm_normal,,main_w3_handler1,1999946,15978217,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",775907108,gff3,10073965.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/020/124/dataset_20124096.dat""","""GRCm38.p5""",,"[{'src': 'hda', 'id': 29831477}]",,38327344,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2017-05-31 12:55:50.102426,44237.0,302.593569
1019418.0,len,2015-09-21 03:42:39.796902,slurm_normal,,main_w1_handler2,2437929,10369991,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",206970974,gff3,4650924.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/012/488/dataset_12488609.dat""","""?""",21100294,,,25244121,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-09-21 03:45:03.586648,69193.0,143.789746
,,2015-05-25 13:06:14.052126,slurm_normal,,main_w1_handler0,2295660,9529005,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5117709854,gff3,3844161.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/011/309/dataset_11309101.dat""","""Niben.genome.v1.0.1.scf.nrctgs""",19641389,,,22934033,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-05-25 13:09:39.909060,55778.0,205.85693400000002
,,2017-05-31 13:43:58.111703,slurm_normal,,main_w3_handler1,1999946,15978800,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",775907108,gff3,10074498.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/020/127/dataset_20127578.dat""","""GRCm38.p5.genome.fa""",,"[{'src': 'hda', 'id': 29832470}]",,38339576,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2017-05-31 13:52:36.368528,44237.0,518.256825
,,2016-07-01 12:31:49.318080,slurm_normal,,main_w2_handler0,2754938,13305409,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2700427997,gff,7507208.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f1ed3ee0ff6b66b'}]",,31218830,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-07-01 12:36:20.727518,86849.0,271.409438
,,2015-02-13 03:30:31.706055,rodeo_normal,,main_w2_handler1,2175032,8717853,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",188293613,gff3,2744427.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/010/388/dataset_10388325.dat""","""Nvec_1""",18497650,,,20515251,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-02-13 03:34:52.410657,58337.0,260.704602
,,2016-06-09 18:08:38.443692,slurm_normal,,main_w1_handler0,2733124,13125197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",898035336,gff,7309536.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56961a07f950557a3'}]",,30429707,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-06-09 18:12:35.447648,85090.0,237.00395600000002
2112356.0,len,2016-03-18 06:24:28.265939,slurm_normal,,main_w2_handler1,2628463,12175450,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",226025689,gff3,6391455.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/014/769/dataset_14769017.dat""","""?""",23898763,,,28634670,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-03-18 06:27:46.482753,79355.0,198.216814
,,2015-03-18 21:05:04.078790,rodeo_normal,,main_w1_handler1,2235363,8981914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",916092088,gtf,3228682.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18902509,,,21748177,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-03-18 21:08:19.603195,59004.0,195.524405
,,2016-11-15 01:34:08.836213,slurm_normal,,main_w4_handler0,2892229,14340555,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21023361,gtf,8546848.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/017/833/dataset_17833214.dat""","""neems""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d73d177fa3db02a2'}]",,33536107,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-11-15 01:35:33.833381,91348.0,84.997168
,,2015-10-21 11:09:48.537743,slurm_normal,,main_w1_handler2,2461686,10668652,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",531976551,gtf,4933088.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21631252,,,25809381,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-10-21 11:14:13.839939,67480.0,265.30219600000004
,,2015-07-24 14:59:51.245167,slurm_normal,,main_w2_handler1,2372951,9967144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45615115,gtf,4251477.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",20434299,,,24044338,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-07-24 15:01:52.719471,65809.0,121.474304
,,2015-04-13 03:50:35.152136,slurm_normal,,main_w2_handler1,2264872,9211722,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23011999173,gtf,3494167.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19246471,,,22399416,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-04-13 03:59:49.592138,58169.0,554.440002
1217278.0,len,2015-02-23 05:25:12.837696,rodeo_normal,,main_w1_handler0,2182108,8790064,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29570787,gff3,2875120.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/010/237/dataset_10237250.dat""","""?""",18438449,,,20611288,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-02-23 05:26:37.194190,58697.0,84.35649400000001
,,2016-01-29 17:09:13.878146,slurm_normal,,main_w2_handler1,1618202,11633162,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",370977427,gff3,5896431.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/macFas5.len""","""macFas5""",23084093,,,27911815,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2016-01-29 17:12:18.370647,4402.0,184.492501
352.0,len,2017-06-02 11:21:30.126898,slurm_normal,,main_w4_handler0,3135646,15998474,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1576299054,gff3,10092733.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/020/152/dataset_20152891.dat""","""wheat_v1""",,"[{'src': 'hda', 'id': 29863123}]",,38375793,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2017-06-02 11:33:37.212218,106990.0,727.08532
,,2015-04-04 02:52:17.824942,slurm_normal,,main_w1_handler0,2257258,9137445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",847928511,gtf,3420484.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19137398,,,22208451,error,CONVERTER_gff_to_interval_index_0,1.0.0,,2015-04-04 02:55:38.087270,61858.0,200.26232800000002
