chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.biasSpeedSamp,parameters.adv.consistentHits,parameters.adv.coverage,parameters.adv.dumpEq,parameters.adv.extraSensitive,parameters.adv.fldMax,parameters.adv.fldMean,parameters.adv.fldSD,parameters.adv.forgettingFactor,parameters.adv.gcSizeSamp,parameters.adv.incompatPrior,parameters.adv.initUniform,parameters.adv.maxOcc,parameters.adv.maxReadOcc,parameters.adv.minLen,parameters.adv.noBiasLengthThreshold,parameters.adv.noEffectiveLengthCorrection,parameters.adv.noFragLengthDist,parameters.adv.numAuxModelSamples,parameters.adv.numBiasSamples,parameters.adv.numBootstraps,parameters.adv.numGibbsSamples,parameters.adv.numPreAuxModelSamples,parameters.adv.perTranscriptPrior,parameters.adv.sensitive,parameters.adv.splitSpanningSeeds,parameters.adv.splitWidth,parameters.adv.strictIntersect,parameters.adv.useVBOpt,parameters.adv.vbPrior,parameters.adv.writeMappings,parameters.adv.writeUnmappedNames,parameters.chromInfo,parameters.dbkey,parameters.gcBias,parameters.geneMap.values,parameters.input_mate1|__identifier__,parameters.input_mate2|__identifier__,parameters.input_singles|__identifier__,parameters.perfectHash,parameters.quasi_orphans.__current_case__,parameters.quasi_orphans.allowOrphans,parameters.quasi_orphans.type,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerLen,parameters.refTranscriptSource.ownFile.values,parameters.sasamp,parameters.seqBias,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-11 17:31:51.593509,slurm_normal,,1168721415.0,tabular,main_w4_handler1,3188145,16312400,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8504652361.0,fastqsanger,10379908.roundup,slurm,,corral-repl,1170281452,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30391238}]",,,,"""true""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 30391198}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 30391156}]",,single,U,,38660545.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-07-11 17:55:31.765250,107547,1420.171741
,,2017-10-11 20:28:31.343542,slurm_normal,,,,main_w4_handler1,1639242,17082112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19265142351.0,fastqsanger,19265142351.0,fastqsanger,,,11137845.roundup,slurm,,corral-repl,998131355,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""true""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 31585666}]","""1""","""true""",1,"[{'src': 'hda', 'id': 31651742}]","[{'src': 'hda', 'id': 31651741}]",,I,paired,U,,40076091.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-10-11 20:35:32.201047,31997,420.857505
,,2017-05-22 17:31:20.454195,reserved,,394068240.0,gff3,main_w4_handler0,3122072,15908411,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2587688498.0,fastqsanger,10006558.roundup,slurm,,corral-repl,3275274756,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29718843}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29719084}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29718701}]",,single,U,,38029962.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-05-22 17:38:44.953229,5254,444.49903400000005
,,2018-02-06 02:37:52.098062,slurm_normal,,,,main_w4_handler1,3407201,18264909,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4128250634.0,fastqsanger.gz,12346768,slurm,,corral-repl,901423644,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 33582638}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 33529839}]",,single,U,,43567483.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-06 03:06:53.623510,117347,1741.525448
,,2018-02-06 06:35:22.502831,slurm_normal,,,,main_w4_handler0,3407201,18266778,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,5837197156.0,fastqsanger.gz,12348556,slurm,,corral-repl,901423644,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 33582638}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 33529846}]",,single,U,,43567483.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-06 06:59:08.790808,117347,1426.2879770000002
,,2018-03-01 04:16:19.518403,slurm_normal,,2870203209.0,tabular,main_w3_handler1,3446812,18559248,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2821228598.0,fastqsanger,12656027,slurm,,corral-repl,2927607333,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/rn6.len""","""rn6""","""false""","[{'src': 'hda', 'id': 34134842}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34128851}]","""1""","""true""",0,,,"[{'src': 'hda', 'id': 34125344}]",,single,U,,44245754.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-03-01 04:38:09.193751,122679,1309.675348
,,2018-03-01 04:16:18.177330,slurm_normal,,2870203209.0,tabular,main_w4_handler0,3446812,18559245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3808993314.0,fastqsanger,12656003,slurm,,corral-repl,2927607333,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/rn6.len""","""rn6""","""false""","[{'src': 'hda', 'id': 34134842}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34128851}]","""1""","""true""",0,,,"[{'src': 'hda', 'id': 34125341}]",,single,U,,44245754.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-03-01 04:34:37.054699,122679,1098.877369
,,2017-09-27 14:08:23.706402,slurm_normal,,,,main_w4_handler0,3262674,16947294,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6716037.0,bam,11016600.roundup,slurm,,corral-repl,9997704420,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 31443093}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 31442867}]",,single,U,,40909630.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-09-27 14:16:04.321283,112066,460.614881
,,2017-05-21 12:10:23.243520,slurm_normal,,,,main_w3_handler1,2837603,15899947,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7910889724.0,fasta,9999036.roundup,slurm,,corral-repl,6184731904,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29705825}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29705773}]",,single,U,,38110669.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-05-21 12:22:12.836868,80608,709.593348
,,2018-02-06 02:37:52.364182,slurm_normal,,,,main_w3_handler1,3407201,18264910,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4482689095.0,fastqsanger.gz,12346642,slurm,,corral-repl,901423644,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 33582638}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 33529840}]",,single,U,,43567483.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-06 02:50:12.207560,117347,739.843378
