chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.biasSpeedSamp,parameters.adv.consistentHits,parameters.adv.coverage,parameters.adv.dumpEq,parameters.adv.extraSensitive,parameters.adv.fldMax,parameters.adv.fldMean,parameters.adv.fldSD,parameters.adv.forgettingFactor,parameters.adv.gcSizeSamp,parameters.adv.incompatPrior,parameters.adv.initUniform,parameters.adv.maxOcc,parameters.adv.maxReadOcc,parameters.adv.minLen,parameters.adv.noBiasLengthThreshold,parameters.adv.noEffectiveLengthCorrection,parameters.adv.noFragLengthDist,parameters.adv.numAuxModelSamples,parameters.adv.numBiasSamples,parameters.adv.numBootstraps,parameters.adv.numGibbsSamples,parameters.adv.numPreAuxModelSamples,parameters.adv.perTranscriptPrior,parameters.adv.sensitive,parameters.adv.splitSpanningSeeds,parameters.adv.splitWidth,parameters.adv.strictIntersect,parameters.adv.useVBOpt,parameters.adv.vbPrior,parameters.adv.writeMappings,parameters.adv.writeUnmappedNames,parameters.chromInfo,parameters.dbkey,parameters.gcBias,parameters.geneMap.values,parameters.input_mate1|__identifier__,parameters.input_mate2|__identifier__,parameters.input_singles|__identifier__,parameters.perfectHash,parameters.quasi_orphans.__current_case__,parameters.quasi_orphans.allowOrphans,parameters.quasi_orphans.type,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerLen,parameters.refTranscriptSource.ownFile.values,parameters.sasamp,parameters.seqBias,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-29 17:51:45.391415,slurm_normal,,2732482788.0,tabular,main_w3_handler1,3166712,16225136,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,5858565584.0,fastqsanger,10301102.roundup,slurm,,corral-repl,2766514384,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30237178}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 30236469}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 30236483}]",,single,U,,39003184.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-06-29 18:02:15.348216,107694,629.956801
,,2017-09-01 13:57:44.992823,slurm_normal,,,,main_w3_handler0,3070834,16711328,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5116315913.0,fastqsanger,5116315913.0,fastqsanger,,,10783881.roundup,slurm,,corral-repl,602583781,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 31069845}]","""1""","""false""",1,"[{'src': 'hda', 'id': 31054859}]","[{'src': 'hda', 'id': 31054860}]",,I,paired,U,,40157072.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-09-01 14:06:10.712294,103982,505.71947100000006
,,2018-02-28 05:41:30.878136,slurm_normal,,,,main_w4_handler0,3425081,18544198,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",529335576.0,fastqsanger,529294918.0,fastqsanger,,,12640910,slurm,,corral-repl,2776390504,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,true,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34104125}]","""1""","""false""",1,"[{'src': 'hda', 'id': 33794156}]","[{'src': 'hda', 'id': 33794171}]",,I,paired,U,,43770739.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-28 06:14:53.466299,121559,2002.5881630000001
,,2018-02-06 02:37:55.351717,slurm_normal,,,,main_w3_handler0,3407201,18264922,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4301826483.0,fastqsanger.gz,12346817,slurm,,corral-repl,901423644,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 33582638}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 33529851}]",,single,U,,43567483.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-06 03:09:03.224785,117347,1867.873068
,,2018-02-28 05:41:25.097673,slurm_normal,,,,main_w3_handler1,3425081,18544192,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",940975146.0,fastqsanger,917178320.0,fastqsanger,,,12640888,slurm,,corral-repl,2776390504,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,true,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34104125}]","""1""","""false""",1,"[{'src': 'hda', 'id': 33794038}]","[{'src': 'hda', 'id': 33794023}]",,I,paired,U,,43770739.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-28 06:10:03.883495,121559,1718.785822
,,2017-05-31 20:43:27.667722,slurm_normal,,,,main_w3_handler1,3134891,15982574,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,122865628.0,fastq.gz,10078082.roundup,slurm,,corral-repl,2842837202,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29839137}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29838699}]",,single,U,,38347446.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-05-31 21:22:44.870622,106951,2357.2029
,,2018-03-07 04:17:20.496232,slurm_normal,,109525328.0,gtf,main_w4_handler0,3454353,18634079,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4462147127.0,fastqsanger,4462147127.0,fastqsanger,,,12730628,slurm,,corral-repl,603874622,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 34256292}]","""reverse""","""reverse""",,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34256583}]","""1""","""true""",1,"[{'src': 'hda', 'id': 34254137}]","[{'src': 'hda', 'id': 34254137}]",,I,paired,U,,44384456.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-03-07 04:39:30.681691,123472,1330.185459
,,2018-02-06 02:37:48.486038,slurm_normal,,,,main_w4_handler1,3407201,18264895,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3750924641.0,fastqsanger.gz,12346607,slurm,,corral-repl,901423644,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 33582638}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 33529826}]",,single,U,,43567483.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-06 02:43:57.160964,117347,368.674926
,,2017-06-29 17:15:42.181965,slurm_normal,,2732482788.0,tabular,main_w3_handler0,3166712,16224870,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6590081719.0,fastqsanger,10300963.roundup,slurm,,corral-repl,2766514384,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30237178}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 30236469}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 30236480}]",,single,U,,39001752.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-06-29 17:37:52.334977,107694,1330.153012
,,2018-03-07 04:17:49.479145,slurm_normal,,109525328.0,gtf,main_w4_handler0,3454353,18634112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3965090743.0,fastqsanger,3965090743.0,fastqsanger,,,12731225,slurm,,corral-repl,603874622,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 34256292}]","""forward""","""forward""",,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34256583}]","""1""","""true""",1,"[{'src': 'hda', 'id': 34253445}]","[{'src': 'hda', 'id': 34253445}]",,I,paired,U,,44384456.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-03-07 06:16:05.046345,123472,7095.5672
,,2018-01-12 19:40:55.410512,slurm_normal,,,,main_w4_handler1,3302699,18020867,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10397416946.0,fastqsanger,10397416946.0,fastqsanger,,,12099308,slurm,,corral-repl,603652986,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""true""",,,,,"""true""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 33292206}]","""1""","""true""",1,"[{'src': 'hda', 'id': 31931941}]","[{'src': 'hda', 'id': 31931942}]",,I,paired,U,,43150856.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-01-12 22:14:30.072179,67223,9214.661667
,,2017-06-29 16:27:45.891001,slurm_normal,,490668328.0,gff3,main_w3_handler0,3166712,16224538,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8221740207.0,fastqsanger,10300559.roundup,slurm,,corral-repl,2766514384,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30112022}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 30236469}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 30236476}]",,single,U,,38999678.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-06-29 16:34:02.904313,107694,377.01331200000004
,,2017-06-29 00:02:19.443209,slurm_normal,,2730875941.0,tabular,main_w4_handler1,2941915,16218334,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1452768451.0,fastq,1452768451.0,fastq,,,10294636.roundup,slurm,,corral-repl,2776390504,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30227329}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 30227259}]","""1""","""false""",1,"[{'src': 'hda', 'id': 30226984}]","[{'src': 'hda', 'id': 30227044}]",,I,paired,SF,,38982952.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-06-29 00:17:21.053074,97490,901.609865
,,2018-02-28 05:41:44.483347,slurm_normal,,,,main_w3_handler0,3425081,18544210,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",850132678.0,fastqsanger,797645487.0,fastqsanger,,,12640754,slurm,,corral-repl,2776390504,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,true,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",,,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34104125}]","""1""","""false""",1,"[{'src': 'hda', 'id': 33795015}]","[{'src': 'hda', 'id': 33795009}]",,I,paired,U,,43770739.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-02-28 05:53:12.247315,121559,687.7639680000001
,,2017-06-15 07:45:36.984635,slurm_normal,,440716966.0,gtf,main_w4_handler0,3144035,16106184,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3398412681.0,fastqsanger,3398412681.0,fastqsanger,,,10189920.roundup,slurm,,corral-repl,1388878922,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""","""false""","[{'src': 'hda', 'id': 29936745}]",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29936743}]","""1""","""false""",1,"[{'src': 'hda', 'id': 30035449}]","[{'src': 'hda', 'id': 30035454}]",,I,paired,SF,,38440355.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2017-06-15 07:48:38.838904,106675,181.85426900000002
,,2018-03-07 04:17:34.010211,slurm_normal,,109525328.0,gtf,main_w3_handler0,3454353,18634093,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2685741084.0,fastqsanger,2685741084.0,fastqsanger,,,12730910,slurm,,corral-repl,603874622,fasta,,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 34256292}]","""forward""","""forward""",,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34256583}]","""1""","""true""",1,"[{'src': 'hda', 'id': 34254125}]","[{'src': 'hda', 'id': 34254125}]",,I,paired,U,,44384456.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.8.2,0.8.2,,2018-03-07 05:33:49.705809,123472,4575.695598
