create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.sum,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-05 22:58:49.165834,slurm_normal,,main_w4_handler0,2871876,14261458,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",887352523,gd_genotype,8470029.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/017/709/dataset_17709438.dat""","""GlycineMax_v2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5848e7781c9f005e7'}]","""yes""",,33947225,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-11-05 22:59:54.327626,74690,65.161792
