bed_file,bed_file_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bed_file.values,parameters.chromInfo,parameters.dbkey,parameters.flag.__current_case__,parameters.flag.filter,parameters.header,parameters.input1.values,parameters.library,parameters.mapq,parameters.outputtype,parameters.possibly_select_inverse,parameters.read_group,parameters.regions,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
16091649,bed,2017-02-18 03:05:01.686840,slurm_normal,,main_w3_handler0,2991641,15072013,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",67301965458,sam,9227459.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 28406416}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,no,"""-h""","[{'src': 'hda', 'id': 28393469}]","""""","""""","""bam""","""false""","""""","""""",,36134576,error,toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.2,1.1.2,,2017-02-18 03:05:36.910098,99913,35.223258
