chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-12-16 14:22:47.662861,slurm_normal,,main_w3_handler1,2931672,14592951,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1200689315,bed,8771485.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27660514}]","""""",,34879291.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-12-16 14:24:23.546475,86671.0,95.88361400000001
1017559.0,len,2016-01-11 21:57:37.898692,slurm_normal,,main_w1_handler2,2562409,11465320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1202053451,bedgraph,5731061.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/013/901/dataset_13901724.dat""","""dm6""",22850336,,"""-chrThenScoreD""",,27349644.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-01-11 22:16:51.505199,59928.0,1153.606507
,,2016-10-02 22:22:58.270532,slurm_normal,,main_w4_handler0,2835334,13992657,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1350998873,bed,8211996.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556c6deae460d5729'}]","""""",,33400245.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-10-02 22:26:48.856205,90250.0,230.585673
,,2016-10-09 15:12:49.503703,slurm_normal,,main_w3_handler1,2413460,14039378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2900647217,bed,8256802.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51fbc130a4cfaa134'}]","""""",,33553426.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-10-09 15:14:36.042460,68124.0,106.538757
,,2016-10-02 22:22:57.286081,slurm_normal,,main_w4_handler0,2835334,13992656,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1070052023,bed,8211995.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6f4da67ccf71bcd'}]","""""",,33400245.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-10-02 22:26:16.773876,90250.0,199.487795
,,2016-12-01 20:11:08.380652,slurm_normal,,main_w4_handler0,2908109,14466075,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1625487717,bed,8659907.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27463961}]","""""",,33322695.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-12-01 20:13:14.486077,17244.0,126.10542500000001
,,2017-02-14 17:33:42.006079,slurm_normal,,main_w3_handler1,2813231,15036825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486683642,bed,9193146.roundup,slurm,,corral-repl,,"""b7b4208af2db11e6b52f005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28348064}]","""-chrThenScoreD""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-14 18:00:01.326294,85575.0,1579.3202150000002
1017559.0,len,2016-01-11 21:55:20.843451,slurm_normal,,main_w1_handler0,2562409,11465308,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",977850479,bed,5731053.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/013/901/dataset_13901724.dat""","""dm6""",22850323,,"""-chrThenScoreD""",,27349644.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-01-11 22:14:38.484368,59928.0,1157.6409170000002
,,2016-12-16 14:17:04.591828,slurm_normal,,main_w3_handler0,2931672,14592861,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",886277559,bed,8771395.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27660518}]","""""",,34879291.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-12-16 14:18:10.373604,86671.0,65.78177600000001
,,2016-02-18 21:51:16.126568,slurm_normal,,main_w1_handler2,2604715,11872504,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3724891209,bed,6112828.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23411192,,"""""",,28479080.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-02-18 21:53:27.236826,20297.0,131.11025800000002
,,2016-04-07 08:23:48.231710,slurm_normal,,main_w2_handler1,2617934,12359610,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",909614759,bed,6564900.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",24176775,,"""""",,28741691.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-07 08:25:32.870323,,104.638613
,,2016-03-14 14:45:08.859033,slurm_normal,,main_w2_handler0,2133820,12127850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1842862133,bed,6347821.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23828628,,"""""",,28447967.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-03-14 14:46:59.076286,3102.0,110.21725300000001
,,2016-04-07 08:13:14.175296,slurm_normal,,main_w1_handler1,2617934,12359561,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",909614759,bed,6564851.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",24176775,,"""""",,28741691.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-07 08:17:26.038556,,251.86326000000003
,,2016-06-10 23:02:29.971865,slurm_normal,,main_w2_handler1,2377314,13137610,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",788080875,bed,7322173.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515dfc90d672dbdc5'}]","""""",,30789553.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-06-10 23:05:00.999151,39773.0,151.027286
,,2016-04-16 15:53:30.960876,slurm_normal,,main_w2_handler1,2671234,12485544,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1552459697,bed,6675158.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f296ba94073681b'}]","""""",,29510004.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-16 15:55:15.966814,44552.0,105.005938
,,2016-04-19 17:09:30.087604,slurm_normal,,main_w1_handler1,2589142,12526231,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",769830600,bed,6712630.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""dm6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a151e0b241d7565'}]","""""",,27907924.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-19 17:30:21.801155,59928.0,1251.713551
,,2016-12-16 14:22:41.243387,slurm_normal,,main_w4_handler0,2931672,14592950,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",905237340,bed,8771484.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27660512}]","""""",,34879291.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-12-16 14:24:01.794234,86671.0,80.550847
,,2016-04-19 15:35:32.703532,slurm_normal,,main_w2_handler0,2674710,12525424,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",544379120,bed,6711693.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54576526686fc2019'}]","""""",,29582379.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-19 15:54:31.104562,54046.0,1138.40103
,,2016-10-09 15:12:49.933035,slurm_normal,,main_w3_handler0,2413460,14039379,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2572364883,bed,8256801.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db3771035fba544c'}]","""""",,33553426.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-10-09 15:14:47.044448,68124.0,117.11141300000001
,,2016-04-04 20:27:28.996393,slurm_normal,,main_w1_handler1,2657246,12337608,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1711467229,bed,6543655.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24140469,,"""""",,28995124.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-04 20:31:14.025232,80488.0,225.028839
,,2016-03-03 22:11:48.862338,slurm_normal,,main_w2_handler0,2620255,12015060,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1486268008,bed,6243005.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23659498,,"""""",,28794674.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-03-03 22:16:02.355478,52087.0,253.49314
,,2016-04-04 08:08:28.600750,slurm_normal,,main_w1_handler1,2478539,12330735,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2289117233,bed,6537166.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24132128,,"""""",,29350808.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-04 08:26:42.741390,70907.0,1094.14064
,,2017-01-30 19:53:17.027806,slurm_normal,,main_w4_handler0,2975097,14908245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1402217245,bed,9064307.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28143219}]","""""",,35696643.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-01-30 19:55:27.090523,52630.0,130.06271700000002
,,2016-04-04 20:22:30.262237,slurm_normal,,main_w2_handler0,2657246,12337580,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1479102336,bed,6543626.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24141958,,"""""",,28995124.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-04 20:24:57.611147,80488.0,147.34891000000002
,,2016-12-16 14:23:13.011425,slurm_normal,,main_w3_handler0,2931672,14592956,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",886277559,bed,8771490.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27660518}]","""""",,34879291.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-12-16 14:24:18.500525,86671.0,65.48910000000001
,,2016-02-18 21:47:10.838761,slurm_normal,,main_w2_handler1,2604715,11872489,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3724891209,bed,6112802.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23411192,,"""""",,28479080.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-02-18 21:50:59.077897,20297.0,228.239136
,,2016-04-19 20:11:29.131295,slurm_normal,,main_w2_handler0,2663145,12527979,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1061750739,bed,6714067.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fbe11e57c4edd8a'}]","""""",,29514748.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-19 20:28:54.892122,,1045.760827
,,2016-04-09 21:10:35.006004,slurm_normal,,main_w1_handler1,2478539,12403723,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2289116680,bed,6603912.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24234743,,"""""",,29520830.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-09 21:45:09.278687,70907.0,2074.272683
,,2016-09-08 16:57:20.481018,slurm_normal,,main_w3_handler1,2803888,13808912,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2886787858,bed,8029820.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507ba464a51e786e8'}]","""""",,32693561.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-09-08 17:01:54.634656,89300.0,274.153638
,,2016-03-03 22:04:33.860803,slurm_normal,,main_w1_handler2,2620255,12014946,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3093966443,bed,6242868.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23659512,,"""""",,28794674.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-03-03 22:10:45.970668,52087.0,372.109865
,,2016-06-10 23:21:51.522749,slurm_normal,,main_w1_handler1,2377314,13137717,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",788080875,bed,7322448.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515dfc90d672dbdc5'}]","""""",,30789553.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-06-10 23:23:16.835594,39773.0,85.31284500000001
,,2017-01-22 07:51:11.188088,slurm_normal,,main_w3_handler0,2964068,14838895,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3085587796,bed,8999230.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28034670}]","""""",,35186312.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-01-22 07:53:01.810422,79460.0,110.62233400000001
,,2016-04-29 16:29:46.590249,slurm_normal,,main_w2_handler1,2676334,12690705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1601061845,bed,6890167.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f336322cb4b43892'}]","""""",,29238448.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-29 16:32:44.412998,47842.0,177.82274900000002
,,2016-04-04 20:27:51.131098,slurm_normal,,main_w2_handler1,2657246,12337612,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1700423873,bed,6543679.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24140626,,"""""",,28995124.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-04 20:33:21.763221,80488.0,330.63212300000004
,,2016-07-21 14:09:55.664765,slurm_normal,,main_w2_handler1,2746724,13461793,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1557027101,bed,7676340.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca47f314503fcdcd'}]","""""",,31017502.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-07-21 14:34:07.358556,84331.0,1451.6937910000001
,,2016-10-20 05:32:25.356416,slurm_normal,,main_w4_handler0,2801917,14125508,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1174838260,bed,8340211.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5834b5d09c432f8ed'}]","""""",,32532779.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-10-20 05:46:30.143268,,844.7868520000001
,,2016-04-20 15:53:11.217165,slurm_normal,,main_w1_handler0,2677608,12538412,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",773943729,bed,6724688.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515418c08b1a32620'}]","""""",,29238448.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-20 15:55:52.890124,47842.0,161.67295900000002
,,2016-04-29 16:29:45.900763,slurm_normal,,main_w2_handler1,2676334,12690703,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1647215358,bed,6890165.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5163f610608c7324a'}]","""""",,29238448.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-29 16:32:29.966758,47842.0,164.06599500000002
,,2016-07-08 22:09:11.371424,slurm_normal,,main_w2_handler1,2729167,13364906,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",40794003711,bed,7574948.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5965b89819e191eef'}]","""""",,30737919.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-07-08 22:43:14.684805,77375.0,2043.3133810000002
,,2016-01-08 20:09:15.454180,slurm_normal,,main_w1_handler0,2517665,11425144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2167987124,bed,5687736.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22228524,,"""""",,26785092.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-01-08 20:11:12.521953,74111.0,117.067773
,,2016-01-04 12:10:21.280608,slurm_normal,,main_w1_handler1,2554340,11370504,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1037434992,bed,5643103.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22728864,,"""""",,27162908.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-01-04 12:12:36.066426,,134.785818
,,2016-04-29 16:29:44.944098,slurm_normal,,main_w2_handler1,2676334,12690702,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1421577603,bed,6890166.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5910456d9b541669b'}]","""""",,29238448.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2016-04-29 16:39:43.431881,47842.0,598.487783
