create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.mapq,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-14 02:35:27.114518,slurm_normal,,305505784,bed,main_w3_handler0,3251963,17099623,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",305505784,bed,11156617.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 31686141}]","[{'src': 'hda', 'id': 31686141}]","""255""",,40305695,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-10-14 02:41:16.845335,111006,349.730817
