create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.deviations,parameters.hist_width,parameters.inputFile,parameters.metric_accumulation_level,parameters.min_pct,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-26 10:55:24.980210,rodeo_normal,,main_w1_handler0,2210913,8818879,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4225314531,bam,2926713.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18643999,"[""ALL_READS""]","""0.05""",0,hg19,cached,"""LENIENT""",,21451480,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-02-26 10:57:22.938978,59819,117.958768
2015-02-25 12:37:20.835564,rodeo_normal,,main_w2_handler0,2086866,8811566,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4212499805,bam,2912279.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18627640,"""SAMPLE""","""0.05""",0,hg19,cached,"""LENIENT""",,21335111,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-02-25 12:38:32.973231,51793,72.13766700000001
2015-02-25 13:29:09.577644,rodeo_normal,,main_w2_handler0,2086866,8812237,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4212499805,bam,2913075.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18627640,"""ALL_READS""","""0.05""",0,hg19,cached,"""LENIENT""",,21335111,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-02-25 13:31:38.319045,51793,148.741401
2015-12-27 02:20:40.653490,slurm_normal_16gb,,main_w1_handler0,2549082,11332127,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1890859701,bam,5609808.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",22662087,"[""ALL_READS""]","""0.05""",0,hg19,cached,"""LENIENT""",,26306479,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-12-27 05:34:33.784076,65887,11633.130586000001
2015-02-25 12:43:11.484812,rodeo_normal,,main_w2_handler0,2086866,8811594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4212499805,bam,2912324.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18627640,"""SAMPLE""","""0.05""",0,hg19,cached,"""LENIENT""",,21335111,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-02-25 12:45:42.625720,51793,151.140908
2015-02-25 09:14:50.474066,rodeo_normal,,main_w2_handler1,2086866,8810682,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4212499805,bam,2910627.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18627640,"""ALL_READS""","""0.05""",0,hg19,cached,"""LENIENT""",,21335111,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-02-25 09:17:46.774564,51793,176.300498
2015-02-25 09:11:38.570192,rodeo_normal,,main_w2_handler1,2086866,8810651,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4212499805,bam,2910589.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18627640,"""ALL_READS""","""0.05""",0,hg19,cached,"""LENIENT""",,21335111,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-02-25 09:13:35.122733,51793,116.552541
2015-03-03 01:30:55.327521,rodeo_normal,,main_w2_handler1,427993,8846132,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2342322750,bam,2978500.roundup,slurm,,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""""",18702099,"[""ALL_READS""]","""0.05""",0,hg19,cached,"""LENIENT""",,21540956,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.126.0,1.126.0,,2015-03-03 01:33:06.893407,6725,131.565886
