blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.regionsFiles_0|regionsFile|__identifier__,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName23,scoreFileName23_filetype,scoreFileName24,scoreFileName24_filetype,scoreFileName25,scoreFileName25_filetype,scoreFileName26,scoreFileName26_filetype,scoreFileName27,scoreFileName27_filetype,scoreFileName28,scoreFileName28_filetype,scoreFileName29,scoreFileName29_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName30,scoreFileName30_filetype,scoreFileName31,scoreFileName31_filetype,scoreFileName32,scoreFileName32_filetype,scoreFileName33,scoreFileName33_filetype,scoreFileName34,scoreFileName34_filetype,scoreFileName35,scoreFileName35_filetype,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-10-30 21:53:54.834561,slurm_multi,,main_w4_handler2,3292864,17269746,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11330220,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31973674}]}}]",,"[{'src': 'hda', 'id': 31973713}]",4476708563,bed,,,,,,,,623258678,623258678,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41494590,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-30 23:19:43.893359,114008,5149.058798
,,,,2017-05-15 18:13:12.127800,slurm_multi,,main_w3_handler2,1323885,15841071,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9941876,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,10000000,0.0,,,no,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29593619}]}}]",,"[{'src': 'hda', 'id': 29390538}, {'src': 'hda', 'id': 29390539}, {'src': 'hda', 'id': 29543696}]",666,bed,,,,,,,,751316995,751316995,,,,,,,,,,,,,,,,,,,,,bigwig,580093333.0,,,,,,,,,,,,,,,,,,,,,bigwig,217289582.0,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,bigwig,37437069,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-15 18:15:42.555882,31552,150.42808200000002
,,,,2018-01-24 09:59:21.422714,slurm_multi,,main_w3_handler2,3403349,18141828,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12221889,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,5000,1.0,1000,1000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33476578}]}}]",,"[{'src': 'hda', 'id': 33476158}, {'src': 'hda', 'id': 33476159}, {'src': 'hda', 'id': 33476160}, {'src': 'hda', 'id': 33476161}, {'src': 'hda', 'id': 33476162}, {'src': 'hda', 'id': 33476163}]",606719710,bed,,,,,,,,29705018,29705018,,,,,,,,,,,,,,,,,,,,,bigwig,142779146.0,,,,,,,,,,,,,,,,,,,,,bigwig,114573974.0,,,,,,,,,,,,,bigwig,86046603.0,bigwig,118067027.0,bigwig,31613969.0,bigwig,,,,,,,bigwig,42582381,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-01-24 10:27:08.277201,72317,1666.854487
,,,,2017-12-14 07:12:46.642586,slurm_multi,,main_w3_handler2,3359375,17804061,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11873762,slurm,,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32920957}]}}]",,"[{'src': 'hda', 'id': 32893854}]",642531174,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-14 07:19:32.910719,55887,406.26813300000003
,,,,2017-12-31 13:57:51.496876,slurm_multi,,main_w4_handler2,3359375,17921927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11997136,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33123571}]}}]",,"[{'src': 'hda', 'id': 33123543}, {'src': 'hda', 'id': 33126143}]",300970011,bed,,,,,,,,175977925,175977925,,,,,,,,,,,,,,,,,,,,,bigwig,20846.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-31 14:02:31.755546,55887,280.25867
,,,,2017-10-24 17:01:41.414425,slurm_multi,,main_w4_handler2,3285161,17200327,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11259478,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31852047}]}}]",,"[{'src': 'hda', 'id': 31852035}]",235715196,bed,,,,,,,,11369798,11369798,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41426120,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-24 17:04:37.012945,113541,175.59852
,,,,2017-08-22 18:19:23.008782,slurm_multi,,main_w3_handler2,3197468,16633997,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10706476,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,100,0.0,,,no,,,1,true,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30953834}]}}]",,"[{'src': 'hda', 'id': 30948537}, {'src': 'hda', 'id': 30948541}]",777920915,bed,,,,,,,,7273966,7273966,,,,,,,,,,,,,,,,,,,,,bigwig,7273354.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39409471,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-22 18:33:25.583348,79460,842.574566
,,,,2017-08-09 17:27:21.349744,slurm_multi,,main_w3_handler2,3159247,16542799,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10613392,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1000,1000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30815033}]}}]",,"[{'src': 'hda', 'id': 30816020}]",209889009,bed,,,,,,,,3382818,3382818,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38907171,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-09 17:50:06.761487,107809,1365.4117430000001
,,,,2017-12-13 16:51:49.908107,slurm_multi,,main_w3_handler2,3359375,17798796,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11867783,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32903351}]}}]",,"[{'src': 'hda', 'id': 32893854}]",4121182069,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-13 17:06:15.781074,55887,865.872967
,,,,2017-12-27 06:02:00.136320,slurm_multi,,main_w3_handler2,2641038,17902150,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11976304,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,,,scale-regions,,,14000,1.0,7000,7000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33093701}]}}]",,"[{'src': 'hda', 'id': 33083913}]",23323782,bed,,,,,,,,69930419,69930419,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42709598,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-27 13:33:24.604120,81070,27084.467800000002
,,,,2017-05-04 12:53:21.855160,slurm_multi,,main_w4_handler2,3095781,15747966,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9857008,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29462672}]}}]","""HT29_YAP1_3 Filtred_combined""","[{'src': 'hdca', 'id': 55214}]",304284714,bed,,,,,,,,16747431,16747431,,,,,,,,,,,,,,,,,,,,,bigwig,16313100.0,,,,,,,,,,,,,,,,,,,,,bigwig,16999760.0,,,,,,,,,,,,,bigwig,15964950.0,bigwig,16158583.0,bigwig,0.0,bigwig,,,,,,,bigwig,37619346,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-04 13:10:39.938879,104859,1038.083719
,,,,2018-03-02 14:44:13.057467,slurm_multi,,main_w4_handler2,3423852,18581522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12676232,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 34169606}]}}]",,"[{'src': 'hda', 'id': 34169908}]",3941453301,bed,,,,,,,,53661280,53661280,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,43777955,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-03-02 14:59:53.575965,96816,940.518498
,,,,2017-12-13 16:22:17.209120,slurm_multi,,main_w4_handler2,3359375,17798592,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11867456,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32903351}]}}]",,"[{'src': 'hda', 'id': 32893854}]",4121182069,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-13 16:36:14.723231,55887,837.5141110000001
,,,,2018-01-30 04:47:33.537696,slurm_multi,,main_w3_handler2,3404788,18197135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12278023,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33566216}]}}]",,"[{'src': 'hda', 'id': 33566023}, {'src': 'hda', 'id': 33566024}, {'src': 'hda', 'id': 33566025}, {'src': 'hda', 'id': 33566026}, {'src': 'hda', 'id': 33566074}, {'src': 'hda', 'id': 33566075}, {'src': 'hda', 'id': 33566076}, {'src': 'hda', 'id': 33566079}]",6756088,bed,,,,,,,,296281093,296281093,,,,,,,,,,,,,,,,,,,,,bigwig,290271542.0,,,,,,,,,,,,,,,,,,,,,bigwig,292467325.0,,,,,,,,,,,,,bigwig,294586330.0,bigwig,303296972.0,bigwig,301600337.0,bigwig,302643004.0,bigwig,301114190.0,bigwig,,,bigwig,42674210,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-01-30 10:38:10.964676,32840,21037.42698
,,,,2017-08-31 06:21:08.021454,slurm_multi,,main_w3_handler2,3237743,16700464,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10773069,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""",1,1000,1000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31052628}]}}]",,"[{'src': 'hda', 'id': 31052629}]",471855471,bed,,,,,,,,151939658,151939658,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,40165672,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-31 06:29:19.996290,90250,491.97483600000004
,,,,2017-06-15 16:33:30.610728,slurm_multi,,main_w4_handler2,3155570,16110769,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10194058,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30043211}]}}]",,"[{'src': 'hda', 'id': 30043434}]",1538733938,bed,,,,,,,,90565628,90565628,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38694702,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-06-15 17:05:34.361634,107740,1923.7509060000002
,,,,2017-11-22 15:14:01.666851,slurm_multi,,main_w4_handler2,3333423,17550647,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11610825,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32469350}]}}]",,"[{'src': 'hda', 'id': 32473535}]",1159522682,bed,,,,,,,,76860526,76860526,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42179859,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-11-22 15:24:08.170815,116430,606.503964
,,,,2018-01-29 05:02:29.095822,slurm_multi,,main_w4_handler2,3388240,18185286,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12266588,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,,,scale-regions,,,10000,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33547497}]}}]",,"[{'src': 'hda', 'id': 33270897}, {'src': 'hda', 'id': 33270901}, {'src': 'hda', 'id': 33378401}, {'src': 'hda', 'id': 33378408}]",430768355,bed,,,,,,,,186288990,186288990,,,,,,,,,,,,,,,,,,,,,bigwig,187458795.0,,,,,,,,,,,,,,,,,,,,,bigwig,66151317.0,,,,,,,,,,,,,bigwig,22491661.0,bigwig,,,,,,,,,,,bigwig,43502294,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-01-29 05:12:20.974010,9133,591.878188
,,,,2017-10-24 14:32:31.442055,slurm_multi,,main_w4_handler2,3298226,17197655,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11257139,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31852047}]}}]",,"[{'src': 'hda', 'id': 31852035}]",235715196,bed,,,,,,,,11369798,11369798,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41426120,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-24 14:35:40.533199,113541,189.091144
,,,,2017-07-30 19:24:00.487747,slurm_multi,,main_w3_handler2,3206028,16461390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10529432,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30683924}]}}]",,"[{'src': 'hda', 'id': 30683495}]",508997697,bed,,,,,,,,64354663,64354663,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39583876,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-30 19:30:45.389009,109558,404.90126200000003
,,,,2017-10-26 14:56:16.832473,slurm_multi,,main_w3_handler2,3295729,17227852,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11289545,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31900578}]}}]",,"[{'src': 'hda', 'id': 31900440}]",1841657189,bed,,,,,,,,578552269,578552269,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41463885,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-26 15:35:12.733482,113544,2335.901009
,,,,2017-07-13 03:37:29.350373,slurm_multi,,main_w3_handler2,3191136,16327805,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394785,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,500,500,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30466311}]}}]",,"[{'src': 'hda', 'id': 30466322}]",2140632336,bed,,,,,,,,28332644,28332644,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 05:24:24.353155,107805,6415.0027820000005
,,,,2017-09-01 11:51:08.219167,slurm_multi,,main_w3_handler2,3237595,16710878,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10783480,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31063330}]}}]",,"[{'src': 'hda', 'id': 31072556}]",498812063,bed,,,,,,,,36441,36441,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,40198675,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-09-01 11:56:21.726440,110332,313.507273
