create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.kgene,parameters.kpath,parameters.pathway,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-31 12:49:45.127510,slurm_normal,,main_w3_handler0,3404600,18210958,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1320204903,bedgraph,12291620,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33584197}]","""1""","""1""","""mmu00010""",,43433846,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pathway_image/1.1.0,1.1.0,,2018-01-31 12:51:34.646814,119480,109.519304
