create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bed_file,input_bed_file_filetype,input_control_file,input_control_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.effective_genome_fraction,parameters.error_cut_off,parameters.fix_off_by_one_errors,parameters.fragment_size,parameters.gap_size,parameters.input_bed_file,parameters.input_bed_file.values,parameters.input_control_file,parameters.input_control_file.values,parameters.redundancy_threshold,parameters.window_size,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-06 21:24:00.461514,slurm_normal,,main_w1_handler1,2696745,12810712,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1182177002,bed6,,,7012768.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.1""","""true""","""150""","""80""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5036ab1ab370c1735'}]",,,"""1""","""20""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-06 21:52:40.001186,81993,1719.539672
2016-05-01 09:42:02.418994,slurm_normal,,main_w1_handler0,2651597,12710012,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1193967049,bed6,,,6913141.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.05""","""true""","""150""","""600""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0b16542653e7cb8'}]",,,"""1""","""100""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-01 10:02:18.037477,81993,1215.618483
2016-05-06 20:58:20.024435,slurm_normal,,main_w1_handler0,2696745,12810540,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1182177002,bed6,,,7012603.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.05""","""true""","""50""","""300""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5036ab1ab370c1735'}]",,,"""1""","""100""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-06 21:20:31.593425,81993,1331.56899
2017-06-19 11:08:51.933343,slurm_normal,,main_w4_handler1,3121102,16130983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1347798488,bed,1020191168.0,bed,10211217.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""true""","""150""","""400""",,"[{'src': 'hda', 'id': 30050967}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""100""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-19 11:33:23.989838,99939,1472.056495
2016-05-09 13:08:31.509844,slurm_normal,,main_w2_handler1,2696745,12831635,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1111791382,bed6,,,7032568.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.05""","""true""","""50""","""50""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551dcd7dd8c9ee6de'}]",,,"""1""","""50""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-09 13:35:03.827170,81993,1592.317326
2017-06-15 23:53:37.625862,slurm_normal,,main_w4_handler1,3121102,16112939,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",996527758,bed,1020191168.0,bed,10195467.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""true""","""100""","""150""",,"[{'src': 'hda', 'id': 29846818}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""50""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-16 00:16:20.209892,99939,1362.58403
2015-07-15 09:03:11.110576,slurm_normal,,main_w1_handler2,2301587,9871390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8574853079,bed,1330869967.0,bed,4161045.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""50""","""100""",19690504,,19680688,,"""1""","""50""",,24147549,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-15 10:12:18.198444,63346,4147.0878680000005
2016-04-15 12:43:26.551400,slurm_normal,,main_w2_handler0,2671234,12466556,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3267801313,bed,,,6659542.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""true""","""150""","""300""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb63ddc122b821a7'}]",,,"""1""","""100""",,29409137,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-04-15 13:57:21.781035,44552,4435.229635000001
2017-06-19 02:21:13.582342,slurm_normal,,main_w3_handler1,3121102,16128014,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1509479165,bed,1020191168.0,bed,10208537.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""true""","""150""","""400""",,"[{'src': 'hda', 'id': 30052704}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""100""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-19 02:46:17.205751,99939,1503.623409
2017-06-19 11:35:22.054699,slurm_normal,,main_w4_handler0,3121102,16131112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1511906383,bed,1020191168.0,bed,10211325.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.5""","""true""","""150""","""400""",,"[{'src': 'hda', 'id': 30053416}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""100""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-19 12:00:36.534285,99939,1514.4795860000002
2015-01-19 08:46:52.801434,rodeo_normal,,main_w2_handler0,2130283,8566813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4295455956,bed,2040661991.0,bed,2500997.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""160""","""600""",18240415,,18240414,,"""1""","""200""",,20512276,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-01-19 09:19:30.702253,27257,1957.9008190000002
2016-01-29 15:07:40.957267,slurm_normal,,main_w1_handler0,2567862,11631620,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14587132178,bed,,,5895725.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.791""","""1000.0""","""True""","""146""","""0""",23080879,,,,"""1""","""100""",,27905034,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-01-29 18:40:17.185004,32837,12756.227737000001
2016-05-02 11:39:45.547973,slurm_normal,,main_w1_handler0,2651597,12730516,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1193967049,bed6,,,6929409.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.1""","""true""","""150""","""200""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0b16542653e7cb8'}]",,,"""1""","""100""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-02 12:03:24.771202,81993,1419.2232290000002
2016-04-13 15:13:19.231986,slurm_normal,,main_w1_handler2,2668363,12442236,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3267801313,bed,345287640.0,bed,6641650.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""true""","""75""","""600""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f89b1c6e76ef3a4c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5500b1d37c38984b8'}]","""1""","""100""",,29409137,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-04-13 17:26:39.476355,44552,8000.244369000001
2015-11-09 14:10:20.959399,slurm_normal,,main_w2_handler1,2312125,10854247,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2690496931,bed,5148674248.0,bed,5107995.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""1e-07""","""True""","""125""","""500""",19901125,,19901123,,"""1""","""100""",,25628695,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-11-09 14:55:13.303300,29072,2692.343901
2015-06-16 09:24:11.474771,slurm_normal,,main_w2_handler1,2061243,9661810,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2250152782,bed,2202135301.0,bed,3971428.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.001""","""True""","""200""","""400""",19440114,,19779370,,"""1""","""100""",,23265093,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-06-16 09:57:09.035290,51104,1977.560519
2016-04-09 12:57:45.171634,slurm_normal,,main_w1_handler1,2551023,12399767,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3267801313,bed,115844034.0,bed,6600065.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""75""","""600""",24229040,,24228992,,"""1""","""100""",,29510004,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-04-09 14:12:40.163349,44552,4494.991715
2016-05-09 12:18:19.978900,slurm_normal,,main_w1_handler1,2696745,12831073,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1111791382,bed6,,,7031999.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.05""","""true""","""20""","""50""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551dcd7dd8c9ee6de'}]",,,"""1""","""50""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-09 12:37:57.685297,81993,1177.7063970000002
2015-01-19 09:30:25.296290,rodeo_normal,,main_w2_handler0,2130283,8566900,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4952635849,bed,1296075725.0,bed,2501182.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""160""","""600""",18240418,,18240419,,"""1""","""200""",,20512276,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-01-19 10:11:42.745561,27257,2477.449271
2015-07-13 14:35:09.756122,slurm_normal,,main_w1_handler2,2301587,9851641,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8574853079,bed,,,4146695.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""50""","""200""",19690504,,,,"""1""","""50""",,24118826,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-13 16:04:38.324897,63346,5368.568775000001
2016-05-02 12:15:18.411465,slurm_normal,,main_w1_handler1,2651597,12731970,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1193967049,bed6,,,6929898.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.1""","""true""","""150""","""300""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0b16542653e7cb8'}]",,,"""1""","""100""",,29445865,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-05-02 12:35:50.152799,81993,1231.741334
2015-07-22 14:33:35.061070,slurm_normal,,main_w2_handler0,2366295,9942245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",682124200,bed,,,4227702.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""True""","""25""","""3""",20438042,,,,"""1""","""1""",,24008046,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-22 14:57:52.162464,65674,1457.101394
2015-01-19 08:47:11.500924,rodeo_normal,,main_w2_handler1,2130283,8566815,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4943348219,bed,1555089716.0,bed,2501001.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""160""","""600""",18240416,,18240417,,"""1""","""200""",,20512276,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-01-19 09:26:09.666538,27257,2338.165614
2016-01-29 15:13:18.418327,slurm_normal,,main_w1_handler2,2567862,11631786,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14587132178,bed,,,5895726.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.791""","""1000.0""","""True""","""146""","""0""",23080879,,,,"""1""","""50""",,27905034,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2016-01-29 18:43:23.812417,32837,12605.394090000002
2015-06-16 10:52:27.152749,slurm_normal,,main_w2_handler0,2061243,9662632,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2250152782,bed,2202135301.0,bed,3972206.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.001""","""True""","""200""","""400""",19440114,,19779370,,"""1""","""100""",,23265093,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-06-16 11:20:54.988787,51104,1707.8360380000001
2015-03-31 09:39:34.027457,rodeo_normal,,main_w2_handler1,1224616,9099431,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3744823923,bed,5147533813.0,bed,3385756.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""150""","""250""",19061975,,19061968,,"""1""","""125""",,22014635,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-03-31 10:31:14.463539,29072,3100.436082
2015-03-08 15:57:09.697554,rodeo_normal,,main_w2_handler1,2200382,8892110,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6161244531,bed,5312632837.0,bed,3062052.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""200""","""0""",18453478,,18453479,,"""1""","""50""",,21142242,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-03-08 16:43:27.448118,20635,2777.7505640000004
2017-06-18 23:43:44.366997,slurm_normal,,main_w4_handler0,3121102,16127525,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1511906383,bed,1020191168.0,bed,10208105.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""true""","""150""","""100""",,"[{'src': 'hda', 'id': 30053416}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""100""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-19 00:09:36.597433,99939,1552.230436
2017-06-16 00:21:54.211305,slurm_normal,,main_w4_handler0,3121102,16112980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",996527758,bed,1020191168.0,bed,10195510.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""true""","""150""","""200""",,"[{'src': 'hda', 'id': 29846818}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""50""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-16 00:45:26.954674,99939,1412.743369
2015-06-16 09:22:41.992339,slurm_normal,,main_w1_handler0,2061243,9661796,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1979796416,bed,2150602780.0,bed,3971870.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.001""","""True""","""200""","""400""",19432851,,19779880,,"""1""","""100""",,23265093,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-06-16 10:31:38.421509,51104,4136.42917
2017-06-19 00:34:41.533447,slurm_normal,,main_w4_handler1,3121102,16127595,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1511906383,bed,1020191168.0,bed,10208172.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.74""","""0.01""","""true""","""150""","""400""",,"[{'src': 'hda', 'id': 30053416}]",,"[{'src': 'hda', 'id': 29848057}]","""1""","""100""",,38464292,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-06-19 01:00:48.889045,99939,1567.355598
2015-07-13 14:36:29.778024,slurm_normal,,main_w2_handler0,2301587,9851650,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4619523570,bed,,,4146707.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.74""","""0.01""","""True""","""50""","""200""",19690509,,,,"""1""","""50""",,24118826,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2015-07-13 15:38:23.481671,63346,3713.7036470000003
2017-11-11 06:22:49.376750,slurm_normal,,main_w4_handler0,2641038,17417349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7020574616,bed,4025404590.0,bed,11479521,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0.74""","""0.01""","""true""","""150""","""600""",,"[{'src': 'hda', 'id': 32199972}]",,"[{'src': 'hda', 'id': 32199969}]","""1""","""100""",,41039757,error,toolshed.g2.bx.psu.edu/repos/devteam/sicer/peakcalling_sicer/0.0.1,0.0.1,,2017-11-11 08:03:11.782681,81070,6022.405931
