create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.cond,parameters.dbkey,parameters.input,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-20 16:03:38.201976,rodeo_normal,,main_w2_handler1,2211552,8777008,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3969389703,tabular,2850877.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",18587523,,21328062,error,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-02-20 16:26:49.864039,59844,1391.662063
2015-03-22 21:49:31.933008,rodeo_normal,,main_w2_handler1,2104786,9009191,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2552425172,vcf,3279945.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/010/666/dataset_10666137.dat""","""3""","""willowscaff""",18842733,,21886039,error,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-03-22 21:57:24.162131,52881,472.229123
