create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input2.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-06 22:08:06.229443,slurm_normal,,main_w4_handler0,3182887,16277099,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1916981,interval,35417409,interval,10347907.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30313692}]","[{'src': 'hda', 'id': 30339511}]",,37311448,error,toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0,1.0.0,,2017-07-06 22:08:42.575093,5613,36.34565
2017-07-06 22:05:53.172292,slurm_normal,,main_w4_handler1,3182887,16277078,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1916981,interval,35417409,interval,10347891.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30313692}]","[{'src': 'hda', 'id': 30339511}]",,37311448,error,toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0,1.0.0,,2017-07-06 22:06:20.460124,5613,27.287832
2017-07-06 22:10:29.360393,slurm_normal,,main_w3_handler1,3182887,16277115,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1916981,interval,8358758,interval,10347933.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30313692}]","[{'src': 'hda', 'id': 30339615}]",,37311448,error,toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/1.0.0,1.0.0,,2017-07-06 22:12:12.904580,5613,103.54418700000001
