create_time,destination_id,exit_code,gfffile,gfffile_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.featuretype,parameters.force_sort,parameters.gfffile,parameters.gfffile.values,parameters.idattr,parameters.minaqual,parameters.mode,parameters.samfile,parameters.samfile.values,parameters.samfile|__identifier__,parameters.samout_conditional.__current_case__,parameters.samout_conditional.reference_source.__current_case__,parameters.samout_conditional.reference_source.ref_file,parameters.samout_conditional.reference_source.ref_file.values,parameters.samout_conditional.reference_source.reference_source_selector,parameters.samout_conditional.samout,parameters.stranded,runner_name,samfile,samfile_filetype,samout_conditional|ref_file,samout_conditional|ref_file_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-08 17:42:00.509930,slurm_normal,,68121968,gtf,main_w1_handler2,2693560,12822969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7023913.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59de5a7ac028ef595'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59424634304c0fe26'}]",,1,,,,,false,"""yes""",,6133008789,bam,,,29931501.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-08 17:47:53.956105,17011,353.44617500000004
2016-09-05 10:21:42.458716,slurm_normal,,5222213,gtf,main_w3_handler0,2784398,13781488,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8003031.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5785d0f30b20b1d2b'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a54089941b16d33e'}]",,1,,,,,false,"""yes""",,2917833775,bam,,,32771869.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-05 10:37:26.415482,66495,943.956766
2016-03-03 22:01:20.147868,slurm_normal,,135909791,gtf,main_w1_handler1,2611926,12014923,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6242782.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""False""",23661235,,"""gene_id""","""10""","""union""",23574081,,,1,,,,,False,"""yes""",,5358169552,bam,,,28431630.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-03-03 22:34:53.776938,35951,2013.6290700000002
2016-04-18 09:09:16.326640,slurm_normal,,119932710,gtf,main_w2_handler0,2672125,12501548,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6693505.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523c9f5ff2e81e2c8'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a846a2a812c7f60d'}]",,1,,,,,false,"""yes""",,22501530513,bam,,,29638907.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-18 09:31:53.394528,42102,1357.067888
2016-05-11 07:41:37.775873,slurm_normal,,124104813,gtf,main_w2_handler1,2627156,12853017,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7053444.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5088eada15ce9f46c'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c28801aa19ad995'}]",,1,,,,,false,"""yes""",,21856739007,bam,,,28896018.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-11 07:52:26.171701,80192,648.395828
2016-04-14 14:09:18.918884,slurm_normal,,70885552,gtf,main_w2_handler0,2223711,12452458,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6649666.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc04593055cb8cf8'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5253b81d265489594'}]",,1,,,,,false,"""no""",,3932211171,bam,,,29449073.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-14 14:23:22.998507,44240,844.0796230000001
2016-07-25 19:37:23.853208,slurm_normal,,847928511,gff,main_w2_handler0,2774631,13489533,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7705479.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c148312ddb0f4971'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541d62a677b7fbbdd'}]",,1,,,,,false,"""yes""",,5927528049,bam,,,31680661.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-25 20:33:55.439215,41721,3391.5860070000003
2016-05-02 17:58:31.974613,slurm_normal,,116963244,gtf,main_w1_handler1,2663651,12736284,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6935354.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a132b53cc520331b'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a88c55fc013980a8'}]",,1,,,,,false,"""no""",,11816144592,bam,,,29567581.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-02 18:23:10.206590,69000,1478.2319770000001
2016-06-21 16:43:49.909359,slurm_normal,,574560017,gff,main_w2_handler1,2744796,13226665,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7411870.roundup,slurm,,corral-repl,,"""544eb69437cf11e68369005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c4af36a3903d573'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e1b58a1cc2354e5'}]",,1,,,,,false,"""no""",,798564142,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 17:39:47.361446,63108,3357.452087
2016-07-18 22:52:46.518224,slurm_normal,,72967974,gtf,main_w2_handler0,2753613,13438056,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7649544.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548aafe706f5e90eb'}]","""gene_id""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5820ee294849e717c'}]",,1,,,,,false,"""yes""",,5933724693,bam,,,31185807.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-18 23:17:55.629755,44428,1509.111531
2016-04-08 22:11:24.243924,slurm_normal,,1161970,gff3,main_w1_handler2,2660143,12396662,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6593801.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CDS""","""False""",24172156,,"""ID""","""10""","""union""",24207674,,,1,,,,,False,"""no""",,588884549,bam,,,29350215.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-08 22:21:30.011103,74015,605.767179
2016-04-30 14:37:25.783622,slurm_normal,,73438322,gtf,main_w2_handler0,2684786,12696773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6903907.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b26cab4959894be'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552489f56848f0af8'}]",,1,,,,,false,"""yes""",,6133008789,bam,,,29829957.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-30 14:43:28.311716,17011,362.528094
2016-06-05 17:38:14.474583,slurm_normal,,58332854,gtf,main_w2_handler1,2515664,13074599,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7259960.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5bf586d40e6bf5a'}]","""gene_id""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f572f001e6a9405'}]",,1,,,,,false,"""no""",,757342373,bam,,,30629623.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-05 17:42:37.000086,73991,262.525503
2016-06-21 16:43:44.459684,slurm_normal,,574560017,gff,main_w2_handler1,2744796,13226660,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7411714.roundup,slurm,,corral-repl,,"""50db24b637cf11e68369005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c4af36a3903d573'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f35a78dad906b4cd'}]",,1,,,,,false,"""no""",,567066475,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 17:22:40.783742,63108,2336.324058
2016-09-17 17:15:09.840101,slurm_normal,,177295672,gtf,main_w4_handler0,2636104,13871895,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8095207.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2d9dcb080801f3f'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593344b4cecb646e5'}]","""WT5_19c_CAGATC_concat_R_001""",1,,,,,false,"""yes""",,3312530555,bam,,,32978753.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-17 17:27:45.811097,80786,755.970996
2016-09-11 19:38:43.568160,slurm_normal,,94926257,gtf,main_w3_handler0,2715193,13826319,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8048261.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e759bc97f34187bd'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd46a4b4afdea554'}]",,1,,,,,false,"""yes""",,3640535688,bam,,,32894374.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-11 19:53:46.742182,3631,903.174022
2016-09-07 07:56:23.008158,slurm_normal,,116963244,gtf,main_w4_handler1,2811513,13795084,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8015497.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5258acb6d6475f291'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce710a2aeb5b232a'}]",,1,,,,,false,"""yes""",,713770304,bam,,,32808729.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-07 07:59:54.834929,59260,211.826771
2016-09-08 11:26:22.474583,slurm_normal,,5222213,gtf,main_w3_handler1,2784398,13805240,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8025954.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5785d0f30b20b1d2b'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583c7062dcbfb61f3'}]",,1,,,,,false,"""yes""",,2637887470,bam,,,32771869.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-08 11:52:20.643406,66495,1558.1688230000002
2016-07-02 20:01:36.168111,slurm_normal,,43676284,gtf,main_w1_handler1,2739543,13315194,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7518241.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e094c31d092167f5'}]","""gene_id""","""10""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6291867b8b1cf2a'}]",,1,,,,,false,"""no""",,2803819075,bam,,,30888744.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-02 20:33:04.572077,60740,1888.403966
2016-03-21 16:17:51.278079,slurm_normal,,39646928,gtf,main_w1_handler2,2392051,12218069,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6428720.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""","""exon""","""False""",23866140,,"""gene_id""","""10""","""union""",23885061,,,1,,,,,False,"""yes""",,1341186107,bam,,,26987815.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-03-21 16:33:33.905647,59072,942.6275680000001
2016-05-03 20:19:03.408575,slurm_normal,,68121968,gtf,main_w1_handler1,2684786,12761730,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6960159.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e687f2cbc8b1c30c'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5520119be79402f8a'}]",,1,,,,,false,"""yes""",,9069110516,bam,,,29931501.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-03 20:30:16.410052,17011,673.001477
2016-07-01 19:20:15.676076,slurm_normal,,43676284,gtf,main_w2_handler1,2754969,13308282,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7510181.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f8b295814984cf0'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5733dec4b8eb77393'}]",,1,,,,,false,"""yes""",,2803819075,bam,,,30888744.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-01 19:54:14.817837,60740,2039.141761
2016-10-02 23:27:09.044620,slurm_normal,,151467494,gtf,main_w4_handler1,2820715,13992840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8212176.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff280b1b7e39388d'}]","""gene_id""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5e20fa744110629'}]","""Trimmomatic on GN14_S14_R_001""",1,,,,,false,"""yes""",,2555921651,bam,,,33363779.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-02 23:43:36.492877,90221,987.448257
2016-06-23 22:22:39.005714,slurm_normal,,94868163,gtf,main_w2_handler1,2023504,13250467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7437526.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509b500496383226c'}]","""gene_id""","""50""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53103377fe6cecd8d'}]",,1,,,,,false,"""no""",,10862521693,bam,,,30570888.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-23 22:31:01.274708,38593,502.268994
2016-07-08 14:10:40.314234,slurm_normal,,73653266,gtf,main_w2_handler0,2760559,13361999,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7572202.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5755327606e937c38'}]","""gene_id""","""1""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f235add31e428ba5'}]",,1,,,,,false,"""no""",,2964499692,bam,,,31077336.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-08 15:09:08.048616,57381,3507.734382
2016-06-13 09:41:04.004599,slurm_normal,,122479548,gtf,main_w1_handler0,2487011,13145895,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7330531.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f4e8a36ce062adc'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d16ad1ff7d3f7619'}]",,1,,,,,false,"""yes""",,3647999355,bam,,,29564822.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-13 09:55:54.154667,11028,890.150068
2016-04-18 09:31:20.645594,slurm_normal,,1161970,gff3,main_w2_handler1,2660144,12501644,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6693673.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CDS""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af2373756081bb1d'}]","""ID""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56fac0b7d011825e6'}]",,1,,,,,false,"""no""",,1012768367,bam,,,29657593.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-18 09:36:32.642643,74015,311.997049
2016-10-05 02:18:03.326606,slurm_normal,,88311138,gtf,main_w3_handler0,2473058,14009321,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8227851.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/012/800/dataset_12800720.dat""","""LAMPREY_MARINUS""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f83fee511fd54e1f'}]","""gene_id""","""10""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c03d3506c8eb575'}]",,1,,,,,false,"""no""",,1028708097,bam,,,33468820.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-05 02:27:15.026858,60634,551.700252
2016-05-11 06:08:36.066655,slurm_normal,,124104813,gtf,main_w2_handler0,2627156,12852474,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7052809.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5088eada15ce9f46c'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eceba6d15ef19481'}]",,1,,,,,false,"""no""",,13741959896,bam,,,28896018.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-11 06:17:48.120279,80192,552.053624
2016-06-21 18:08:59.060374,slurm_normal,,60318056,gff,main_w2_handler0,2744796,13227467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7412290.roundup,slurm,,corral-repl,,"""3950b21e37db11e6a76e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""gene""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522dcc17a61a9913a'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de134fd0d5ca51d8'}]",,1,,,,,false,"""no""",,679397234,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 18:15:02.576567,63108,363.51619300000004
2016-07-28 21:38:51.010959,slurm_normal,,255739770,gtf,main_w2_handler1,2777819,13519285,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7734776.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59348506a6092c2e2'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54def689a82cc6ebf'}]",,1,,,,,false,"""yes""",,8029511395,bam,,,31793721.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-28 21:59:50.575521,79523,1259.564562
2016-09-23 15:04:18.702763,slurm_normal,,1255571849,gtf,main_w4_handler1,2809811,13926149,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8148475.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f39a7b2c999a2c24'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b46ba8e0f5f92bf2'}]",,1,,,,,false,"""yes""",,2272805211,bam,,,32850708.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-23 15:29:22.179946,88912,1503.4771830000002
2016-09-21 16:29:53.493620,slurm_normal,,135909791,gtf,main_w4_handler1,2814662,13908176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8130857.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ece43dd51b7e2489'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b11fd8f65936057'}]",,1,,,,,false,"""yes""",,4085789873,bam,,,32867009.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-21 16:55:57.059502,75591,1563.565882
2016-10-22 13:25:42.795898,slurm_normal,,116963244,gtf,main_w4_handler0,2848973,14147022,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8359710.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac7488f73c340f35'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6d591c14dcc98d3'}]",,1,,,,,false,"""no""",,8824313005,bam,,,33631765.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-22 14:28:06.091364,91883,3743.295466
2016-09-09 14:36:12.290909,slurm_normal,,17105972,gtf,main_w3_handler1,2790765,13815948,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8038025.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5245a00d2378928e6'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c4f51c947789f72'}]","""SMP2-RNA-igo1-1_S8_L001__001""",1,,,,,false,"""no""",,949122727,bam,,,32866249.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-09 16:43:41.147607,71452,7648.8566980000005
2016-06-21 19:09:53.604044,slurm_normal,,574560017,gff,main_w1_handler1,2744796,13227881,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7412739.roundup,slurm,,corral-repl,,"""bbdb306237e311e683a1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c4af36a3903d573'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575823b0a50deb0ba'}]",,1,,,,,false,"""no""",,661242316,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 19:24:55.706485,63108,902.1024410000001
