create_time,destination_id,exit_code,gfffile,gfffile_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.featuretype,parameters.force_sort,parameters.gfffile,parameters.gfffile.values,parameters.idattr,parameters.minaqual,parameters.mode,parameters.samfile,parameters.samfile.values,parameters.samfile|__identifier__,parameters.samout_conditional.__current_case__,parameters.samout_conditional.reference_source.__current_case__,parameters.samout_conditional.reference_source.ref_file,parameters.samout_conditional.reference_source.ref_file.values,parameters.samout_conditional.reference_source.reference_source_selector,parameters.samout_conditional.samout,parameters.stranded,runner_name,samfile,samfile_filetype,samout_conditional|ref_file,samout_conditional|ref_file_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-24 06:40:20.033074,slurm_normal,,847928511,gff,main_w1_handler1,2755512,13479367,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7695178.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3c78ee4055ece27'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563d595160b213edb'}]",,1,,,,,false,"""yes""",,11467788123,bam,,,31252409.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-24 08:30:36.389451,41721,6616.356377
2016-10-04 21:35:08.042889,slurm_normal,,88311138,gtf,main_w4_handler1,2473058,14007813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8226297.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/012/800/dataset_12800720.dat""","""LAMPREY_MARINUS""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f83fee511fd54e1f'}]","""gene_id""","""10""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c03d3506c8eb575'}]",,1,,,,,false,"""reverse""",,1028708097,bam,,,33464876.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-04 21:53:19.496495,60634,1091.453606
2016-06-09 22:23:39.467050,slurm_normal,,73429198,gtf,main_w2_handler1,2679206,13127637,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7312070.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522afb073e2388eda'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58bb2089e926e6df8'}]",,1,,,,,false,"""yes""",,11221897494,bam,,,29183917.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-09 22:43:03.704700,81363,1164.23765
2016-04-12 11:41:14.108269,slurm_normal,,84207474,gtf,main_w2_handler0,1904542,12429657,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6630096.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""False""",15551861,,"""gene_id""","""10""","""union""",24265243,,,1,,,,,False,"""yes""",,5081421690,bam,,,29556383.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-12 12:02:12.767196,48844,1258.6589270000002
2016-09-09 14:39:13.212330,slurm_normal,,17105972,gtf,main_w3_handler0,2790765,13815985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8038258.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5245a00d2378928e6'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e2c80c736328c4c'}]","""SMP2-RNA-ppk18-1_S11_L003__001""",1,,,,,false,"""no""",,933661844,bam,,,32866249.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-09 17:16:59.922037,71452,9466.709707
2016-04-17 23:48:50.487373,slurm_normal,,92382491,gtf,main_w1_handler1,2673150,12497883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6688786.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd9661abfe73b6fe'}]","""gene_id""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d2ea0d6bbc71c07'}]",,1,,,,,false,"""yes""",,5568609516,bam,,,27668008.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-18 00:09:36.481030,60536,1245.993657
2016-06-30 15:24:56.591737,slurm_normal,,94868163,gtf,main_w2_handler0,2023504,13297357,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7499072.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509b500496383226c'}]","""gene_id""","""50""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522122ef6d3aca5c7'}]",,1,,,,,false,"""no""",,7313255152,bam,,,30570888.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-30 15:40:19.524601,38593,922.9328640000001
2016-06-21 18:08:55.769782,slurm_normal,,60318056,gff,main_w1_handler1,2744796,13227465,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7412285.roundup,slurm,,corral-repl,,"""354063fe37db11e6a76e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""gene""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522dcc17a61a9913a'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510ce690373bcbdcd'}]",,1,,,,,false,"""no""",,345368153,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 18:15:09.701863,63108,373.93208100000004
2016-06-10 00:43:08.965594,slurm_normal,,255805,gff,main_w1_handler0,2729522,13128514,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7312881.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Gene""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2b99fe7678157ff'}]","""locus_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5781a0510438232b7'}]",,1,,,,,false,"""yes""",,280120940,bam,,,29197478.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-10 00:47:14.803164,65159,245.83757000000003
2016-09-11 19:00:41.648065,slurm_normal,,94926257,gtf,main_w4_handler0,2715193,13825983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8047898.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e759bc97f34187bd'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521fa726ef4ad9f57'}]",,1,,,,,false,"""yes""",,3012480836,bam,,,32894374.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-11 19:17:44.028854,3631,1022.380789
2016-05-10 20:43:59.963920,slurm_normal,,58332854,gtf,main_w2_handler1,2515664,12848340,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7048314.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c4443e6da08f87d'}]","""gene_id""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f572f001e6a9405'}]",,1,,,,,false,"""yes""",,757342373,bam,,,30145990.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-10 20:48:56.990607,73991,297.02668700000004
2016-09-10 18:41:03.489586,slurm_normal,,274803468,gtf,main_w4_handler1,2716710,13821251,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8042938.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaca0927f4c418cb'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0c14ecdaf5cd7b1'}]",,1,,,,,false,"""yes""",,3465441274,bam,,,32863220.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-10 19:11:38.904166,85024,1835.4145800000001
2016-04-11 02:09:59.936962,slurm_normal,,43445576,gtf,main_w1_handler0,2636780,12413130,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6613225.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""False""",23943705,,"""gene_id""","""10""","""union""",24236333,,,1,,,,,False,"""yes""",,4304242861,bam,,,29253200.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-11 02:18:54.173248,62982,534.2362860000001
2016-09-12 08:49:05.014404,slurm_normal,,17105972,gtf,main_w4_handler0,2790765,13829283,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8051216.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5245a00d2378928e6'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594d5c28583879d08'}]","""SMP2-RNA-WT-05_S2_L003__001""",1,,,,,false,"""no""",,1545091915,bam,,,32903445.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-12 09:09:28.158574,71452,1223.14417
2016-10-25 12:52:40.721161,slurm_normal,,214553963,gff,main_w4_handler0,2675497,14168555,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8381206.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572c88f61c52dc53b'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c468102a41d818ca'}]",,1,,,,,false,"""reverse""",,3330956942,bam,,,33892364.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-25 13:10:00.641077,82443,1039.919916
2016-09-21 02:11:12.103174,slurm_normal,,67741134,gtf,main_w4_handler0,2822816,13901980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8124787.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db0eb78fddccda4e'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596c0eccc14b93229'}]",,1,,,,,false,"""yes""",,2936221824,bam,,,33065363.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-21 02:14:27.101087,34468,194.997913
2016-10-16 06:57:34.639706,slurm_normal,,94926257,gtf,main_w3_handler0,2852758,14091137,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8307328.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df52e7a91ebdeb79'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580dc449f14d9b3d8'}]","""WT-2-GC-CCGTCC_S10_L008__001""",1,,,,,false,"""yes""",,2095789142,bam,,,33725212.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-16 07:28:35.137613,80283,1860.4979070000002
2016-05-11 12:07:03.062986,slurm_normal,,124104813,gtf,main_w2_handler1,2627156,12854958,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7055493.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5088eada15ce9f46c'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c28801aa19ad995'}]",,1,,,,,false,"""no""",,21856739007,bam,,,29804412.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-11 12:18:42.822113,80192,699.759127
2016-04-08 15:42:05.615470,slurm_normal,,94926257,gtf,main_w1_handler1,2626184,12390360,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6588730.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""False""",24128629,,"""gene_id""","""10""","""union""",24034586,,,1,,,,,False,"""no""",,5167531230,bam,,,29493073.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-08 16:44:32.747323,80137,3747.1318530000003
2016-04-28 20:57:40.365002,slurm_normal,,158314123,gtf,main_w2_handler1,2673041,12677122,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6877306.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b88e762e631e9b6'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5487951d4dfc1ec77'}]",,1,,,,,false,"""no""",,11378469771,bam,,,29652092.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-28 22:01:17.319238,67360,3816.954236
2016-06-21 18:09:08.069343,slurm_normal,,60318056,gff,main_w1_handler1,2744796,13227472,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7412384.roundup,slurm,,corral-repl,,"""3ead69e637db11e6a76e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""gene""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522dcc17a61a9913a'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1fc82366b3caeb7'}]",,1,,,,,false,"""no""",,620794689,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 18:30:58.968311,63108,1310.898968
2016-03-10 07:07:10.055505,slurm_normal,,1111970946,gtf,main_w2_handler0,2619153,12092785,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6317351.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""False""",23669085,,"""gene_id""","""10""","""union""",23734230,,,1,,,,,False,"""yes""",,3624535175,bam,,,28889770.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-03-10 07:27:43.868941,69954,1233.8134360000001
2016-03-03 15:22:22.924953,slurm_normal,,68106254,gtf,main_w2_handler0,2602568,12008341,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6241578.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""False""",23646700,,"""gene_id""","""10""","""union""",23527683,,,1,,,,,False,"""no""",,1251103381,bam,,,28607615.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-03-03 20:34:23.234739,78793,18720.309786
2016-09-17 16:36:07.700139,slurm_normal,,67741134,gtf,main_w3_handler0,2822816,13871766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8095259.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db0eb78fddccda4e'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501bb82d999acbb9e'}]",,1,,,,,false,"""yes""",,5337685812,bam,,,32998550.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-17 17:47:47.715883,34468,4300.015744
2016-10-05 19:18:31.104088,slurm_normal,,8124000,gff,main_w4_handler0,2251840,14014515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8232843.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""transcript""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b23960407d1febc4'}]","""ID""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b527846256c919ad6e'}]",,1,,,,,false,"""no""",,1579284087,bam,,,33484460.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-05 19:49:34.762261,59644,1863.658173
2016-04-22 09:01:44.982473,slurm_normal,,94926257,gtf,main_w1_handler0,2528764,12565057,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6749432.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf939b4b46e1b465'}]","""gene_id""","""10""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a598c77c3dfd66b5'}]",,1,,,,,false,"""no""",,2871628550,bam,,,29648521.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-22 09:38:44.467279,74794,2219.484806
2016-04-10 05:38:14.489896,slurm_normal,,43445576,gtf,main_w2_handler1,2636780,12405898,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6606287.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""False""",23943705,,"""gene_id""","""10""","""union""",24236310,,,1,,,,,False,"""yes""",,5370063298,bam,,,29042716.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-10 05:46:10.662142,62982,476.17224600000003
2016-07-08 14:10:40.914439,slurm_normal,,73653266,gtf,main_w1_handler1,2760559,13362001,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7571977.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5755327606e937c38'}]","""gene_id""","""1""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f99940b2d9e5238'}]",,1,,,,,false,"""no""",,2556150698,bam,,,31077336.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-07-08 14:38:48.415058,57381,1687.5006190000001
2016-10-04 22:42:58.096586,slurm_normal,,88311138,gtf,main_w4_handler0,2473058,14008258,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8226849.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/012/800/dataset_12800720.dat""","""LAMPREY_MARINUS""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f83fee511fd54e1f'}]","""gene_id""","""10""","""intersection-strict""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed3c9c3f08b53841'}]",,1,,,,,false,"""reverse""",,3327234994,bam,,,33464876.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-10-04 22:55:36.158301,60634,758.061715
2016-06-21 18:40:49.129914,slurm_normal,,104346017,gtf,main_w2_handler0,2742222,13227678,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7412688.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/nemVec1.len""","""nemVec1""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533b46d7ee671ec52'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e02cb46bd3108c92'}]",,1,,,,,false,"""no""",,15318698476,sam,,,30931447.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 19:14:49.554046,52216,2040.424132
2016-05-11 06:49:02.471498,slurm_normal,,124104813,gtf,main_w1_handler0,2627156,12852672,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7053052.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5088eada15ce9f46c'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eceba6d15ef19481'}]",,1,,,,,false,"""no""",,13741959896,bam,,,28896018.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-11 06:58:34.431470,80192,571.959972
2016-09-10 13:16:55.877747,slurm_normal,,274803468,gtf,main_w4_handler0,2716710,13820557,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8042246.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaca0927f4c418cb'}]","""gene_id""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0c14ecdaf5cd7b1'}]",,1,,,,,false,"""yes""",,3465441274,bam,,,32863220.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-09-10 13:46:13.826335,85024,1757.9485880000002
2016-05-07 14:59:21.300900,slurm_normal,,1377295,gff3,main_w1_handler1,2697671,12816380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7017563.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""gene""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec02f9f7c9014f0b'}]","""ID""","""10""","""intersection-nonempty""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3a289c6823632db'}]",,1,,,,,false,"""yes""",,381307924,bam,,,29781881.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-05-07 15:05:04.842835,64758,343.541935
2016-06-21 16:43:41.786982,slurm_normal,,574560017,gff,main_w2_handler1,2744796,13226658,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7411654.roundup,slurm,,corral-repl,,"""4f70bf5037cf11e68369005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c4af36a3903d573'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cef9bf32b3227a9a'}]",,1,,,,,false,"""no""",,749181332,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 17:20:27.383505,63108,2205.596523
2016-06-21 19:09:52.330253,slurm_normal,,574560017,gff,main_w1_handler0,2744796,13227880,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7412740.roundup,slurm,,corral-repl,,"""bacd84f437e311e683a1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c4af36a3903d573'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f35a78dad906b4cd'}]",,1,,,,,false,"""no""",,567066475,bam,,,30583335.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-06-21 19:18:38.644233,63108,526.31398
2016-04-28 06:04:33.736196,slurm_normal,,52995875,gtf,main_w1_handler1,2664366,12661068,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6864371.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""","""exon""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584b14473d2603e8c'}]","""gene_id""","""10""","""union""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5724947134ddd447b'}]",,1,,,,,false,"""yes""",,2368081963,bam,,,29533743.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,0.6.1galaxy1,,2016-04-28 06:14:28.438428,67184,594.702232
