create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_concordance,input_concordance_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.exclude_filtered,parameters.exclude_sample_name_repeat,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.gatk_param_type_selector,parameters.input_concordance.values,parameters.reference_source.__current_case__,parameters.reference_source.input_variant.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.sample_name_repeat,parameters.select_expressions_repeat,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-05 08:43:31.375915,slurm_normal,,main_w3_handler1,2834793,14010881,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2130215.0,vcf,2130215,vcf,8229335.roundup,slurm,,corral-repl,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,basic,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520fe0a2ce439e4fe'}]",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520fe0a2ce439e4fe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586a4a466d481249d'}]",history,[],[],45517599660.0,fasta,,33471756,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2016-10-05 09:18:40.292268,90340,2108.916353
2016-10-07 02:49:49.779643,slurm_normal,,main_w3_handler1,2210340,14025782,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",392148741.0,vcf,578691365,vcf,8243813.roundup,slurm,,corral-repl,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,basic,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8bae49b14b05ce9'}]",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b902f2056f12599'}]",hg_g1k_v37,,cached,[],[],,,,33512572,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2016-10-07 02:52:46.061611,59804,176.281968
2016-07-11 13:50:47.074527,slurm_normal,,main_w2_handler1,2761090,13374927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,493776414,vcf,7586281.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,basic,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5408439f5149a45a1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be3fa72b12458f77'}]",history,[],[],4756517.0,fasta,,31174401,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2016-07-11 14:58:15.298714,62186,4048.2241870000003
2016-10-05 13:16:15.490853,slurm_normal,,main_w3_handler0,2843579,14012231,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,4427660,vcf,8230617.roundup,slurm,,corral-repl,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",[],0,basic,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54549d817825f8183'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5aa382f4066174b'}]",history,[],[],45517599660.0,fasta,,33471756,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2016-10-05 13:32:09.786861,90340,954.296008
2016-10-10 10:10:49.085400,slurm_normal,,main_w3_handler1,2724092,14043747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,913142268,vcf,8261097.roundup,slurm,,corral-repl,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,basic,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508a12c056513762d'}]",hg_g1k_v37,,cached,[],[],,,,33493559,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2016-10-10 10:15:00.652790,85338,251.56739000000002
2016-10-05 10:24:26.065048,slurm_normal,,main_w4_handler1,2834793,14011360,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,8451511932,vcf,8229779.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",[],0,basic,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525903437ffc46bf8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586a4a466d481249d'}]",history,[],[],45517599660.0,fasta,,33471756,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.3,0.0.3,,2016-10-05 11:04:31.137467,90340,2405.072419
