create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bam_paired_end_type.__current_case__,parameters.bam_paired_end_type.bam_paired_end_type_selector,parameters.chromInfo,parameters.dbkey,parameters.input1,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-21 16:22:13.520385,slurm_normal,,main_w2_handler1,1370496,11893914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5980312110,bam,6130593.roundup,slurm,,corral-repl,,1,SE,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",23446943,,28518348,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0,2.0,,2016-02-21 17:07:15.672738,32789,2702.152353
2016-02-21 16:22:11.176939,slurm_normal,,main_w1_handler0,1370496,11893912,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5188181946,bam,6130557.roundup,slurm,,corral-repl,,1,SE,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",23446941,,28518348,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0,2.0,,2016-02-21 17:00:11.449553,32789,2280.272614
2016-02-21 16:22:12.212602,slurm_normal,,main_w1_handler0,1370496,11893913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4748821006,bam,6130569.roundup,slurm,,corral-repl,,1,SE,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",23446942,,28518348,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0,2.0,,2016-02-21 16:57:42.296936,32789,2130.084334
