chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,input_format|reads,input_format|reads_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.alignment_options.coefficient,parameters.alignment_options.constant_term,parameters.alignment_options.function_type,parameters.alignment_options.ignore_quals,parameters.alignment_options.skip_forward,parameters.alignment_options.skip_reverse,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.no_discordant,parameters.input_format.paired.paired_end_options.no_mixed,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_end_options.skip_reverse,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads,parameters.input_format.paired.reads.values,parameters.input_format.paired.reads_f,parameters.input_format.paired.reads_r,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.input_options.skip,parameters.input_options.stop_after,parameters.input_options.trim_five,parameters.input_options.trim_three,parameters.max_primary,parameters.paired_options.__current_case__,parameters.paired_options.contain,parameters.paired_options.dovetail,parameters.paired_options.maxins,parameters.paired_options.minins,parameters.paired_options.no_discordant,parameters.paired_options.no_mixed,parameters.paired_options.overlap,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item,parameters.reference_genome.history_item.values,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.ambiguous_penalty,parameters.scoring_options.coefficient,parameters.scoring_options.constant_term,parameters.scoring_options.function_type,parameters.scoring_options.match_bonus,parameters.scoring_options.max_mismatch,parameters.scoring_options.min_mismatch,parameters.scoring_options.read_extend_penalty,parameters.scoring_options.read_open_penalty,parameters.scoring_options.ref_extend_penalty,parameters.scoring_options.ref_open_penalty,parameters.scoring_options.scoring_options_selector,parameters.scoring_options.soft_clip_penalty_max,parameters.scoring_options.soft_clip_penalty_min,parameters.spliced_options.__current_case__,parameters.spliced_options.spliced_options_selector,reads,reads1,reads1_filetype,reads2,reads2_filetype,reads_f,reads_f_filetype,reads_filetype,reads_r,reads_r_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-09 18:54:54.770583,slurm_normal,,main_w1_handler2,2627598,3084091361,fasta,12086641,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6311383.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,fasta,2,,,,,,single,23763559,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,23764338.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,353162494.0,,,,,,,fasta,,,,28798927,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-10 03:55:38.870164,79342,32444.099581000002
,,2016-03-23 13:08:56.768573,slurm_normal,,main_w1_handler1,2641340,3979269006,fasta,12234539,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6448720.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,fastq,2,,,,,,single,23967744,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,23973494.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,2305708499.0,,,,,,,fastqsanger,,,,29133472,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-23 17:15:23.049438,79739,14786.280865
,,2016-03-29 13:41:51.199649,slurm_normal,,main_w1_handler2,2587947,1725425915,fasta,12271889,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6480625.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,0,1.0,True,False,advanced,False,paired_collection,dce:260587,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,24034523.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,20743846986.0,fastqsanger,20743846986.0,fastqsanger,,,,,,,28076174,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-29 15:17:22.167304,78000,5730.967655
,,2016-04-18 13:26:09.579121,slurm_normal,,main_w1_handler1,2262197,1725283748,fasta,12504982,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10055622017.0,fastq,6696745.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efff1a152d4a61a2'}]",,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5a3d591e71dd9f'}]",history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,,,,,,,29483122,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-18 15:06:44.363724,61964,6034.784603
,,2016-03-20 21:44:39.567260,slurm_normal,,main_w1_handler2,2638615,47406812318,fasta,12205478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6418365.roundup,slurm,,corral-repl,,1,advanced,0,0,C,False,False,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,1.0,False,False,advanced,False,paired,,,23939232.0,23939233.0,1,advanced,0,0,0,0,"""5""",1,False,False,500,0,False,False,False,advanced,1,23942920.0,,history,1,1,0,0,C,2,6,2,3,5,3,5,advanced,2,1,0.0,defaults,,,,,,8502493899.0,fastqsanger,,8263215083.0,fastqsanger,,29092281,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-20 22:18:49.483140,56075,2049.91588
,,2016-03-29 17:41:32.804414,slurm_normal,,main_w1_handler2,2118809,2705411569,fasta,12275643,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6483483.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,,,,,,single,23748229,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,24033556.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,2967647228.0,,,,,,,fastq,,,,28879726,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-29 21:17:39.169067,55917,12966.364653
,,2016-04-01 23:06:15.107049,slurm_normal,,main_w1_handler2,2430808,2957925793,fasta,12316855,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6524315.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,fastq,1,0.0,,,defaults,,paired,,,24065875.0,24055383.0,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,24108728.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,12034488594.0,fastqsanger,,12313998602.0,fastqsanger,,27425391,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-02 00:38:51.353249,68690,5556.2462000000005
,,2016-04-10 21:03:08.654141,slurm_normal,,main_w2_handler1,2663089,2674726515,fasta,12411426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6611018.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,fastq,0,0.0,,,defaults,,paired_collection,hdca:14881,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,24245743.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,14879988864.0,fastqsanger,14879988864.0,fastqsanger,,,,,,,29523134,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-10 23:29:36.511898,58147,8787.857757
,,2016-04-18 13:26:00.114268,slurm_normal,,main_w2_handler1,2262197,1725283748,fasta,12504974,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9846480581.0,fastq,6696747.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eebafb8e1a9a68ed'}]",,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5a3d591e71dd9f'}]",history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,,,,,,,29483122,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-18 15:08:51.042945,61964,6170.928677000001
,,2016-03-23 08:19:03.827831,slurm_normal,,main_w1_handler0,2641340,3979269006,fasta,12233057,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6447468.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,fastq,2,,,,,,single,23973608,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,23973494.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,2673822031.0,,,,,,,fastqsanger,,,,29133472,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-23 12:13:23.385805,79739,14059.557974000001
,,2016-03-29 13:41:52.064428,slurm_normal,,main_w1_handler0,2587947,1725425915,fasta,12271890,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6480629.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,0,1.0,True,False,advanced,False,paired_collection,dce:260590,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,24034523.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,18452092340.0,fastqsanger,18452092340.0,fastqsanger,,,,,,,28076174,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-29 15:15:54.024359,78000,5641.959931
,,2016-04-18 13:26:03.067920,slurm_normal,,main_w2_handler0,2262197,1725283748,fasta,12504976,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9935992822.0,fastq,6696746.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b546e3cbd5cadaa089'}]",,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5a3d591e71dd9f'}]",history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,,,,,,,29483122,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-18 15:22:05.618077,61964,6962.550157000001
,,2016-04-18 13:26:06.905767,slurm_normal,,main_w1_handler0,2262197,1725283748,fasta,12504979,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10020148041.0,fastq,6698174.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55775e44b96eb4255'}]",,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5a3d591e71dd9f'}]",history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,,,,,,,29483122,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-18 16:49:51.722128,61964,12224.816361000001
,,2016-04-18 13:26:10.298163,slurm_normal,,main_w1_handler2,2262197,1725283748,fasta,12504983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10161629236.0,fastq,6698173.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,2,,,,,,single,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598b9e2f384cb3cbd'}]",,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5a3d591e71dd9f'}]",history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,,,,,,,29483122,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-04-18 16:57:05.505645,61964,12655.207482000002
,,2016-03-22 14:50:07.661011,slurm_normal,,main_w1_handler2,2641340,3979269006,fasta,12227134,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6440466.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",1,fastq,1,0.0,,,defaults,,paired,,,23973608.0,23973608.0,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,23973494.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,2673822031.0,fastqsanger,,2673822031.0,fastqsanger,,29133472,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-22 19:04:32.730451,79739,15265.069440000001
2112356.0,len,2016-03-30 01:54:37.582025,slurm_normal,,main_w2_handler0,2628463,2442407538,fasta,12279496,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6488552.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/main/files/014/769/dataset_14769017.dat""","""?""",1,fastq,0,0.0,,,defaults,,paired_collection,hdca:13783,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,23789629.0,,history,0,,,,,,,,,,,,defaults,,,,,,7762385119.0,fastqsanger,5495088446.0,fastqsanger,,,,,,,28634670,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-30 04:31:04.487798,79355,9386.905773
,,2016-03-19 20:59:36.129034,slurm_normal,,main_w2_handler0,2618205,2391709105,fasta,12195452,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6408684.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,,,defaults,,paired,,,23925632.0,23925632.0,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,23925709.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,,,,,14247896198.0,fastq,,14247896198.0,fastq,,29075878,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-19 22:47:06.509257,81007,6450.380223
,,2016-03-29 13:44:27.303719,slurm_normal,,main_w2_handler0,2587947,1725425915,fasta,12271902,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,6480659.roundup,slurm,,corral-repl,,0,defaults,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,0,1.0,True,False,advanced,False,paired_collection,dce:260581,,,,0,defaults,,,,,"""5""",0,,,,,,,,defaults,1,24034523.0,,history,0,,,,,,,,,,,,defaults,,,0.0,defaults,,17755135882.0,fastqsanger,17755135882.0,fastqsanger,,,,,,,28076174,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.1,1.0.1,,2016-03-29 15:21:01.159898,78000,5793.856179
