create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.guide.__current_case__,parameters.guide.use_guide,parameters.input_bam.values,parameters.option_set.__current_case__,parameters.option_set.options,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-27 22:12:43.014007,slurm_multi,,main_w3_handler2,2120863,17611359,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13179678628,bam,11681329,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,no,"[{'src': 'hda', 'id': 32570326}]",0,default,,42288278,error,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,1.3.3,,2017-11-30 15:58:18.128284,52578,236735.11427700002
2017-11-27 22:12:46.859398,slurm_multi,,main_w4_handler2,2120863,17611368,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13852289302,bam,11680927,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,no,"[{'src': 'hda', 'id': 32570328}]",0,default,,42288278,error,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,1.3.3,,2017-11-28 15:05:58.341844,52578,60791.482446
2017-11-27 22:12:37.483299,slurm_multi,,main_w3_handler2,2120863,17611351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15610094445,bam,11681315,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,no,"[{'src': 'hda', 'id': 32570041}]",0,default,,42288278,error,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,1.3.3,,2017-11-30 15:58:18.605277,52578,236741.121978
2017-11-27 22:12:24.385693,slurm_multi,,main_w4_handler2,2120863,17611349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17934689166,bam,11680656,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,no,"[{'src': 'hda', 'id': 32569821}]",0,default,,42288278,error,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,1.3.3,,2017-11-28 14:54:11.456541,52578,60107.070848
2017-11-27 22:12:13.414423,slurm_multi,,main_w3_handler2,2120863,17611346,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16071032933,bam,11680658,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,no,"[{'src': 'hda', 'id': 32569806}]",0,default,,42288278,error,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,1.3.3,,2017-11-28 14:48:59.994918,52578,59806.580495
