create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.w,parameters.bed,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.nooverlaps,parameters.number,parameters.original,parameters.strandB,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-04 15:17:31.020662,slurm_normal,,main_w3_handler1,3234674,17024448,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1773607700,bed,1666891823,bed,11079852.roundup,slurm,,corral-repl,,0,window,1000,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""false""","[{'src': 'hda', 'id': 31558704}]","[{'src': 'hda', 'id': 31558703}]","""false""","""false""","""false""","""""",,40111512,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-10-04 15:27:15.387807,110618,584.367145
2017-09-26 19:41:55.534122,slurm_normal,,main_w4_handler0,2996992,16939586,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",290389,bed,3167403322,bed,11009068.roundup,slurm,,corral-repl,,0,window,0,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","""false""","[{'src': 'hda', 'id': 30455833}]","[{'src': 'hda', 'id': 31426457}]","""true""","""false""","""false""","""""",,40818609,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-09-26 19:43:46.993156,75600,111.459034
2017-09-26 00:24:24.490610,slurm_normal,,main_w3_handler0,2996992,16929945,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",274548,bed,1680052921,bed,10999447.roundup,slurm,,corral-repl,,0,window,10,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","""false""","[{'src': 'hda', 'id': 30360966}]","[{'src': 'hda', 'id': 31411600}]","""false""","""false""","""false""","""""",,40818609,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-09-26 00:25:33.272838,75600,68.782228
2017-09-26 00:22:37.103384,slurm_normal,,main_w4_handler1,2996992,16929939,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",290389,bed,1680052921,bed,10999440.roundup,slurm,,corral-repl,,0,window,10,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","""false""","[{'src': 'hda', 'id': 30455833}]","[{'src': 'hda', 'id': 31411600}]","""false""","""false""","""true""","""""",,40818609,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-09-26 00:23:34.048908,75600,56.945524000000006
2017-09-26 00:22:36.598074,slurm_normal,,main_w4_handler0,2996992,16929938,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",274548,bed,1680052921,bed,10999442.roundup,slurm,,corral-repl,,0,window,10,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","""false""","[{'src': 'hda', 'id': 30360966}]","[{'src': 'hda', 'id': 31411600}]","""false""","""false""","""true""","""""",,40818609,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-09-26 00:23:49.625701,75600,73.02762700000001
2017-09-26 00:24:24.801115,slurm_normal,,main_w4_handler1,2996992,16929946,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",290389,bed,1680052921,bed,10999448.roundup,slurm,,corral-repl,,0,window,10,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""galGal4""","""false""","[{'src': 'hda', 'id': 30455833}]","[{'src': 'hda', 'id': 31411600}]","""false""","""false""","""false""","""""",,40818609,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.26.0.0,2.26.0.0,,2017-09-26 00:25:36.385486,75600,71.584371
