create_time,destination_id,exit_code,file_list,file_list_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.header,parameters.adv.matepairDist,parameters.adv.minMapq,parameters.adv.primary,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-07 19:18:41.532487,slurm_normal,,1310357929,fastq,main_w3_handler0,3419636,18301746,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12384735,slurm,,corral-repl,,both,yes,,,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""",2,"[{'src': 'hda', 'id': 33732138}]",file_list,"""bam""",,43140984,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.8.1.2,2.8.1.2,,2018-02-07 19:26:25.632986,119747,464.100499
