create_time,destination_id,dist,dist_filetype,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist.values,parameters.epsilon,parameters.iters,parameters.maxdim,parameters.maxiters,parameters.mindim,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-13 12:12:55.313418,slurm_normal,5028139581,lower.dist,,main_w4_handler0,3028823,15281128,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9425384.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28730529}]","""1e-12""","""10""","""2""","""500""","""2""",,36588811,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-13 12:16:38.454948,101903,223.14153000000002
2017-03-28 19:10:20.942022,slurm_normal,1815384975,mothur.lower.dist,,main_w3_handler1,3028823,15417370,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9548759.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28957351}]","""1e-12""","""10""","""2""","""500""","""2""",,36933569,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-28 19:19:19.629842,101903,538.68782
2017-03-13 13:26:48.463663,reserved,10055896315,square.dist,,main_w4_handler0,3029344,15281677,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9426427.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28736304}]","""1e-12""","""10""","""2""","""500""","""2""",,36196859,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-13 14:29:22.248062,5254,3753.784399
2017-03-17 15:52:09.898727,slurm_normal,5028139581,lower.dist,,main_w4_handler0,3028823,15325642,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9466477.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28730529}]","""1e-12""","""10""","""2""","""500""","""2""",,36686426,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-17 15:53:56.814034,101903,106.91530700000001
