create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.output_unmapped,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.raw_juncs.values,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input1.values,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,params|own_junctions|raw_juncs,params|own_junctions|raw_juncs_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-01 08:22:49.980178,slurm_multi_dynamic_walltime,,main_w2_handler2,2754596,13303559,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5248094749,fastqsanger,,,7505305,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50781affca1358acb'}]",,,,,single,,,,,,31191189.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-01 11:04:01.789583,80162,9671.809405
2017-09-28 12:14:31.641605,slurm_multi,,main_w4_handler2,3267420,16959935,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35827867564,fastqsanger,,,11027871.roundup,slurm,,corral-repl,38713.0,fasta,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,5000,20,5000,No,30,30,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 31445284}]",0,"[{'src': 'hda', 'id': 31452453}]",,,,,single,,,,,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-09-28 16:14:12.789917,105583,14381.148312000001
2017-01-05 00:59:38.419666,slurm_multi_dynamic_walltime,,main_w3_handler2,2943781,14692946,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",248767618,fastqsanger,,,8862816,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg_g1k_v37,,0,"[{'src': 'hda', 'id': 27817424}]",,,,,single,,,,,,34291309.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-05 01:02:01.820269,84381,143.40060300000002
2017-07-21 20:53:02.907710,slurm_multi_dynamic_walltime,,main_w3_handler2,3197496,16392004,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39634961357,fastqsanger,,,10456951,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 30552566}]",,,,,single,,,,,,39437999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-07-22 01:46:42.476300,83916,17619.568590000003
2016-09-08 11:19:20.800334,slurm_multi_dynamic_walltime,,main_w4_handler2,2806693,13805216,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37316496355,fastqsanger,,,8025924,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54265b43c1df4abf2'}]",,,,,single,,,,,,32486709.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-08 17:49:37.632155,85189,23416.831821
2018-02-02 16:41:09.213681,slurm_multi,,main_w4_handler2,3413397,18237746,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15459708443,fastqsanger,15451579023.0,fastqsanger,12318096,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 33635471}]","[{'src': 'hda', 'id': 33635470}]",163,20,Yes,paired,,,,,,43609859.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-02-03 02:46:00.385542,111529,36291.171861
2016-09-21 12:44:21.416008,slurm_multi_dynamic_walltime,,main_w3_handler2,2348043,13905297,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18097964944,fastqsanger,18097964944.0,fastqsanger,8128069,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg38,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4a60fc103a3b2e6'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e2097d50efc4020'}]",300,20,Yes,paired,,,,,,33070113.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-22 02:14:31.983522,61766,48610.567514
2017-12-09 19:42:50.314121,slurm_multi,,main_w3_handler2,3334436,17757715,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15968129395,fastqsanger,15968129395.0,fastqsanger,11826142,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 32460309}]","[{'src': 'hda', 'id': 32460310}]",300,20,Yes,paired,,,,,,42556931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-12-10 02:29:23.803839,116860,24393.489718
2017-02-06 21:26:33.264009,slurm_multi_dynamic_walltime,,main_w3_handler2,2984241,14964748,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13402675543,fastqsanger,13402675543.0,fastqsanger,9122380,slurm,,corral-repl,184563953.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 28232618}]",1,"[{'src': 'hda', 'id': 28232558}]","[{'src': 'hda', 'id': 28232559}]",120,20,Yes,paired,,,,,,35849146.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-02-07 01:39:56.475476,96255,15203.211467000001
2017-09-28 16:52:44.087094,slurm_multi,,main_w4_handler2,3267420,16964311,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35827867564,fastqsanger,,,11031888.roundup,slurm,,corral-repl,38713.0,fasta,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,2500,20,2500,No,60,60,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 31445284}]",0,"[{'src': 'hda', 'id': 31452453}]",,,,,single,,,,,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-09-28 20:51:43.858607,105583,14339.771513000002
2016-09-21 13:06:13.027457,slurm_multi_dynamic_walltime,,main_w4_handler2,2445179,13905684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23075011385,fastqsanger,23075011385.0,fastqsanger,8128325,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg38,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541144f496309c3e8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5925a2795ba391077'}]",300,20,Yes,paired,,,,,,33070113.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-22 05:43:54.275892,61766,59861.248435
2016-08-09 13:45:08.210864,slurm_multi_dynamic_walltime,,main_w1_handler2,2683278,13630078,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47799942,fastqsanger,,,7843491,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg38,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c2dd5fb76cc165d'}]",,,,,single,,,,,,30406296.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-08-09 14:09:34.928725,38221,1466.717861
2017-10-01 02:16:45.801820,slurm_multi,,main_w4_handler2,3271585,16979123,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",66363,fastqsanger,,,11046523.roundup,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,8,1.0,Yes,0.0,Yes,sensitive,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,Yes,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,papHam1,,0,"[{'src': 'hda', 'id': 31490497}]",,,,,single,,,,,,40977633.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-10-01 03:48:25.386093,112514,5499.584273
2016-07-13 12:42:19.120857,slurm_multi_dynamic_walltime,,main_w1_handler2,2763523,13394893,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13613464376,fastqsanger,,,7606781,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5506a7202dd607f89'}]",,,,,single,,,,,,31161390.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-13 16:40:11.994570,80162,14272.873713
2017-10-12 13:56:46.891692,slurm_multi,,main_w3_handler2,3284541,17087280,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4462754194,fastqsanger,4308094482.0,fastqsanger,11143415.roundup,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,500000,1000000,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 31661584}]","[{'src': 'hda', 'id': 31661587}]",300,20,Yes,paired,,,,,,41241893.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-10-13 03:32:35.604359,113470,48948.712667
2017-12-10 03:33:34.259337,slurm_multi,,main_w4_handler2,3334436,17760168,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15968129395,fastqsanger,15968129395.0,fastqsanger,11831051,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 32460309}]","[{'src': 'hda', 'id': 32460310}]",300,20,Yes,paired,,,,,,42556931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-12-10 15:49:23.603779,116860,44149.344442
2016-11-01 15:42:41.276012,slurm_multi_dynamic_walltime,,main_w3_handler2,2876557,14225590,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12186042834,fastqsanger,12186042834.0,fastqsanger,8435647,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,0.0,No,,,,No,1.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,Yes,70,50,true,0.0,1.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b547712dbdabfd9f55'}]",Yes,No,0.0,,No,Yes,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514ba4f096793e5db'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1092fbd3f363995'}]",300,20,Yes,paired,116963244.0,gtf,,,,32564194.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-01 20:48:20.487061,87806,18339.211049
2017-03-02 21:42:42.621849,slurm_multi_dynamic_walltime,,main_w4_handler2,2993222,15193266,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26590589359,fastqsanger,,,9343939,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,2.0,,,No,1.0,10,Yes,,100,5,5,2,0.0,No,,,fr-unstranded,500000,20,500000,Yes,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 28567627}]",,,,,single,,,,,,36365394.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-03-03 07:25:29.024638,94550,34966.402789
2016-09-18 20:36:14.361849,slurm_multi_dynamic_walltime,,main_w4_handler2,2820598,13876113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18778657894,fastqsanger,15655760524.0,fastqsanger,8099361,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf8e98c7ba8145b6'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58dff8082d4e3ecd4'}]",115,70,Yes,paired,,,,,,32966700.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-19 01:59:15.443362,59101,19381.081513
