create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.output_unmapped,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.raw_juncs.values,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input1.values,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,params|own_junctions|raw_juncs,params|own_junctions|raw_juncs_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-30 09:31:27.043659,slurm_multi_dynamic_walltime,,main_w4_handler2,3217304,16691482,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1627473027,fastqsanger,,,10763594,slurm,,corral-repl,13725373601.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 30986129}]",0,"[{'src': 'hda', 'id': 31030537}]",,,,,single,,,,,,39876560.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-08-30 09:45:30.884936,109841,843.8412770000001
2018-02-05 03:46:39.641141,slurm_multi,,main_w3_handler2,3416556,18254423,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15968129395,fastqsanger,15968129395.0,fastqsanger,12341123,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,oryCun1,,1,"[{'src': 'hda', 'id': 33662472}]","[{'src': 'hda', 'id': 33662471}]",300,20,Yes,paired,,,,,,43673676.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-02-06 03:55:48.450912,121295,86948.809771
2017-12-10 15:43:48.950236,slurm_multi,,main_w4_handler2,3334436,17764697,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15968129395,fastqsanger,15968129395.0,fastqsanger,11833376,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 32460309}]","[{'src': 'hda', 'id': 32460310}]",300,20,Yes,paired,,,,,,42556931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-12-10 22:44:19.119625,116860,25230.169389000002
2017-12-11 14:30:15.879518,slurm_multi,,main_w3_handler2,3334436,17773148,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15778870283,fastqsanger,15778870283.0,fastqsanger,11841970,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 32460304}]","[{'src': 'hda', 'id': 32460307}]",300,20,Yes,paired,,,,,,42556931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-12-12 00:56:50.326830,116860,37594.447312000004
2017-07-24 11:14:03.752275,slurm_multi_dynamic_walltime,,main_w4_handler2,3197496,16404154,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39634961357,fastqsanger,,,10468534,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 30552566}]",,,,,single,,,,,,39426862.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-07-24 13:57:52.327635,83916,9828.57536
2017-08-01 13:22:46.456674,slurm_multi_dynamic_walltime,,main_w4_handler2,3063655,16477917,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",42189257843,fastqsanger,42189257843.0,fastqsanger,10546299,slurm,,corral-repl,475518.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,20000,50,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,3000,4,3000,Yes,30,30,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 30711850}]",1,"[{'src': 'hda', 'id': 29378660}]","[{'src': 'hda', 'id': 29378659}]",300,20,No,paired,,,,,,37753915.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-08-02 00:14:02.409093,103350,39075.952419
2016-08-09 15:38:55.896241,slurm_multi_dynamic_walltime,,main_w1_handler2,2683278,13630701,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47799942,fastqsanger,,,7844147,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg38,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c2dd5fb76cc165d'}]",,,,,single,,,,,,30406296.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-08-09 16:04:28.465780,38221,1532.569539
2016-07-14 23:12:35.945032,slurm_multi_dynamic_walltime,,main_w2_handler2,2763523,13415322,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13613464376,fastqsanger,,,7627411,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm10,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5506a7202dd607f89'}]",,,,,single,,,,,,31161390.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-15 05:20:08.384983,80162,22052.439951
2017-12-11 19:03:18.425091,slurm_multi,,main_w3_handler2,3334436,17775450,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15968129395,fastqsanger,15968129395.0,fastqsanger,11846731,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 32460309}]","[{'src': 'hda', 'id': 32460310}]",300,20,Yes,paired,,,,,,42556931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-12-12 07:52:18.364861,116860,46139.939770000005
2017-02-06 21:27:01.998631,slurm_multi_dynamic_walltime,,main_w4_handler2,2984241,14964752,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13390923045,fastqsanger,13390923045.0,fastqsanger,9122415,slurm,,corral-repl,184563953.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 28232618}]",1,"[{'src': 'hda', 'id': 28232560}]","[{'src': 'hda', 'id': 28232561}]",120,20,Yes,paired,,,,,,35849146.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-02-07 01:37:47.495609,96255,15045.496978000001
2016-09-17 07:48:26.397687,slurm_multi_dynamic_walltime,,main_w4_handler2,2743840,13870640,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36910540942,fastqsanger,,,8094034,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5536be0f8ae4e9b67'}]",,,,,single,,,,,,32486354.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-17 14:03:56.417088,86276,22530.019401
2018-01-12 17:10:15.161043,slurm_multi,,main_w4_handler2,2894539,18018975,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13777112672,fastqsanger,13777112672.0,fastqsanger,12107943,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,8,0.0,No,,,,No,1.0,20000,50,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,500000,20,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,papHam1,,1,"[{'src': 'hda', 'id': 33057139}]","[{'src': 'hda', 'id': 33057140}]",25,20,Yes,paired,,,,,,43141762.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-01-14 20:14:49.137620,93656,183873.97657700002
2017-01-17 17:21:49.053860,slurm_multi_dynamic_walltime,,main_w4_handler2,2959017,14790772,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2040339202,fastqsanger,,,8953884,slurm,,corral-repl,,,,0,no,,"""6a3988a8dcd911e68767005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,2000000,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 27964710}]",,,,,single,,,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-01-18 17:50:56.551630,96660,88147.49777
2017-02-10 23:01:31.823281,slurm_multi_dynamic_walltime,,main_w3_handler2,2990985,15008908,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26590589359,fastqsanger,,,9165097,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,2.0,,,No,1.0,10,Yes,,100,5,5,2,0.0,No,,,fr-unstranded,500000,20,500000,Yes,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 28302799}]",,,,,single,,,,,,35804092.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-02-11 08:14:37.319819,94547,33185.496538
2018-01-01 19:33:01.505515,slurm_multi,,main_w3_handler2,3377358,17926387,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4407404240,fastq.gz,4456461622.0,fastq.gz,12001848,slurm,,corral-repl,21230158846.0,fasta,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 33125079}]",1,"[{'src': 'hda', 'id': 33103848}]","[{'src': 'hda', 'id': 33103866}]",300,20,Yes,paired,,,,,,42695588.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-01-01 19:42:01.493918,118739,539.9884030000001
2016-11-08 17:52:08.959395,slurm_multi_dynamic_walltime,,main_w4_handler2,2829706,14287313,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12645331197,fastqsanger,12645331197.0,fastqsanger,8495230,slurm,,corral-repl,2943.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,50000,20,50000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52dca1249c7c0252f'}]",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57aff68682044a22a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58bd90076c72e31bb'}]",150,20,Yes,paired,,,,,,34146581.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-08 21:29:17.924525,25577,13028.96513
2016-11-02 05:52:13.045266,slurm_multi_dynamic_walltime,,main_w4_handler2,2876557,14230252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12186042834,fastqsanger,12186042834.0,fastqsanger,8440196,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,8,1.0,Yes,0.0,Yes,sensitive,No,1.0,20000,50,Yes,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,0.0,1.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b547712dbdabfd9f55'}]",Yes,No,0.0,,No,Yes,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514ba4f096793e5db'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1092fbd3f363995'}]",300,20,Yes,paired,116963244.0,gtf,,,,32564194.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-11-02 10:21:39.986082,87806,16166.940816
2016-07-12 13:47:48.010188,slurm_multi_dynamic_walltime,,main_w1_handler2,2102399,13385441,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8638084518,fastqsanger,8356145707.0,fastqsanger,7597021,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",1,4,1.0,Yes,0.0,Yes,sensitive,No,0.0,,,auto,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,true,1.0,,,,,,,,No,5,5,0,25,3,full,2,1,no,0,indexed,mm10,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593e78f718007ee39'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57d606737f929581d'}]",100,20,Yes,paired,,,,,,31104738.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-12 21:45:24.374251,55165,28656.364063
2017-07-24 11:14:03.173216,slurm_multi_dynamic_walltime,,main_w3_handler2,3197496,16404153,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33933663636,fastqsanger,,,10468532,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 30552561}]",,,,,single,,,,,,39426862.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-07-24 13:42:00.283108,83916,8877.109892
2017-10-12 13:56:51.490104,slurm_multi,,main_w4_handler2,3284538,17087282,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4852536838,fastqsanger,4395750510.0,fastqsanger,11143418.roundup,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-firststrand,500000,1000000,500000,No,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 31661570}]","[{'src': 'hda', 'id': 31661571}]",300,20,Yes,paired,,,,,,41241889.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-10-13 07:46:57.216390,113468,64205.726286000005
2016-09-19 06:53:06.495316,slurm_multi_dynamic_walltime,,main_w3_handler2,2820598,13879105,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18778657894,fastqsanger,15655760524.0,fastqsanger,8102395,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf8e98c7ba8145b6'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58dff8082d4e3ecd4'}]",115,70,Yes,paired,,,,,,32966700.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-19 11:59:50.635560,59101,18404.140244000002
2017-12-12 14:56:43.866840,slurm_multi,,main_w4_handler2,3334436,17785306,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15778870283,fastqsanger,15778870283.0,fastqsanger,11853592,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,"[{'src': 'hda', 'id': 32460307}]","[{'src': 'hda', 'id': 32460304}]",250,20,Yes,paired,,,,,,42556931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-12-13 01:14:02.607161,116860,37038.740321000005
2017-05-03 10:01:36.642135,slurm_multi_dynamic_walltime,,main_w3_handler2,3063655,15733373,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",42189257843,fastqsanger,42189257843.0,fastqsanger,9843686,slurm,,corral-repl,270962.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,3000,30,Yes,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,3000,4,3000,Yes,30,30,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 29364857}]",1,"[{'src': 'hda', 'id': 29378660}]","[{'src': 'hda', 'id': 29378659}]",300,20,Yes,paired,,,,,,37683289.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-05-03 21:44:19.331093,103350,42162.688958000006
2018-01-30 01:03:40.950029,slurm_multi,,main_w3_handler2,3409808,18195627,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32960121118,fastqsanger,32960121118.0,fastqsanger,12276513,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm9,,1,"[{'src': 'hda', 'id': 33563678}]","[{'src': 'hda', 'id': 33563678}]",300,20,Yes,paired,,,,,,43535438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-01-30 16:09:36.495338,120872,54355.545309
2017-02-13 22:18:48.245628,slurm_multi_dynamic_walltime,,main_w3_handler2,2890671,15027229,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26590589359,fastqsanger,,,9183508,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,2.0,,,No,1.0,10,Yes,,100,5,5,2,0.0,No,,,fr-unstranded,500000,20,500000,Yes,70,50,false,1.0,,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 28282680}]",,,,,single,,,,,,36014404.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-02-14 08:15:32.658000,94547,35804.412372
2017-07-21 20:53:01.714527,slurm_multi_dynamic_walltime,,main_w4_handler2,3197496,16392000,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33933663636,fastqsanger,,,10456091,slurm,,corral-repl,,,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,0,"[{'src': 'hda', 'id': 30552561}]",,,,,single,,,,,,39437999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-07-21 23:21:04.329311,83916,8882.614784000001
2018-01-30 01:03:43.869493,slurm_multi,,main_w3_handler2,3409808,18195629,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22773237052,fastqsanger,22773237052.0,fastqsanger,12283668,slurm,,corral-repl,,,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm9,,1,"[{'src': 'hda', 'id': 33563680}]","[{'src': 'hda', 'id': 33563680}]",300,20,Yes,paired,,,,,,43535438.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-01-31 03:14:32.786951,120872,94248.91745800001
2016-09-03 13:27:07.122643,slurm_multi_dynamic_walltime,,main_w3_handler2,2809379,13775757,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",190234866,fastqsanger,,,7997330,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,12,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,false,1.0,,,,,,,,No,2,0,0,25,0,full,0,1,no,0,indexed,hg38,,0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1c7d360f6b22ee5'}]",,,,,single,,,,,,31135616.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-03 13:53:49.874166,72145,1602.7515230000001
2018-02-26 14:21:44.390643,slurm_multi,,main_w4_handler2,3439663,18522669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",848559686,fastqsanger,,,12618694,slurm,,corral-repl,12651066917.0,fasta,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 34071646}]",0,"[{'src': 'hda', 'id': 34064893}]",,,,,single,,,,,,44130289.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2018-02-26 16:05:45.967280,119864,6241.576637
2017-05-08 22:52:12.164322,reserved_multi,,main_w3_handler2,3103094,15785102,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12242120094,fastqsanger,11856659000.0,fastqsanger,9891362.roundup,slurm,,corral-repl,1735233234.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,0.0,,,auto,1.0,20,Yes,,10000000,2,2,2,1.0,Yes,3,3,fr-unstranded,400000,20,400000,Yes,40,40,false,0.0,1.0,"[{'src': 'hda', 'id': 29524684}]",Yes,No,1.0,"[{'src': 'hda', 'id': 29524683}]",Yes,Yes,2,2,1000,25,2,full,0,1,no,1,history,,"[{'src': 'hda', 'id': 29525153}]",1,"[{'src': 'hda', 'id': 29524689}]","[{'src': 'hda', 'id': 29524690}]",-10,102,Yes,paired,393925810.0,gff3,52799028.0,bed,,37591862.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2017-05-09 12:16:55.920200,5254,48283.755878
