create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,otu,otu_filetype,param_filename,parameters.as_datasets,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.otu.values,parameters.output,parameters.subsampling.__current_case__,parameters.subsampling.use,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-09 17:53:48.904955,slurm_normal,,main_w3_handler0,3147024,16067028,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10155535.roundup,slurm,,corral-repl,662900,fasta,,"""true""","[""jclass"", ""thetayc""]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29973392}]","""lt""",1,false,,38553118,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_dist_shared/1.26.0,1.26.0,,2017-06-09 17:57:23.023601,,214.118646
