create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,main,main_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.main_lab,parameters.sets,parameters.universe.__current_case__,parameters.universe.main.values,parameters.universe.type_select,runner_name,session_id,sets_0|set,sets_0|set_filetype,sets_1|set,sets_1|set_filetype,sets_2|set,sets_2|set_filetype,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-10 20:55:49.934614,slurm_normal,,main_w3_handler0,2900634,14734137,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8897951.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 27866691}]}, ""lab"": ""Larvae 1""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 27866701}]}, ""lab"": ""Female 1""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 27866704}]}, ""lab"": ""Male 1""}]",1,,implicit,,35156693,13070156847,fastqcssanger,10909496331.0,fastqsanger,10194550690.0,fastqsanger,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-01-10 21:28:10.142095,76703,1940.2074810000001
2017-11-08 19:38:49.702443,slurm_normal,,main_w4_handler1,3316940,17385764,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11447403,slurm,,6749155881.0,fastqsanger,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 32154833}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 32154815}]",explicit,,41858252,6765574259,fastqsanger,,,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-11-08 19:55:32.890200,115603,1003.187757
2017-01-10 14:20:27.579504,slurm_normal,,main_w3_handler1,2900634,14723910,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8896717.roundup,slurm,,11210068555.0,fastqsanger,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 27866710}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 27866710}]",explicit,,34702160,11210068555,fastqsanger,,,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-01-10 20:01:47.536980,76703,20479.957476
2017-08-23 16:47:38.426815,slurm_normal,,main_w3_handler0,3228245,16642270,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10714842.roundup,slurm,,4088894600.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 30965848}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 30965847}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 30966932}]",explicit,,39874271,648048424,tabular,319061533.0,tabular,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-08-23 16:51:03.231961,109360,204.805146
2018-01-11 00:31:46.882203,slurm_normal,,main_w3_handler0,3385761,17998492,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12075351,slurm,,17806695303.0,fastqsanger,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 33236750}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 33236751}]",explicit,,43068523,16936370938,fastqsanger,,,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2018-01-11 00:43:55.655226,110665,728.7730230000001
2018-02-26 20:27:51.927334,slurm_normal,,main_w3_handler1,3443520,18526735,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12624049,slurm,,18766993389.0,tabular,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 34080562}]}, ""lab"": ""MB3""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 34080566}]}, ""lab"": ""MB2""}, {""__index__"": 2, ""set"": {""values"": [{""src"": ""hda"", ""id"": 34080574}]}, ""lab"": ""MB1""}]",0,"[{'src': 'hda', 'id': 34080601}]",explicit,,44013004,21062324956,tabular,18894458515.0,tabular,21289640923.0,tabular,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2018-02-26 21:24:34.161570,122313,3402.2342360000002
2016-10-17 22:21:01.090163,slurm_normal,,main_w3_handler0,2827058,14102777,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8317844.roundup,slurm,,31665869307.0,fastq,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5b1c20058d291ef8f""}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5938e83d2036a4bb2""}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5938e83d2036a4bb2'}]",explicit,,33764982,31665869307,fastq,31665869307.0,fastq,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2016-10-17 22:43:52.949407,90658,1371.859244
2017-02-14 12:05:29.522566,slurm_normal,,main_w3_handler1,1582872,15032958,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9189392.roundup,slurm,,11496895404.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 28341497}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 28338990}]",explicit,,35930156,11496895404,fasta,,,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-02-14 12:12:08.749898,37190,399.22733200000005
2017-08-23 16:52:27.376251,slurm_normal,,main_w4_handler1,3228245,16642301,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10714879.roundup,slurm,,4088894600.0,fasta,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 30965848}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 30965847}]}, ""lab"": ""Group""}]",0,"[{'src': 'hda', 'id': 30966932}]",explicit,,39874271,648048424,tabular,319061533.0,tabular,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-08-23 16:55:44.214434,109360,196.83818300000001
2017-01-10 20:48:23.516594,slurm_normal,,main_w3_handler0,2900634,14734113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8897847.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Venn Diagram""","[{""__index__"": 0, ""set"": {""values"": [{""src"": ""hda"", ""id"": 27866691}]}, ""lab"": ""Group""}, {""__index__"": 1, ""set"": {""values"": [{""src"": ""hda"", ""id"": 27866694}]}, ""lab"": ""Group""}]",1,,implicit,,35156693,13070156847,fastqcssanger,12220612695.0,fastqsanger,,,error,toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list/0.0.9,0.0.9,,2017-01-10 21:21:46.602796,76703,2003.0862020000002
