create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-15 00:42:55.805197,slurm_normal,,main_w2_handler1,2737654,13164519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45385186663,fastqsanger,7348489.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541f1f3e9e34e1631'}]",,30838510.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-06-15 01:15:17.478509,61604,1941.6733120000001
2016-04-07 09:34:37.741719,slurm_normal,,main_w1_handler0,2660795,12360345,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26761685985,fastqsanger,6566443.roundup,slurm,,corral-repl,,"""f0d07cf8fca311e58fc1005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",24177990,,,29465750.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-04-07 12:14:57.063025,49127,9619.321306
2017-06-18 08:46:15.332076,slurm_normal,,main_w3_handler1,2843366,16125049,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6317608719,fasta,10205990.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30065549}]",,38737491.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-18 08:48:40.668053,91624,145.335977
2017-12-16 15:48:15.577564,slurm_normal,,main_w4_handler1,3367573,17825606,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",55045721007,fasta,11898953,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32959108}]",,42647874.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-12-16 15:52:59.333203,54745,283.75563900000003
2015-03-23 21:27:25.888654,rodeo_normal,,main_w2_handler0,2246510,9018842,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20781394460,fasta,3300126.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",18967224,,,21977931.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-03-23 22:28:33.799215,3741,3667.910561
2017-06-17 19:59:48.330204,slurm_normal,,main_w4_handler0,2843366,16123092,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9073462782,fasta,10204398.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30065049}]",,38737491.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-17 20:01:20.406960,91624,92.076756
2017-06-17 20:48:14.703408,slurm_normal,,main_w4_handler1,2843366,16123219,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6317608719,fasta,10204575.roundup,slurm,,corral-repl,,"""4259d950539e11e7a768005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30065549}]",,,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-17 21:23:19.425207,91624,2104.721799
2017-06-18 10:46:18.724667,slurm_normal,,main_w4_handler1,3161010,16125296,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9073462782,fasta,10206291.roundup,slurm,,corral-repl,,"""4debca4c541311e78924005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30068466}]",,,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-18 11:32:31.923695,91624,2773.199028
2016-02-12 21:24:03.165343,slurm_normal,,main_w2_handler0,2469513,11814046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36273237244,fastqsanger,6063539.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23326284,,,28204513.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-02-12 23:36:21.270301,57640,7938.104958000001
2017-08-05 23:57:43.975802,slurm_normal,,main_w4_handler1,3202511,16512840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14330046179,fastqsanger,10582394.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30765424}]",,39537245.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-08-06 00:09:39.442014,61604,715.466212
2017-07-06 09:06:18.595471,slurm_normal,,main_w3_handler1,3183462,16269763,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9073462782,fasta,10340657.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30325059}]",,38737491.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-06 09:08:28.911957,91624,130.316486
2018-01-28 13:45:19.528664,slurm_normal,,main_w3_handler1,3335769,18179306,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13449890211,fasta,12261111,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33535181}]",,42256144.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2018-01-28 13:48:32.998015,116870,193.46935100000002
2016-02-15 18:11:17.980742,slurm_normal,,main_w2_handler1,2469513,11836181,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36415564122,fastqsanger,6080300.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23356536,,,28401910.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-02-15 19:38:12.486766,57640,5214.506024
2017-12-16 15:40:36.131438,slurm_normal,,main_w4_handler1,3367573,17825579,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",55045721007,fasta,11898918,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32959108}]",,42647874.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-12-16 15:45:01.387518,54745,265.25608
2015-03-10 12:11:57.945048,rodeo_normal,,main_w2_handler0,2194097,8906783,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21530188250,fastqsanger,3089494.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794647,,,20275718.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-03-10 12:31:42.749533,55691,1184.804485
2016-02-10 17:39:54.377652,slurm_normal,,main_w2_handler1,2469513,11780360,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36408798950,fastqsanger,6032828.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23264612,,,28204513.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-02-10 18:23:09.558530,57640,2595.180878
2017-06-08 13:21:24.191397,slurm_normal,,main_w4_handler0,3107233,16053140,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24211511441,fastqsanger,10142911.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29949151}]",,38325112.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-08 13:38:14.363708,105633,1010.172311
2017-06-08 13:21:24.841979,slurm_normal,,main_w4_handler1,3107233,16053141,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24825659091,fastqsanger,10142913.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29949152}]",,38325112.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-08 13:39:49.283797,105633,1104.441818
2016-07-18 16:20:41.087648,reserved,,main_w1_handler1,2768949,13433707,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8794189936,fasta,7645157.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c1ebc8d9ce95f7a'}]",,30731085.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-07-18 16:38:01.966536,5254,1040.878888
2017-03-01 10:53:55.481844,slurm_normal,,main_w3_handler0,3011922,15177138,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5546889990,fasta,9327722.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28568726}]",,36325217.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-03-01 10:57:11.054723,99983,195.572879
2016-07-13 05:01:50.210666,slurm_normal,,main_w2_handler0,2749831,13392830,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",55836073079,fastqsanger,7604497.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52437134835b43733'}]",,31436777.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-07-13 05:36:59.041602,85506,2108.8309360000003
2016-10-18 03:47:29.851489,slurm_normal,,main_w3_handler1,2841432,14104419,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6829326834,fasta,8319361.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519e0a00928737ca4'}]",,33423812.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-10-18 03:50:28.956906,91484,179.10541700000002
2016-07-18 16:20:41.394003,reserved,,main_w2_handler0,2768949,13433708,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8714548640,fasta,7645148.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b577f4dbfa87c43240'}]",,30731085.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-07-18 16:36:37.814524,5254,956.420521
2017-07-27 22:02:56.991750,slurm_normal,,main_w4_handler1,3202511,16438175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44334354747,fastqsanger,10505956.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/AaegL1.len""","""AaegL1""",,"[{'src': 'hda', 'id': 30610046}]",,39537245.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-27 22:19:41.751148,61604,1004.759398
2017-06-18 18:39:29.192316,slurm_normal,,main_w3_handler0,3161010,16126472,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9073462782,fasta,10207104.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30068466}]",,38737491.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-06-18 18:41:32.162512,91624,122.970196
2016-07-18 16:20:41.602306,reserved,,main_w1_handler1,2768949,13433709,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7790536436,fasta,7645138.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520431bf4b394c366'}]",,30731085.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-07-18 16:35:00.715567,5254,859.1132610000001
2015-09-30 04:13:17.679775,slurm_normal,,main_w2_handler1,2434963,10467053,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",34896292878,fastqsanger,4743347.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21075515,,,25433009.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-09-30 04:25:07.194370,60145,709.5145950000001
2015-03-09 22:34:32.219009,rodeo_normal,,main_w1_handler0,2194097,8902650,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21530188250,fastqsanger,3081350.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794647,,,21459647.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-03-09 22:50:27.356565,55691,955.137556
2017-07-26 22:39:58.655304,slurm_normal,,main_w3_handler0,3202511,16429133,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44334354747,fastqsanger,10496093.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/AaegL1.len""","""AaegL1""",,"[{'src': 'hda', 'id': 30610046}]",,39537245.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-26 22:58:59.523275,61604,1140.8679710000001
2017-07-27 17:06:02.161041,slurm_normal,,main_w3_handler0,3202511,16435820,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44334354747,fastqsanger,10503630.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/AaegL1.len""","""AaegL1""",,"[{'src': 'hda', 'id': 30610046}]",,39537245.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-27 17:22:56.769581,61604,1014.6085400000001
2016-02-10 16:22:53.886902,slurm_normal,,main_w2_handler1,2469513,11779831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36408798950,fastqsanger,6032120.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23264612,,,28204513.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-02-10 16:53:33.538602,57640,1839.6517000000001
2017-07-26 22:03:28.822595,slurm_normal,,main_w3_handler1,3202511,16428907,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44334354747,fastqsanger,10495893.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/AaegL1.len""","""AaegL1""",,"[{'src': 'hda', 'id': 30610046}]",,39537245.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-26 22:19:22.461597,61604,953.639002
2016-09-16 07:19:17.864294,slurm_normal,,main_w4_handler1,2821379,13863166,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39969764566,fastqsanger,8087308.roundup,slurm,,corral-repl,,"""e09242367bdd11e683ba005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c7f75bd79899d97b'}]",,32933789.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-09-16 10:47:23.811885,49127,12485.947591
2015-10-06 19:31:44.614683,slurm_normal,,main_w2_handler1,2154293,10513118,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",28548920131,fastqsanger,4789579.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",21420837,,,25005110.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-10-07 00:08:59.334259,57640,16634.719576
2017-07-06 06:32:19.176729,slurm_normal,,main_w4_handler1,3183462,16268510,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9073462782,fasta,10339756.roundup,slurm,,corral-repl,,"""d8050144621411e7852e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30325059}]",,,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-06 07:20:14.443111,91624,2875.2663820000002
2015-03-09 22:07:57.029060,rodeo_normal,,main_w1_handler0,2194097,8902541,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21530188250,fastqsanger,3080787.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794647,,,21459647.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-03-09 22:25:52.737140,55691,1075.70808
2016-02-12 20:27:21.147458,slurm_normal,,main_w1_handler1,2469513,11813752,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36408798950,fastqsanger,6062264.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23325924,,,28204513.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2016-02-12 21:14:17.338422,57640,2816.1909640000003
2017-07-26 13:40:55.834254,slurm_normal,,main_w4_handler1,3202511,16423600,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44334354747,fastqsanger,10489621.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/AaegL1.len""","""AaegL1""",,"[{'src': 'hda', 'id': 30610046}]",,39503285.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-26 13:57:38.859222,61604,1003.0249680000001
2015-03-10 01:49:04.584900,rodeo_normal,,main_w1_handler0,2194097,8903734,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21530188250,fastqsanger,3083275.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18794647,,,20275718.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-03-10 02:05:00.758609,55691,956.173709
2015-02-14 23:04:47.704554,rodeo_normal,,main_w2_handler1,2206566,8727920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19325739702,fasta,2762727.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18514696,,,19817784.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-02-14 23:09:27.205645,3741,279.50109100000003
2018-01-05 22:31:38.577313,slurm_normal,,main_w3_handler1,3381999,17960028,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7758587910,fasta,12036722,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33195526}]",,42991500.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2018-01-05 22:33:56.885339,108909,138.308026
2017-07-06 07:39:43.974286,slurm_normal,,main_w3_handler1,3183462,16268863,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5817124106,fasta,10339860.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30325052}]",,38737491.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2017-07-06 07:41:17.059361,91624,93.085075
2015-02-02 11:01:38.820719,rodeo_normal,,main_w1_handler1,2169280,8650281,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8597695123,fasta,2618611.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18187692,,,20929919.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,1.0.0,,2015-02-02 11:04:17.447153,58073,158.62643400000002
