create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,regionsFiles_4|regionsFile,regionsFiles_4|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName23,scoreFileName23_filetype,scoreFileName24,scoreFileName24_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-16 19:50:02.275726,slurm_multi,,main_w3_handler2,2818223,13868610,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8091981,slurm,,corral-repl,,0,no,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b54eb1fe10aec32940""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecabe22533c4c91a'}]",66457396,bed,,,,,,,,,,6362842,6362842,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,32920800,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-09-16 20:27:17.314060,90069,2235.0383340000003
2016-07-01 14:00:25.695025,slurm_multi,,main_w2_handler2,2755192,13305913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7508199,slurm,,corral-repl,,0,no,"""288bfb583f9411e6aac4005056a51846""",0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5584dee54b213842b""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b529b6e2c4f63a395c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c4462797a70688d5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51d73ab78c0a90fc5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d94fed4177a3d265'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56191d84a3532952c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b536d27fd1facfcfbd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51e1ea778f7f74612'}]",45593004,bed,,,,,,,,,,304127729,304127729,,,,,,,,,,,,,,,,,,,,,bigwig,173322814.0,,,,,,,,,,,bigwig,281426779.0,bigwig,213886951.0,bigwig,228754038.0,bigwig,292625021.0,bigwig,208835920.0,bigwig,,,,,bigwig,31200238,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-01 14:48:14.781228,29338,2869.0862030000003
2016-07-07 02:49:49.134212,slurm_multi,,main_w2_handler2,2759646,13349751,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7564373,slurm,,corral-repl,,0,no,"""77f2e92443ed11e6b67d005056a51846""",0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5aefe98f8f2d72fa5""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5507afb6f72dee8e2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d22edf101bbba3de'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c19e8686760387c9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a81c5b8a4caee895'}, {'src': 'hda', 'id': 'bbd44e69cb8906b555b69dc21ab679c2'}]",87087513,bed,,,,,,,,,,262358246,262358246,,,,,,,,,,,,,,,,,,,,,bigwig,303891627.0,,,,,,,,,,,bigwig,450866742.0,bigwig,237966770.0,bigwig,334145562.0,bigwig,,,,,,,,,bigwig,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-07 16:39:29.132873,29338,49779.998661000005
2016-07-06 08:35:15.761080,slurm_multi,,main_w2_handler2,2758800,13341967,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7561208,slurm,,corral-repl,,0,no,"""8fa9c928435411e6be28005056a52a46""",0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,1.0,5000,5000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5ceebc1adb7cc1210""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b557424eb60e2520cf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a6019482d4951dac'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f2aad723e7e40d0f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50aa9ded027d42f13'}]",3288035802,bed,,,,,,,,,,494286,494286,,,,,,,,,,,,,,,,,,,,,bigwig,126297.0,,,,,,,,,,,bigwig,10407948.0,bigwig,19249.0,bigwig,,,,,,,,,,,bigwig,31200238,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-07 10:09:01.836872,29338,92026.075792
2016-09-16 19:51:15.665298,slurm_multi,,main_w3_handler2,2818223,13868618,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8092265,slurm,,corral-repl,,0,no,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,500,0.0,,,no,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b54eb1fe10aec32940""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53fb2877eea119e1a'}]",66457396,bed,,,,,,,,,,7138781,7138781,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,32920800,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-09-16 20:38:21.787695,90069,2826.122397
2016-07-04 07:53:35.266172,slurm_multi,,main_w1_handler2,2756901,13323853,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7531934,slurm,,corral-repl,,0,no,"""686d8fd241bc11e6a713005056a52a46""",0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5dddad156430d0e29""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b556df8369aefaa9ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5adf035127405b70a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55d3aabeba46b05ac'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57861abc956fe6a1f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52daa8988465358fc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d80c382297f77434'}, {'src': 'hda', 'id': 'bbd44e69cb8906b564cd44ec94368c9d'}]",28966577,bed,,,,,,,,,,354779190,354779190,,,,,,,,,,,,,,,,,,,,,bigwig,205261937.0,,,,,,,,,,,bigwig,356663430.0,bigwig,216646460.0,bigwig,264803097.0,bigwig,337967578.0,bigwig,236155985.0,bigwig,,,,,bigwig,31200238,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-04 14:44:18.689622,29338,24643.423450000002
2016-06-09 07:23:35.642691,slurm_multi,,main_w1_handler2,2728942,13116773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7301598,slurm,,corral-repl,,0,no,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1000,1000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5332e5e7aa0e1dd4b""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5789fb0aeda92f2c6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5876619185131cd98'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a3327e8dd95c7367'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50ec6bd4110588264'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52c340fd7fa75c440'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5505fbfbcf87a8536'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f65d2faa68b8b166'}, {'src': 'hda', 'id': 'bbd44e69cb8906b555c1be161afef234'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5318db26e50039dfc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5370eb4aad5a6b44a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59648acd7972463a1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5578d7a886d88759c'}]",27625380,bed,,,,,,,,,,14025995,14025995,511937.0,bigwig,16734935.0,bigwig,18290526.0,bigwig,,,,,,,,,,,,,,,bigwig,14577649.0,,,,,,,,,,,bigwig,160397.0,bigwig,160016.0,bigwig,143584.0,bigwig,201141.0,bigwig,473046.0,bigwig,415619.0,bigwig,488578.0,bigwig,bigwig,30578529,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-06-09 11:51:13.230304,72632,16057.587613000002
2016-07-04 06:23:23.227493,slurm_multi,,main_w2_handler2,2756808,13322904,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7528173,slurm,,corral-repl,,0,no,"""ce860a3641af11e69336005056a52a46""",0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5a6a9ea95707abcfd""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55c6c89252132323c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5aa8e414268806aab'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56a4b3233b7f2e4a8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58447c08cb57adb4d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a190e28cb53d2fa1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57e53b597833a2914'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5edec60ca35b659bd'}]",28966577,bed,,,,,,,,,,246647222,246647222,,,,,,,,,,,,,,,,,,,,,bigwig,308003783.0,,,,,,,,,,,bigwig,136155995.0,bigwig,304488321.0,bigwig,247018452.0,bigwig,283358300.0,bigwig,345058772.0,bigwig,,,,,bigwig,31200238,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-04 08:40:17.892415,29338,8214.664922
2016-07-05 08:18:49.059382,slurm_multi,,main_w1_handler2,2757750,13332458,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7544818,slurm,,corral-repl,,0,no,"""1978e660428911e6998c005056a51846""",0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b531a629bbccb3f9b0""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54915f21cbc4585c8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d33177ea77d2ca74'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54e2e9b0aa4141ef5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b587d478edaaeebe61'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ba05fbe1d1c9f34c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57997d6d32091175f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b539cbed1afc90f65f'}]",87087513,bed,,,,,,,,,,219603705,219603705,,,,,,,,,,,,,,,,,,,,,bigwig,218432761.0,,,,,,,,,,,bigwig,237171613.0,bigwig,202764193.0,bigwig,230782346.0,bigwig,223043920.0,bigwig,235848270.0,bigwig,,,,,bigwig,31200238,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-05 17:55:28.664659,29338,34599.605277
2016-07-18 23:39:15.788312,slurm_multi,,main_w1_handler2,2701305,13438545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7650699,slurm,,corral-repl,,0,no,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b50e8cc59aaff113c3""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56becac6011f61829'}]",1501296128,bed,,,,,,,,,,482151912,482151912,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,31506782,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.3.0,2.2.3.0,,2016-07-19 01:00:52.621243,68038,4896.832931
