create_time,destination_id,dist,dist_filetype,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,name,name_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fontsize,parameters.input.__current_case__,parameters.input.dist.values,parameters.input.name.values,parameters.input.source,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-13 14:23:56.178090,slurm_normal,62211353,mothur.pair.dist,,main_w4_handler0,3364120,17797083,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11866286,slurm,,29209065,mothur.names,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""",1,"[{'src': 'hda', 'id': 32901136}]","[{'src': 'hda', 'id': 32897646}]",column,,42631708,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.36.1.0,1.36.1.0,,2017-12-13 14:24:23.821792,111190,27.643702
