create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.expblen,parameters.expdist,parameters.input.__current_case__,parameters.input.infile.values,parameters.input.source,parameters.matrixout,parameters.neighbor,parameters.norandom,parameters.ntrees,parameters.seed,parameters.shuffle,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-30 04:39:15.776962,slurm_normal,,main_w4_handler0,3307905,17645340,False,1236208860,mothur.align,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11704516,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""false""",0,"[{'src': 'hda', 'id': 32017934}]",dna,"""false""","""true""","""false""","""1""","""""","""false""",,42030428,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_clearcut/mothur_clearcut/1.36.1.0,1.36.1.0,,2017-11-30 12:51:14.142077,36706,29518.365115
